id,species,group,identifier,symbol,entrez_id,percentage,score,unique_grouping
1053,Homo sapiens,611,ENSP00000353408,MSN,4478,99%,1,540-elegans:sapiens
1054,Homo sapiens,611,ENSP00000384136,RDX,5962,NULL,0.646,540-elegans:sapiens
1055,Homo sapiens,611,ENSP00000376016,EZR,7430,NULL,0.474,540-elegans:sapiens
1056,Caenorhabditis elegans,414,CE25011,rpn-6.1,175972,99%,1,1151-elegans:sapiens
1057,Homo sapiens,414,ENSP00000261712,PSMD11,5717,100%,1,1151-elegans:sapiens
1058,Caenorhabditis elegans,417,CE39528,sgk-1,181697,100%,1,1135-elegans:sapiens
1059,Homo sapiens,417,ENSP00000356832,SGK1,6446,100%,1,1135-elegans:sapiens
1060,Homo sapiens,417,ENSP00000262211,SGK3,23678,NULL,0.24,1135-elegans:sapiens
1061,Homo sapiens,417,ENSP00000340608,SGK2,10110,NULL,0.193,1135-elegans:sapiens
1062,Caenorhabditis elegans,227,CE17071,isp-1,177609,100%,1,2496-elegans:sapiens
1063,Homo sapiens,227,ENSP00000306397,UQCRFS1,7386,100%,1,2496-elegans:sapiens
1064,Caenorhabditis elegans,176,CE25314,Y48G10A.3,173217,91%,1,3070-elegans:sapiens
1065,Homo sapiens,176,ENSP00000362909,NDRG3,57446,100%,1,3070-elegans:sapiens
1066,Homo sapiens,176,ENSP00000319977,NDRG1,10397,NULL,0.485,3070-elegans:sapiens
1067,Homo sapiens,176,ENSP00000377823,NDRG4,65009,NULL,0.436,3070-elegans:sapiens
1068,Homo sapiens,176,ENSP00000298687,NDRG2,57447,NULL,0.359,3070-elegans:sapiens
1069,Caenorhabditis elegans,131,CE05847,arrd-6,185541,53%,1,3619-elegans:sapiens
1070,Homo sapiens,131,ENSP00000265138,ARRDC3,57561,99%,1,3619-elegans:sapiens
1071,Homo sapiens,131,ENSP00000268042,ARRDC4,91947,NULL,0.398,3619-elegans:sapiens
1072,Homo sapiens,131,ENSP00000358323,TXNIP,10628,NULL,0.249,3619-elegans:sapiens
1073,Caenorhabditis elegans,79,CE01436,ZC395.10,175727,100%,1,4318-elegans:sapiens
1074,Homo sapiens,79,ENSP00000262033,PTGES3,10728,100%,1,4318-elegans:sapiens
1075,Caenorhabditis elegans,227,CE05883,F47G9.1,179567,100%,1,2498-elegans:sapiens
1076,Homo sapiens,227,ENSP00000303145,TMED10,10972,100%,1,2498-elegans:sapiens
1077,Caenorhabditis elegans,213,CE05002,gap-1,180530,100%,1,2654-elegans:sapiens
1078,Homo sapiens,213,ENSP00000374195,RASA3,22821,100%,1,2654-elegans:sapiens
1079,Homo sapiens,213,ENSP00000286364,RASA2,5922,NULL,0.562,2654-elegans:sapiens
1080,Homo sapiens,213,ENSP00000261729,RASAL1,8437,NULL,0.099,2654-elegans:sapiens
1081,Homo sapiens,213,ENSP00000303968,RASA4B,100271927,NULL,0.084,2654-elegans:sapiens
1082,Homo sapiens,213,ENSP00000262940,RASA4,10156,NULL,0.081,2654-elegans:sapiens
1083,Caenorhabditis elegans,77,CE24922,exl-1,175100,100%,1,4336-elegans:sapiens
1084,Caenorhabditis elegans,77,CE36222,exc-4,173314,100%,1,4336-elegans:sapiens
1085,Homo sapiens,77,ENSP00000185206,CLIC5,53405,100%,1,4336-elegans:sapiens
1086,Homo sapiens,77,ENSP00000358460,CLIC2,1193,100%,1,4336-elegans:sapiens
1087,Homo sapiens,77,ENSP00000363500,CLIC4,25932,100%,1,4336-elegans:sapiens
1088,Homo sapiens,77,ENSP00000372897,CLIC1,1192,NULL,0.598,4336-elegans:sapiens
1089,Homo sapiens,77,ENSP00000364934,CLIC1,1192,NULL,0.598,4336-elegans:sapiens
1090,Caenorhabditis elegans,295,CE12160,K11H12.8,176892,100%,1,1882-elegans:sapiens
1091,Homo sapiens,295,ENSP00000361207,GHITM,27069,100%,1,1882-elegans:sapiens
1092,Caenorhabditis elegans,56,CE10544,F45H10.2,174992,100%,1,4564-elegans:sapiens
1093,Caenorhabditis elegans,56,CE04818,R07E4.3,180862,100%,1,4564-elegans:sapiens
1094,Homo sapiens,56,ENSP00000367939,UQCRQ,27089,100%,1,4564-elegans:sapiens
1095,Caenorhabditis elegans,722,CE03076,acs-19,175500,100%,1,352-elegans:sapiens
1096,Homo sapiens,722,ENSP00000253382,ACSS2,55902,99%,1,352-elegans:sapiens
1097,Caenorhabditis elegans,242,CE09629,cup-2,172915,100%,1,2347-elegans:sapiens
1098,Homo sapiens,242,ENSP00000259512,DERL1,79139,100%,1,2347-elegans:sapiens
1099,Caenorhabditis elegans,354,CE27848,paqr-1,177416,100%,1,1452-elegans:sapiens
1100,Caenorhabditis elegans,354,CE35070,paqr-2,175739,NULL,0.127,1452-elegans:sapiens
1101,Homo sapiens,354,ENSP00000349616,ADIPOR2,79602,100%,1,1452-elegans:sapiens
1102,Homo sapiens,354,ENSP00000341785,ADIPOR1,51094,NULL,0.411,1452-elegans:sapiens
1103,Drosophila melanogaster,570,FBpp0110174,tefu,41839,100%,1,1054-melanogaster:sapiens
1104,Homo sapiens,570,ENSP00000278616,ATM,472,100%,1,1054-melanogaster:sapiens
1105,Drosophila melanogaster,1081,FBpp0071503,Xpd,37414,100%,1,240-melanogaster:sapiens
1106,Homo sapiens,1081,ENSP00000375809,ERCC2,2068,100%,1,240-melanogaster:sapiens
1107,Drosophila melanogaster,398,FBpp0078733,Lam,33782,100%,1,1938-melanogaster:sapiens
1108,Drosophila melanogaster,398,FBpp0086641,LamC,36615,NULL,0.241,1938-melanogaster:sapiens
1109,Homo sapiens,398,ENSP00000261366,LMNB1,4001,100%,1,1938-melanogaster:sapiens
1110,Homo sapiens,398,ENSP00000327054,LMNB2,84823,NULL,0.375,1938-melanogaster:sapiens
1111,Homo sapiens,398,ENSP00000357283,LMNA,4000,NULL,0.291,1938-melanogaster:sapiens
1112,Drosophila melanogaster,811,FBpp0083519,InR,42549,100%,1,481-melanogaster:sapiens
1113,Homo sapiens,811,ENSP00000268035,IGF1R,3480,100%,1,481-melanogaster:sapiens
1114,Homo sapiens,811,ENSP00000303830,INSR,3643,NULL,0.377,481-melanogaster:sapiens
1115,Homo sapiens,811,ENSP00000357178,INSRR,3645,NULL,0.312,481-melanogaster:sapiens
1116,Drosophila melanogaster,107,FBpp0079436,Trx-2,34281,85%,1,4963-melanogaster:sapiens
1117,Drosophila melanogaster,107,FBpp0070722,TrxT,31443,NULL,0.208,4963-melanogaster:sapiens
1118,Homo sapiens,107,ENSP00000363641,TXN,7295,98%,1,4963-melanogaster:sapiens
1119,Drosophila melanogaster,518,FBpp0070363,csw,45278,100%,1,1273-melanogaster:sapiens
1120,Homo sapiens,518,ENSP00000376375,PTPN11,5781,99%,1,1273-melanogaster:sapiens
1121,Homo sapiens,518,ENSP00000326010,PTPN6,5777,NULL,0.186,1273-melanogaster:sapiens
1122,Drosophila melanogaster,247,FBpp0088971,Rel,41087,100%,1,3269-melanogaster:sapiens
1123,Homo sapiens,247,ENSP00000358983,NFKB2,4791,100%,1,3269-melanogaster:sapiens
1124,Homo sapiens,247,ENSP00000226574,NFKB1,4790,NULL,0.259,3269-melanogaster:sapiens
1125,Drosophila melanogaster,342,FBpp0088489,Stat92E,42428,100%,1,2338-melanogaster:sapiens
1126,Homo sapiens,342,ENSP00000293328,STAT5B,6777,99%,1,2338-melanogaster:sapiens
1127,Homo sapiens,342,ENSP00000341208,STAT5A,6776,NULL,0.901,2338-melanogaster:sapiens
1128,Homo sapiens,342,ENSP00000300134,STAT6,6778,NULL,0.091,2338-melanogaster:sapiens
1129,Drosophila melanogaster,342,FBpp0088489,Stat92E,42428,100%,1,2338-melanogaster:sapiens
1130,Homo sapiens,342,ENSP00000293328,STAT5B,6777,99%,1,2338-melanogaster:sapiens
1131,Homo sapiens,342,ENSP00000341208,STAT5A,6776,NULL,0.901,2338-melanogaster:sapiens
1132,Homo sapiens,342,ENSP00000300134,STAT6,6778,NULL,0.091,2338-melanogaster:sapiens
1133,Drosophila melanogaster,212,FBpp0079677,chico,64880,100%,1,3652-melanogaster:sapiens
1134,Homo sapiens,212,ENSP00000304895,IRS1,3667,100%,1,3652-melanogaster:sapiens
1135,Homo sapiens,212,ENSP00000365016,IRS2,8660,NULL,0.205,3652-melanogaster:sapiens
1136,Homo sapiens,212,ENSP00000361202,IRS4,8471,NULL,0.054,3652-melanogaster:sapiens
1137,Drosophila melanogaster,299,FBpp0072602,Ptp61F,38160,100%,1,2707-melanogaster:sapiens
1138,Homo sapiens,299,ENSP00000360683,PTPN1,5770,100%,1,2707-melanogaster:sapiens
1139,Homo sapiens,299,ENSP00000311857,PTPN2,5771,NULL,0.272,2707-melanogaster:sapiens
1140,Drosophila melanogaster,212,FBpp0079677,chico,64880,100%,1,3652-melanogaster:sapiens
1141,Homo sapiens,212,ENSP00000304895,IRS1,3667,100%,1,3652-melanogaster:sapiens
1142,Homo sapiens,212,ENSP00000365016,IRS2,8660,NULL,0.205,3652-melanogaster:sapiens
1143,Homo sapiens,212,ENSP00000361202,IRS4,8471,NULL,0.054,3652-melanogaster:sapiens
1144,Drosophila melanogaster,631,FBpp0082682,Akt1,41957,100%,1,836-melanogaster:sapiens
1145,Homo sapiens,631,ENSP00000263826,AKT3,10000,100%,1,836-melanogaster:sapiens
1146,Homo sapiens,631,ENSP00000270202,AKT1,207,NULL,0.44,836-melanogaster:sapiens
1147,Homo sapiens,631,ENSP00000375892,AKT2,208,NULL,0.343,836-melanogaster:sapiens
1148,Drosophila melanogaster,709,FBpp0083348,Pi3K92E,42446,100%,1,647-melanogaster:sapiens
1149,Homo sapiens,709,ENSP00000289153,PIK3CB,5291,99%,1,647-melanogaster:sapiens
1150,Homo sapiens,709,ENSP00000354410,PIK3CD,5293,NULL,0.315,647-melanogaster:sapiens
1151,Drosophila melanogaster,92,FBpp0070501,dm,31310,100%,1,5121-melanogaster:sapiens
1152,Homo sapiens,92,ENSP00000367207,MYC,4609,100%,1,5121-melanogaster:sapiens
1153,Homo sapiens,92,ENSP00000281043,MYCN,4613,NULL,0.195,5121-melanogaster:sapiens
1154,Drosophila melanogaster,623,FBpp0071571,Egfr,37455,100%,1,858-melanogaster:sapiens
1155,Homo sapiens,623,ENSP00000267101,ERBB3,2065,100%,1,858-melanogaster:sapiens
1156,Homo sapiens,623,ENSP00000342235,ERBB4,2066,NULL,0.283,858-melanogaster:sapiens
1157,Homo sapiens,623,ENSP00000275493,EGFR,1956,NULL,0.165,858-melanogaster:sapiens
1158,Homo sapiens,623,ENSP00000269571,ERBB2,2064,NULL,0.136,858-melanogaster:sapiens
1159,Drosophila melanogaster,623,FBpp0071571,Egfr,37455,100%,1,858-melanogaster:sapiens
1160,Homo sapiens,623,ENSP00000267101,ERBB3,2065,100%,1,858-melanogaster:sapiens
1161,Homo sapiens,623,ENSP00000342235,ERBB4,2066,NULL,0.283,858-melanogaster:sapiens
1162,Homo sapiens,623,ENSP00000275493,EGFR,1956,NULL,0.165,858-melanogaster:sapiens
1163,Homo sapiens,623,ENSP00000269571,ERBB2,2064,NULL,0.136,858-melanogaster:sapiens
1164,Drosophila melanogaster,811,FBpp0083519,InR,42549,100%,1,481-melanogaster:sapiens
1165,Homo sapiens,811,ENSP00000268035,IGF1R,3480,100%,1,481-melanogaster:sapiens
1166,Homo sapiens,811,ENSP00000303830,INSR,3643,NULL,0.377,481-melanogaster:sapiens
1167,Homo sapiens,811,ENSP00000357178,INSRR,3645,NULL,0.312,481-melanogaster:sapiens
1168,Drosophila melanogaster,427,FBpp0081020,Ret,43875,100%,1,1739-melanogaster:sapiens
1169,Homo sapiens,427,ENSP00000344798,RET,5979,100%,1,1739-melanogaster:sapiens
1170,Drosophila melanogaster,922,FBpp0074009,sl,32601,100%,1,350-melanogaster:sapiens
1171,Homo sapiens,922,ENSP00000244007,PLCG1,5335,100%,1,350-melanogaster:sapiens
1172,Homo sapiens,922,ENSP00000352336,PLCG2,5336,NULL,0.181,350-melanogaster:sapiens
1173,Drosophila melanogaster,359,FBpp0070351,CG14815,31141,100%,1,2213-melanogaster:sapiens
1174,Homo sapiens,359,ENSP00000379877,PEX5,5830,100%,1,2213-melanogaster:sapiens
1175,Drosophila melanogaster,617,FBpp0078414,Hdac3,44446,100%,1,888-melanogaster:sapiens
1176,Homo sapiens,617,ENSP00000302967,HDAC3,8841,100%,1,888-melanogaster:sapiens
1177,Drosophila melanogaster,761,FBpp0112608,Parp,3355109,100%,1,545-melanogaster:sapiens
1178,Homo sapiens,761,ENSP00000355759,PARP1,142,100%,1,545-melanogaster:sapiens
1179,Drosophila melanogaster,179,FBpp0076894,dod,33111,100%,1,4023-melanogaster:sapiens
1180,Homo sapiens,179,ENSP00000247970,PIN1,5300,100%,1,4023-melanogaster:sapiens
1181,Drosophila melanogaster,284,FBpp0088839,Pten,43991,100%,1,2868-melanogaster:sapiens
1182,Homo sapiens,284,ENSP00000361021,PTEN,5728,97%,1,2868-melanogaster:sapiens
1183,Drosophila melanogaster,1428,FBpp0071337,nej,43856,100%,1,115-melanogaster:sapiens
1184,Homo sapiens,1428,ENSP00000263253,EP300,2033,100%,1,115-melanogaster:sapiens
1185,Homo sapiens,1428,ENSP00000371502,CREBBP,1387,NULL,0.357,115-melanogaster:sapiens
1186,Drosophila melanogaster,384,FBpp0073539,Smr,32225,100%,1,2033-melanogaster:sapiens
1187,Homo sapiens,384,ENSP00000379198,NCOR1,9611,100%,1,2033-melanogaster:sapiens
1188,Homo sapiens,384,ENSP00000348551,NCOR2,9612,NULL,0.25,2033-melanogaster:sapiens
1189,Drosophila melanogaster,493,FBpp0081356,RpA-70,40972,100%,1,1410-melanogaster:sapiens
1190,Homo sapiens,493,ENSP00000254719,RPA1,6117,100%,1,1410-melanogaster:sapiens
1191,Drosophila melanogaster,582,FBpp0081910,mus309,41366,100%,1,1009-melanogaster:sapiens
1192,Homo sapiens,582,ENSP00000347232,BLM,641,100%,1,1009-melanogaster:sapiens
1193,Drosophila melanogaster,1150,FBpp0072904,Hsp83,38389,100%,1,207-melanogaster:sapiens
1194,Homo sapiens,1150,ENSP00000335153,HSP90AA1,3320,100%,1,207-melanogaster:sapiens
1195,Homo sapiens,1150,ENSP00000325875,HSP90AB1,3326,NULL,0.203,207-melanogaster:sapiens
1196,Drosophila melanogaster,762,FBpp0111702,Abl,45821,100%,1,543-melanogaster:sapiens
1197,Homo sapiens,762,ENSP00000356595,ABL2,27,100%,1,543-melanogaster:sapiens
1198,Homo sapiens,762,ENSP00000361423,ABL1,25,NULL,0.197,543-melanogaster:sapiens
1199,Drosophila melanogaster,1556,FBpp0080825,Top2,35225,100%,1,89-melanogaster:sapiens
1200,Homo sapiens,1556,ENSP00000264331,TOP2B,7155,100%,1,89-melanogaster:sapiens
1201,Homo sapiens,1556,ENSP00000269577,TOP2A,7153,NULL,0.288,89-melanogaster:sapiens
1202,Drosophila melanogaster,1556,FBpp0080825,Top2,35225,100%,1,89-melanogaster:sapiens
1203,Homo sapiens,1556,ENSP00000264331,TOP2B,7155,100%,1,89-melanogaster:sapiens
1204,Homo sapiens,1556,ENSP00000269577,TOP2A,7153,NULL,0.288,89-melanogaster:sapiens
1205,Drosophila melanogaster,247,FBpp0088971,Rel,41087,100%,1,3269-melanogaster:sapiens
1206,Homo sapiens,247,ENSP00000358983,NFKB2,4791,100%,1,3269-melanogaster:sapiens
1207,Homo sapiens,247,ENSP00000226574,NFKB1,4790,NULL,0.259,3269-melanogaster:sapiens
1208,Drosophila melanogaster,832,FBpp0073822,Top1,32458,100%,1,449-melanogaster:sapiens
1209,Homo sapiens,832,ENSP00000354522,TOP1,7150,100%,1,449-melanogaster:sapiens
1210,Drosophila melanogaster,386,FBpp0084955,spn-A,43577,100%,1,2022-melanogaster:sapiens
1211,Homo sapiens,386,ENSP00000372088,RAD51,5888,99%,1,2022-melanogaster:sapiens
1212,Drosophila melanogaster,269,FBpp0077741,lwr,33226,100%,1,3022-melanogaster:sapiens
1213,Homo sapiens,269,ENSP00000384361,UBE2I,7329,100%,1,3022-melanogaster:sapiens
1214,Drosophila melanogaster,439,FBpp0082280,lkb1,41673,100%,1,1666-melanogaster:sapiens
1215,Homo sapiens,439,ENSP00000324856,STK11,6794,100%,1,1666-melanogaster:sapiens
1216,Drosophila melanogaster,1428,FBpp0071337,nej,43856,100%,1,115-melanogaster:sapiens
1217,Homo sapiens,1428,ENSP00000263253,EP300,2033,100%,1,115-melanogaster:sapiens
1218,Homo sapiens,1428,ENSP00000371502,CREBBP,1387,NULL,0.357,115-melanogaster:sapiens
1219,Drosophila melanogaster,505,FBpp0085145,gskt,318552,100%,1,1335-melanogaster:sapiens
1220,Homo sapiens,505,ENSP00000324806,GSK3B,2932,100%,1,1335-melanogaster:sapiens
1221,Homo sapiens,505,ENSP00000222330,GSK3A,2931,NULL,0.31,1335-melanogaster:sapiens
1222,Drosophila melanogaster,470,FBpp0084679,htt,43392,100%,1,1518-melanogaster:sapiens
1223,Homo sapiens,470,ENSP00000347184,HTT,3064,100%,1,1518-melanogaster:sapiens
1224,Drosophila melanogaster,967,FBpp0086197,Pkc53E,48311,99%,1,319-melanogaster:sapiens
1225,Homo sapiens,967,ENSP00000284384,PRKCA,5578,100%,1,319-melanogaster:sapiens
1226,Homo sapiens,967,ENSP00000305355,PRKCB,5579,NULL,0.41,319-melanogaster:sapiens
1227,Homo sapiens,967,ENSP00000263431,PRKCG,5582,NULL,0.168,319-melanogaster:sapiens
1228,Drosophila melanogaster,261,FBpp0088996,AlCR2,40019,99%,1,3108-melanogaster:sapiens
1229,Drosophila melanogaster,261,FBpp0088997,star1,40020,NULL,0.254,3108-melanogaster:sapiens
1230,Homo sapiens,261,ENSP00000350198,SSTR2,6752,93%,1,3108-melanogaster:sapiens
1231,Homo sapiens,261,ENSP00000380680,SSTR5,6755,NULL,0.252,3108-melanogaster:sapiens
1232,Homo sapiens,261,ENSP00000330138,SSTR3,6753,NULL,0.185,3108-melanogaster:sapiens
1233,Homo sapiens,261,ENSP00000267377,SSTR1,6751,NULL,0.173,3108-melanogaster:sapiens
1234,Homo sapiens,261,ENSP00000255008,SSTR4,6754,NULL,0.141,3108-melanogaster:sapiens
1235,Drosophila melanogaster,1359,FBpp0085265,Ef2b,35422,100%,1,131-melanogaster:sapiens
1236,Homo sapiens,1359,ENSP00000307940,EEF2,1938,100%,1,131-melanogaster:sapiens
1237,Drosophila melanogaster,1099,FBpp0075982,hay,39202,100%,1,231-melanogaster:sapiens
1238,Homo sapiens,1099,ENSP00000285398,ERCC3,2071,100%,1,231-melanogaster:sapiens
1239,Drosophila melanogaster,701,FBpp0074825,Cat,40048,100%,1,669-melanogaster:sapiens
1240,Drosophila melanogaster,701,FBpp0079333,CG9314,34198,NULL,0.236,669-melanogaster:sapiens
1241,Homo sapiens,701,ENSP00000241052,CAT,847,100%,1,669-melanogaster:sapiens
1242,Drosophila melanogaster,356,FBpp0074246,CG8142,32763,100%,1,2226-melanogaster:sapiens
1243,Homo sapiens,356,ENSP00000296273,RFC4,5984,100%,1,2226-melanogaster:sapiens
1244,Drosophila melanogaster,432,FBpp0099904,mus201,3772069,100%,1,1708-melanogaster:sapiens
1245,Homo sapiens,432,ENSP00000347978,ERCC5,2073,100%,1,1708-melanogaster:sapiens
1246,Drosophila melanogaster,415,FBpp0078205,Ssl1,40509,100%,1,1829-melanogaster:sapiens
1247,Homo sapiens,415,ENSP00000274400,GTF2H2,2966,100%,1,1829-melanogaster:sapiens
1248,Homo sapiens,415,ENSP00000370105,GTF2H2C,728340,NULL,0.99,1829-melanogaster:sapiens
1249,Drosophila melanogaster,379,FBpp0089395,mus209,37290,99%,1,2069-melanogaster:sapiens
1250,Homo sapiens,379,ENSP00000368458,PCNA,5111,100%,1,2069-melanogaster:sapiens
1251,Drosophila melanogaster,488,FBpp0086223,Fen1,36887,100%,1,1427-melanogaster:sapiens
1252,Homo sapiens,488,ENSP00000305480,FEN1,2237,100%,1,1427-melanogaster:sapiens
1253,Drosophila melanogaster,155,FBpp0081861,Irbp,117419,100%,1,4337-melanogaster:sapiens
1254,Homo sapiens,155,ENSP00000353192,XRCC6,2547,100%,1,4337-melanogaster:sapiens
1255,Drosophila melanogaster,1102,FBpp0082514,Hsc70-4,41840,77%,1,230-melanogaster:sapiens
1256,Homo sapiens,1102,ENSP00000227378,HSPA8,3312,89%,1,230-melanogaster:sapiens
1257,Drosophila melanogaster,282,FBpp0086812,drk,36497,100%,1,2883-melanogaster:sapiens
1258,Homo sapiens,282,ENSP00000339007,GRB2,2885,95%,1,2883-melanogaster:sapiens
1259,Homo sapiens,191,ENSP00000339527,FOXO3,2309,100%,1,3873-melanogaster:sapiens
1260,Homo sapiens,191,ENSP00000368880,FOXO1,2308,NULL,0.266,3873-melanogaster:sapiens
1261,Homo sapiens,191,ENSP00000339527,FOXO3,2309,100%,1,3873-melanogaster:sapiens
1262,Homo sapiens,191,ENSP00000368880,FOXO1,2308,NULL,0.266,3873-melanogaster:sapiens
1263,Drosophila melanogaster,230,FBpp0070638,Xpac,31357,100%,1,3447-melanogaster:sapiens
1264,Homo sapiens,230,ENSP00000364270,XPA,7507,100%,1,3447-melanogaster:sapiens
1265,Drosophila melanogaster,97,FBpp0075308,Eip71CD,39675,100%,1,5074-melanogaster:sapiens
1266,Homo sapiens,97,ENSP00000313921,MSRA,4482,100%,1,5074-melanogaster:sapiens
1267,Drosophila melanogaster,276,FBpp0086226,Sod2,36878,100%,1,2959-melanogaster:sapiens
1268,Homo sapiens,276,ENSP00000356022,SOD2,6648,100%,1,2959-melanogaster:sapiens
1269,Drosophila melanogaster,194,FBpp0075958,Sod,39251,95%,1,3842-melanogaster:sapiens
1270,Homo sapiens,194,ENSP00000270142,SOD1,6647,100%,1,3842-melanogaster:sapiens
1271,Drosophila melanogaster,208,FBpp0070924,COQ7,44007,100%,1,3701-melanogaster:sapiens
1272,Homo sapiens,208,ENSP00000322316,COQ7,10229,100%,1,3701-melanogaster:sapiens
1273,Homo sapiens,1884,ENSP00000353362,CACNA1A,773,100%,1,58-melanogaster:sapiens
1274,Homo sapiens,1884,ENSP00000277549,CACNA1B,774,NULL,0.271,58-melanogaster:sapiens
1275,Homo sapiens,1884,ENSP00000356545,CACNA1E,777,NULL,0.172,58-melanogaster:sapiens
1276,Homo sapiens,3708,ENSP00000263816,LRP2,4036,100%,1,8-melanogaster:sapiens
1277,Drosophila melanogaster,502,FBpp0077504,AIF,33390,100%,1,1355-melanogaster:sapiens
1278,Homo sapiens,502,ENSP00000287295,AIFM1,9131,100%,1,1355-melanogaster:sapiens
1279,Drosophila melanogaster,199,FBpp0077516,Uch,33397,100%,1,3787-melanogaster:sapiens
1280,Homo sapiens,199,ENSP00000366813,UCHL3,7347,100%,1,3787-melanogaster:sapiens
1281,Homo sapiens,199,ENSP00000284440,UCHL1,7345,NULL,0.106,3787-melanogaster:sapiens
1282,Drosophila melanogaster,223,FBpp0070104,Appl,31002,100%,1,3524-melanogaster:sapiens
1283,Homo sapiens,223,ENSP00000284981,APP,351,100%,1,3524-melanogaster:sapiens
1284,Homo sapiens,223,ENSP00000263574,APLP2,334,NULL,0.387,3524-melanogaster:sapiens
1285,Drosophila melanogaster,283,FBpp0073594,Jafrac1,53578,97%,1,2871-melanogaster:sapiens
1286,Homo sapiens,283,ENSP00000301522,PRDX2,7001,100%,1,2871-melanogaster:sapiens
1287,Homo sapiens,283,ENSP00000262746,PRDX1,5052,NULL,0.398,2871-melanogaster:sapiens
1288,Drosophila melanogaster,170,FBpp0082475,smp-30,41786,100%,1,4135-melanogaster:sapiens
1289,Drosophila melanogaster,170,FBpp0073422,regucalcin,32165,NULL,0.634,4135-melanogaster:sapiens
1290,Homo sapiens,170,ENSP00000253303,RGN,9104,100%,1,4135-melanogaster:sapiens
1291,Drosophila melanogaster,178,FBpp0082522,Oscp,41845,100%,1,4040-melanogaster:sapiens
1292,Homo sapiens,178,ENSP00000290299,ATP5O,539,100%,1,4040-melanogaster:sapiens
1293,Drosophila melanogaster,1000,FBpp0070891,Top3beta,31565,100%,1,292-melanogaster:sapiens
1294,Homo sapiens,1000,ENSP00000349705,TOP3B,8940,100%,1,292-melanogaster:sapiens
1295,Drosophila melanogaster,214,FBpp0086578,Ercc1,36654,100%,1,3632-melanogaster:sapiens
1296,Homo sapiens,214,ENSP00000013807,ERCC1,2067,100%,1,3632-melanogaster:sapiens
1297,Drosophila melanogaster,439,FBpp0080015,Sir2,34708,100%,1,1664-melanogaster:sapiens
1298,Homo sapiens,439,ENSP00000212015,SIRT1,23411,100%,1,1664-melanogaster:sapiens
1299,Drosophila melanogaster,792,FBpp0073173,Rpd3,38565,100%,1,511-melanogaster:sapiens
1300,Homo sapiens,792,ENSP00000381331,HDAC2,3066,100%,1,511-melanogaster:sapiens
1301,Homo sapiens,792,ENSP00000362649,HDAC1,3065,NULL,0.188,511-melanogaster:sapiens
1302,Drosophila melanogaster,347,FBpp0088741,CG32495,32775,100%,1,2294-melanogaster:sapiens
1303,Homo sapiens,347,ENSP00000216951,GSS,2937,100%,1,2294-melanogaster:sapiens
1304,Drosophila melanogaster,830,FBpp0100176,mt:CoI,192469,100%,1,453-melanogaster:sapiens
1305,Homo sapiens,830,ENSP00000354499,MT-CO1,4512,100%,1,453-melanogaster:sapiens
1306,Drosophila melanogaster,823,FBpp0073290,Hsp60,32045,100%,1,461-melanogaster:sapiens
1307,Drosophila melanogaster,823,FBpp0078742,Hsp60C,33796,NULL,0.284,461-melanogaster:sapiens
1308,Homo sapiens,823,ENSP00000340019,HSPD1,3329,100%,1,461-melanogaster:sapiens
1309,Drosophila melanogaster,248,FBpp0078405,Pcmt,40668,100%,1,3263-melanogaster:sapiens
1310,Homo sapiens,248,ENSP00000356354,PCMT1,5110,100%,1,3263-melanogaster:sapiens
1311,Drosophila melanogaster,594,FBpp0079676,bsk,44801,100%,1,961-melanogaster:sapiens
1312,Homo sapiens,594,ENSP00000352157,MAPK10,5602,100%,1,961-melanogaster:sapiens
1313,Homo sapiens,594,ENSP00000363304,MAPK8,5599,NULL,0.564,961-melanogaster:sapiens
1314,Homo sapiens,594,ENSP00000377029,MAPK9,5601,NULL,0.401,961-melanogaster:sapiens
1315,Drosophila melanogaster,401,FBpp0087502,14-3-3zeta,36059,100%,1,1916-melanogaster:sapiens
1316,Homo sapiens,401,ENSP00000379287,YWHAZ,7534,84%,1,1916-melanogaster:sapiens
1317,Homo sapiens,401,ENSP00000361930,YWHAB,7529,NULL,0.266,1916-melanogaster:sapiens
1318,Drosophila melanogaster,646,FBpp0113097,Fak56D,37233,100%,1,797-melanogaster:sapiens
1319,Homo sapiens,646,ENSP00000380638,PTK2B,2185,NULL,0.117,797-melanogaster:sapiens
1320,Drosophila melanogaster,513,FBpp0080111,p38b,34780,100%,1,1301-melanogaster:sapiens
1321,Drosophila melanogaster,513,FBpp0083965,Mpk2,42866,NULL,0.357,1301-melanogaster:sapiens
1322,Homo sapiens,513,ENSP00000229795,MAPK14,1432,99%,1,1301-melanogaster:sapiens
1323,Homo sapiens,513,ENSP00000379113,MAPK11,5600,NULL,0.166,1301-melanogaster:sapiens
1324,Drosophila melanogaster,470,FBpp0075520,btl,39564,100%,1,1513-melanogaster:sapiens
1325,Drosophila melanogaster,470,FBpp0082970,htl,42160,100%,1,1513-melanogaster:sapiens
1326,Homo sapiens,470,ENSP00000309878,FGFR2,2263,100%,1,1513-melanogaster:sapiens
1327,Homo sapiens,470,ENSP00000340636,FGFR1,2260,100%,1,1513-melanogaster:sapiens
1328,Homo sapiens,470,ENSP00000366412,FGFR4,2264,NULL,0.34,1513-melanogaster:sapiens
1329,Drosophila melanogaster,242,FBpp0083950,Spps,42882,99%,1,3325-melanogaster:sapiens
