id_biblio,pubmed,title,url,author,publisher,year,journal,volume,pages,editor,book_title,review
418,12891359,Role of the prolyl isomerase Pin1 in protecting against age-dependent neurodegeneration,NULL,Liou et al.,NULL,2003,Nature,424,556-561,NULL,NULL,0
419,11805292,Loss of Pin1 function in the mouse causes phenotypes resembling cyclin D1-null phenotypes,NULL,Liou et al.,NULL,2002,Proc Natl Acad Sci U S A,99,1335-1340,NULL,NULL,0
420,8606777,A human peptidyl-prolyl isomerase essential for regulation of mitosis,NULL,Lu et al.,NULL,1996,Nature,380,544-547,NULL,NULL,0
421,10391244,The prolyl isomerase Pin1 restores the function of Alzheimer-associated phosphorylated tau protein,NULL,Lu et al.,NULL,1999,Nature,399,784-788,NULL,NULL,0
422,10698738,Requirement of the prolyl isomerase Pin1 for the replication checkpoint,NULL,Winkler et al.,NULL,2000,Science,287,1644-1647,NULL,NULL,0
423,12397361,The prolyl isomerase Pin1 is a regulator of p53 in genotoxic response,NULL,Zheng et al.,NULL,2002,Nature,419,849-853,NULL,NULL,0
424,12397362,The prolyl isomerase Pin1 reveals a mechanism to control p53 functions after genotoxic insults,NULL,Zacchi et al.,NULL,2002,Nature,419,853-857,NULL,NULL,0
425,10077613,Regulation of the insulin-like developmental pathway of Caenorhabditis elegans by a homolog of the PTEN tumor suppressor gene,NULL,Gil et al.,NULL,1999,Proc Natl Acad Sci U S A,96,2925-2930,NULL,NULL,0
426,11867645,"Histone acetyltransferase activities of cAMP-regulated enhancer-binding protein and p300 in tissues of fetal, young, and old mice",NULL,Li et al.,NULL,2002,J Gerontol A Biol Sci Med Sci,57,B93-B98,NULL,NULL,0
427,10673499,Gene dose-dependent control of hematopoiesis and hematologic tumor suppression by CBP,NULL,Kung et al.,NULL,2000,Genes Dev,14,272-277,NULL,NULL,0
428,11331617,Defect of histone acetyltransferase activity of the nuclear transcriptional coactivator CBP in Rubinstein-Taybi syndrome,NULL,Murata et al.,NULL,2001,Hum Mol Genet,10,1071-1076,NULL,NULL,0
429,11818964,Increased insulin sensitivity despite lipodystrophy in Crebbp heterozygous mice,NULL,Yamauchi et al.,NULL,2002,Nat Genet,30,221-226,NULL,NULL,0
430,11931769,The phosphorylation status of nuclear NF-kappa-B determines its association with CBP/p300 or HDAC-1,NULL,Zhong et al.,NULL,2002,Mol Cell,9,625-636,NULL,NULL,0
431,12470896,Modulation of redox-sensitive transcription factors by calorie restriction during aging,NULL,Kim et al.,NULL,2002,Mech Ageing Dev,123,1589-1595,NULL,NULL,1
432,10882714,Age-dependent defect in vascular endothelial growth factor expression is associated with reduced hypoxia-inducible factor 1 activity,NULL,Rivard et al.,NULL,2000,J Biol Chem,275,29643-29647,NULL,NULL,0
433,10622722,The function of hypoxia-inducible factor 1 (HIF-1) is impaired in senescent mice,NULL,Frenkel-Denkberg et al.,NULL,1999,FEBS Lett,462,341-344,NULL,NULL,0
434,11792862,Defective carotid body function and impaired ventilatory responses to chronic hypoxia in mice partially deficient for hypoxia-inducible factor 1-alpha,NULL,Kline et al.,NULL,2002,Proc Natl Acad Sci U S A,99,821-826,NULL,NULL,0
435,12628185,HIF-1-alpha is essential for myeloid cell-mediated inflammation,NULL,Cramer et al.,NULL,2003,Cell,112,645-657,NULL,NULL,0
436,12200043,+1 Proteins and aging,NULL,van Leeuwen et al.,NULL,2002,Int J Biochem Cell Biol,34,1502-1505,NULL,NULL,1
437,11124436,Molecular misreading: a new type of transcript mutation expressed during aging,NULL,van Leeuwen et al.,NULL,2000,Neurobiol Aging,21,879-891,NULL,NULL,1
438,12016299,Emerging roles of ubiquitin in transcription regulation,NULL,Conaway et al.,NULL,2002,Science,296,1254-1258,NULL,NULL,1
439,3029682,The human ubiquitin gene family: structure of a gene and pseudogenes from the Ub B subfamily,NULL,Baker and Board,NULL,1987,Nucleic Acids Res,15,443-463,NULL,NULL,0
440,11348659,Unwinding the molecular basis of the Werner syndrome,NULL,Shen and Loeb,NULL,2001,Mech Ageing Dev,122,921-944,NULL,NULL,1
441,10373438,Functional and physical interaction between WRN helicase and human replication protein A,NULL,Brosh et al.,NULL,1999,J Biol Chem,274,18341-18350,NULL,NULL,0
442,9611231,"Characterization of Werner syndrome protein DNA helicase activity: directionality, substrate dependence and stimulation by replication protein A",NULL,Shen et al.,NULL,1998,Nucleic Acids Res,26,2879-2885,NULL,NULL,0
443,12803543,RecQ helicases: suppressors of tumorigenesis and premature aging,NULL,Bachrati and Hickson,NULL,2003,Biochem J,374,577-606,NULL,NULL,1
444,12200042,Premature aging in RecQ helicase-deficient human syndromes,NULL,Mohaghegh and Hickson,NULL,2002,Int J Biochem Cell Biol,34,1496-1501,NULL,NULL,1
445,10620009,Bloom's syndrome gene suppresses premature ageing caused by Sgs1 deficiency in yeast,NULL,Heo et al.,NULL,1999,Genes Cells,4,619-625,NULL,NULL,0
446,12462383,Age-dependent changes in breast cancer hormone receptors and oxidant stress markers,NULL,Quong et al.,NULL,2002,Breast Cancer Res Treat,76,221-236,NULL,NULL,0
447,9315450,Regulation of apoptosis resistance and ontogeny of age-dependent diseases,NULL,Wang,NULL,1997,Exp Gerontol,32,471-484,NULL,NULL,1
448,8090743,BCL2 translocation frequency rises with age in humans,NULL,Liu et al.,NULL,1994,Proc Natl Acad Sci U S A,91,8910-8914,NULL,NULL,0
449,8170972,"Targeted disruption of Bcl-2-alpha-beta in mice: occurrence of gray hair, polycystic kidney disease, and lymphocytopenia",NULL,Nakayama et al.,NULL,1994,Proc Natl Acad Sci U S A,91,3700-3704,NULL,NULL,0
450,8692941,Bcl-2 overexpression reduces apoptotic photoreceptor cell death in three different retinal degenerations,NULL,Chen et al.,NULL,1996,Proc Natl Acad Sci U S A,93,7042-7047,NULL,NULL,0
451,12960766,Both aging and chronic fluoxetine increase S100B content in the mouse hippocampus,NULL,Akhisaroglu et al.,NULL,2003,Neuroreport,14,1471-1473,NULL,NULL,0
452,11578776,Cerebrospinal fluid S100B is elevated in the earlier stages of Alzheimer's disease,NULL,Peskind et al.,NULL,2001,Neurochem Int,39,409-413,NULL,NULL,0
453,10675765,Differential expression of S100B and S100A6(1) in the human fetal and aged cerebral cortex,NULL,Tiu et al.,NULL,2000,Brain Res Dev Brain Res,119,159-168,NULL,NULL,0
454,12937274,DNA damage modulates nucleolar interaction of the Werner protein with the AAA ATPase p97/VCP,NULL,Partridge et al.,NULL,2003,Mol Biol Cell,14,4221-4229,NULL,NULL,0
455,11740563,The AAA ATPase Cdc48/p97 and its partners transport proteins from the ER into the cytosol,NULL,Ye et al.,NULL,2001,Nature,414,652-656,NULL,NULL,0
1180,14580862,Transcription profiling of estrogen target genes in young and old mouse uterus,NULL,Khalyfa et al.,NULL,2003,Exp Gerontol,38,1087-1099,NULL,NULL,0
1181,12933691,Age-related changes in estrogen receptor beta in rat hypothalamus: a quantitative analysis,NULL,Chakraborty et al.,NULL,2003,Endocrinology,144,4164-4171,NULL,NULL,0
457,12865482,"Serum sex hormones, IGF-1, and IGFBP3 exert a sexually dimorphic effect on lean body mass in aging",NULL,Waters et al.,NULL,2003,J Gerontol A Biol Sci Med Sci,58,648-652,NULL,NULL,0
458,12470898,Paradoxical increase of heat-shock response with age in a substrain of F344 rats: comparison between F344/DuCrj and F344/Jcl,NULL,Takahashi et al.,NULL,2002,Mech Ageing Dev,123,1605-1615,NULL,NULL,0
459,9228280,Proteasome inactivation upon aging and on oxidation-effect of HSP 90,NULL,Conconi and Friguet,NULL,1997,Mol Biol Rep,24,45-50,NULL,NULL,0
460,8618554,Heat-shock protein 90 and ubiquitin: developmental regulation during myogenesis,NULL,Bornman et al.,NULL,1996,Muscle Nerve,19,574-580,NULL,NULL,0
461,12050657,Hsp90 as a capacitor of phenotypic variation,NULL,Queitsch et al.,NULL,2002,Nature,417,618-624,NULL,NULL,0
462,9845070,Hsp90 as a capacitor for morphological evolution,NULL,Rutherford and Lindquist,NULL,1998,Nature,396,336-342,NULL,NULL,0
463,12483213,Evidence for an epigenetic mechanism by which Hsp90 acts as a capacitor for morphological evolution,NULL,Sollars et al.,NULL,2003,Nat Genet,33,70-74,NULL,NULL,0
1179,15358197,Age-dependent methylation of ESR1 gene in prostate cancer,NULL,Li et al.,NULL,2004,Biochem Biophys Res Commun,321,455-461,NULL,NULL,0
465,8703054,Luteinizing hormone deficiency and female infertility in mice lacking the transcription factor NGFI-A (Egr-1),NULL,Lee et al.,NULL,1996,Science,273,1219-1221,NULL,NULL,0
466,9476963,Suppression of growth and transformation and induction of apoptosis by EGR-1,NULL,Liu et al.,NULL,1998,Cancer Gene Ther,5,Mar-28,NULL,NULL,1
467,3127059,"A zinc finger-encoding gene coregulated with c-fos during growth and differentiation, and after cellular depolarization",NULL,Sukhatme et al.,NULL,1988,Cell,53,37-43,NULL,NULL,0
468,10371499,"VEGF couples hypertrophic cartilage remodeling, ossification and angiogenesis during endochondral bone formation",NULL,Gerber et al.,NULL,1999,Nat Med,5,623-628,NULL,NULL,0
469,12181492,Vascular endothelial growth factor (VEGF) stimulates neurogenesis in vitro and in vivo,NULL,Jin et al.,NULL,2002,Proc Natl Acad Sci U S A,99,11946-11950,NULL,NULL,0
470,8602242,Heterozygous embryonic lethality induced by targeted inactivation of the VEGF gene,NULL,Ferrara et al.,NULL,1996,Nature,380,439-442,NULL,NULL,0
471,10805805,c-Abl is required for development and optimal cell proliferation in the context of p53 deficiency,NULL,Whang et al.,NULL,2000,Proc Natl Acad Sci U S A,97,5486-5491,NULL,NULL,0
472,2065353,Mice homozygous for the abl(m1) mutation show poor viability and depletion of selected B and T cell populations,NULL,Schwartzberg et al.,NULL,1991,Cell,65,1165-1175,NULL,NULL,0
473,10700189,Mice deficient in Abl are osteoporotic and have defects in osteoblast maturation,NULL,Li et al.,NULL,2000,Nat Genet,24,304-308,NULL,NULL,0
474,10391251,p73 is regulated by tyrosine kinase c-Abl in the apoptotic response to DNA damage,NULL,Yuan et al.,NULL,1999,Nature,399,814-817,NULL,NULL,0
475,12619154,"Deletion of Brca2 exon 27 causes hypersensitivity to DNA crosslinks, chromosomal instability, and reduced life span in mice",NULL,Donoho et al.,NULL,2003,Genes Chromosomes Cancer,36,317-331,NULL,NULL,0
476,10445022,"Mitotic checkpoint inactivation fosters transformation in cells lacking the breast cancer susceptibility gene, Brca2",NULL,Lee et al.,NULL,1999,Mol Cell,4,01-Oct,NULL,NULL,0
477,9171368,"Targeted mutations of breast cancer susceptibility gene homologs in mice: lethal phenotypes of Brca1, Brca2, Brca1/Brca2, Brca1/p53, and Brca2/p53 nullizygous embryos",NULL,Ludwig et al.,NULL,1997,Genes Dev,11,1226-1241,NULL,NULL,0
478,9171369,Brca2 is required for embryonic cellular proliferation in the mouse,NULL,Suzuki et al.,NULL,1997,Genes Dev,11,1242-1252,NULL,NULL,0
479,8008235,Differential expressions of the topoisomerase II alpha and II beta mRNAs in developing rat brain,NULL,Watanabe et al.,NULL,1994,Neurosci Res,19,51-57,NULL,NULL,0
480,2559326,Age-dependent increase of DNA topoisomerase II activity in quail oviduct; modulation of the nuclear matrix-associated enzyme activity by protein phosphorylation and poly(ADP-ribosyl)ation,NULL,Schroder et al.,NULL,1989,Mutat Res,219,283-294,NULL,NULL,0
481,11574892,DNA topoisomerase II-alpha is required for RNA polymerase II transcription on chromatin templates,NULL,Mondal and Parvin,NULL,2001,Nature,413,435-438,NULL,NULL,0
482,2836804,Reduced DNA topoisomerase II activity in ataxia-telangiectasia cells,NULL,Singh et al.,NULL,1988,Nucleic Acids Res,16,3919-3929,NULL,NULL,0
483,7980433,Structure and function of type II DNA topoisomerases,NULL,Watt and Hickson,NULL,1994,Biochem J,303,681-695,NULL,NULL,1
484,10615047,DNA topoisomerase II-beta and neural development,NULL,Yang et al.,NULL,2000,Science,287,131-134,NULL,NULL,0
485,7834752,Targeted disruption of the p50 subunit of NF-kappa-B leads to multifocal defects in immune responses,NULL,Sha et al.,NULL,1995,Cell,80,321-330,NULL,NULL,0
486,14561702,Inhibition of NF-kappa-B activation in macrophages increases atherosclerosis in LDL receptor-deficient mice,NULL,Kanters et al.,NULL,2003,J Clin Invest,112,1176-1185,NULL,NULL,0
487,14612507,Werner protein stimulates topoisomerase I DNA relaxation activity,NULL,Laine et al.,NULL,2003,Cancer Res,63,7136-7146,NULL,NULL,0
488,8692798,Targeted disruption of the Rad51 gene leads to lethality in embryonic mice,NULL,Tsuzuki et al.,NULL,1996,Proc Natl Acad Sci U S A,93,6236-6240,NULL,NULL,0
489,12442171,Insights into DNA recombination from the structure of a RAD51-BRCA2 complex,NULL,Pellegrini et al.,NULL,2002,Nature,420,287-293,NULL,NULL,0
490,12226657,RAD6-dependent DNA repair is linked to modification of PCNA by ubiquitin and SUMO,NULL,Hoege et al.,NULL,2002,Nature,419,135-141,NULL,NULL,0
491,12967692,Elevated levels of tumor necrosis factor alpha and mortality in centenarians,NULL,Bruunsgaard et al.,NULL,2003,Am J Med,115,278-283,NULL,NULL,0
492,8673925,Altered neuronal and microglial responses to excitotoxic and ischemic brain injury in mice lacking TNF receptors,NULL,Bruce et al.,NULL,1996,Nat Med,2,788-794,NULL,NULL,0
493,9223320,Characterization of tumor necrosis factor-deficient mice,NULL,Marino et al.,NULL,1997,Proc Natl Acad Sci U S A,94,8093-8098,NULL,NULL,0
496,9389733,"Hepatic fibrosis, glomerulosclerosis, and lipodystrophy-like PEPCK-TGF-beta-1 transgenic mice",NULL,Clouthier et al.,NULL,1997,J Clin Invest,100,2697-2713,NULL,NULL,0
497,9657149,Thrombospondin-1 is a major activator of TGF-beta-1 in vivo,NULL,Crawford et al.,NULL,1998,Cell,93,1159-1170,NULL,NULL,0
498,11329064,TGF-beta-1 promotes microglial amyloid-beta clearance and reduces plaque burden in transgenic mice,NULL,Wyss-Coray et al.,NULL,2001,Nat Med,7,612-618,NULL,NULL,0
499,7845465,Alzheimer-type neuropathology in transgenic mice overexpressing V717F beta-amyloid precursor protein,NULL,Games et al.,NULL,1995,Nature,373,523-527,NULL,NULL,0
500,10793168,Role of transforming growth factor beta in human disease,NULL,Blobe et al.,NULL,2000,N Engl J Med,342,1350-1358,NULL,NULL,1
501,3487831,Transforming growth factor-beta: biological function and chemical structure,NULL,Sporn et al.,NULL,1986,Science,233,532-534,NULL,NULL,0
502,12483520,Mitochondrial repair of 8-oxoguanine is deficient in Cockayne syndrome group B,NULL,Stevnsner et al.,NULL,2002,Oncogene,21,8675-8682,NULL,NULL,0
503,12060667,The cockayne syndrome group B gene product is involved in cellular repair of 8-hydroxyadenine in DNA,NULL,Tuo et al.,NULL,2002,J Biol Chem,277,30832-30837,NULL,NULL,0
504,10564257,The ATPase domain but not the acidic region of Cockayne syndrome group B gene product is essential for DNA repair,NULL,Brosh et al.,NULL,1999,Mol Biol Cell,10,3583-3594,NULL,NULL,0
505,12419226,CSB is a component of RNA Pol I transcription,NULL,Bradsher et al.,NULL,2002,Mol Cell,10,819-829,NULL,NULL,0
506,14639525,Cockayne syndrome group B cellular and biochemical functions,NULL,Licht et al.,NULL,2003,Am J Hum Genet,73,1217-1239,NULL,NULL,1
507,12226664,Loss of the Lkb1 tumour suppressor provokes intestinal polyposis but resistance to transformation,NULL,Bardeesy et al.,NULL,2002,Nature,419,162-167,NULL,NULL,0
508,11509733,Vascular abnormalities and deregulation of VEGF in Lkb-1-deficient mice,NULL,Ylikorkala et al.,NULL,2001,Science,293,1323-1326,NULL,NULL,0
509,11430832,The Peutz-Jegher gene product LKB1 is a mediator of p53-dependent cell death,NULL,Karuman et al.,NULL,2001,Mol Cell,7,1307-1319,NULL,NULL,0
510,11956081,Gastrointestinal hamartomatous polyposis in Lkb1 heterozygous knockout mice,NULL,Miyoshi et al.,NULL,2002,Cancer Res,62,2261-2266,NULL,NULL,0
511,12384494,DNA damage-induced translocation of the Werner helicase is regulated by acetylation,NULL,Blander et al.,NULL,2002,J Biol Chem,277,50934-50940,NULL,NULL,0
512,12384703,A transcription-factor-binding surface of coactivator p300 is required for haematopoiesis,NULL,Kasper et al.,NULL,2002,Nature,419,738-743,NULL,NULL,0
513,9590171,Gene dosage-dependent embryonic development and proliferation defects in mice lacking the transcriptional integrator p300,NULL,Yao et al.,NULL,1998,Cell,93,361-372,NULL,NULL,0
514,11268218,Transcription coactivator p300 binds PCNA and may have a role in DNA repair synthesis,NULL,Hasan et al.,NULL,2001,Nature,410,387-391,NULL,NULL,0
1177,11493922,Erythropoietin-mediated neuroprotection involves cross-talk between Jak2 and NF-kappa-B signalling cascades,NULL,Digicaylioglu and Lipton,NULL,2001,Nature,412,641-647,NULL,NULL,0
1176,9590174,Jak2 deficiency defines an essential developmental checkpoint in definitive hematopoiesis,NULL,Neubauer et al.,NULL,1998,Cell,93,397-409,NULL,NULL,0
517,12093737,Deconstructing PML-induced premature senescence,NULL,Bischof et al.,NULL,2002,EMBO J,21,3358-3369,NULL,NULL,0
518,11832207,The role of PML in tumor suppression,NULL,Salomoni and Pandolfi,NULL,2002,Cell,108,165-170,NULL,NULL,1
519,10950866,PML is induced by oncogenic ras and promotes premature senescence,NULL,Ferbeyre et al.,NULL,2000,Genes Dev,14,2015-2027,NULL,NULL,0
520,9122233,A PMLRAR-alpha transgene initiates murine acute promyelocytic leukemia,NULL,Brown et al.,NULL,1997,Proc Natl Acad Sci U S A,94,2551-2556,NULL,NULL,0
521,9488655,Role of PML in cell growth and the retinoic acid pathway,NULL,Wang et al.,NULL,1998,Science,279,1547-1551,NULL,NULL,0
522,10894547,Requirement for glycogen synthase kinase-3-beta in cell survival and NF-kappa-B activation,NULL,Hoeflich et al.,NULL,2000,Nature,406,86-90,NULL,NULL,0
523,8710892,A molecular mechanism for the effect of lithium on development,NULL,Klein and Melton,NULL,1996,Proc Natl Acad Sci U S A,93,8455-8459,NULL,NULL,0
524,11749387,"Glycogen synthase kinase-3: properties, functions, and regulation",NULL,Ali et al.,NULL,2001,Chem Rev,101,2527-2540,NULL,NULL,1
525,14570852,Increased expression of the Huntingtin interacting protein-1 gene in cells from Hutchinson Gilford Syndrome (Progeria) patients and aged donors,NULL,Chigira et al.,NULL,2003,J Gerontol A Biol Sci Med Sci,58,B873-B878,NULL,NULL,0
526,9751154,"The expression of Huntingtin-associated protein (HAP1) mRNA in developing, adult and ageing rat CNS: implications for Huntington's disease neuropathology",NULL,Page et al.,NULL,1998,Eur J Neurosci,10,1835-1845,NULL,NULL,0
527,7774020,Targeted disruption of the Huntington's disease gene results in embryonic lethality and behavioral and morphological changes in heterozygotes,NULL,Nasir et al.,NULL,1995,Cell,81,811-823,NULL,NULL,0
528,7618107,Inactivation of the mouse Huntington's disease gene homolog Hdh,NULL,Duyao et al.,NULL,1995,Science,269,407-410,NULL,NULL,0
529,7550343,Increased apoptosis and early embryonic lethality in mice nullizygous for the Huntington's disease gene homologue,NULL,Zeitlin et al.,NULL,1995,Nat Genet,11,155-163,NULL,NULL,0
530,8824873,Absence of disease phenotype and intergenerational stability of the CAG repeat in transgenic mice expressing the human Huntington disease transcript,NULL,Goldberg et al.,NULL,1996,Hum Mol Genet,5,177-185,NULL,NULL,0
531,9020849,Instability of highly expanded CAG repeats in mice transgenic for the Huntington's disease mutation,NULL,Mangiarini et al.,NULL,1997,Nat Genet,15,197-200,NULL,NULL,0
532,2877396,Huntington's disease: pathogenesis and management,NULL,Martin and Gusella,NULL,1986,N Engl J Med,315,1267-1276,NULL,NULL,1
533,9267033,Formation of neuronal intranuclear inclusions underlies the neurological dysfunction in mice transgenic for the HD mutation,NULL,Davies et al.,NULL,1997,Cell,90,537-548,NULL,NULL,0
534,11988536,Sp1 and TAFII130 transcriptional activity disrupted in early Huntington's disease,NULL,Dunah et al.,NULL,2002,Science,296,2238-2243,NULL,NULL,0
535,9032752,Levels and activity of brain protein kinase C alpha and zeta during the aging of the medfly,NULL,Galve-Roperh et al.,NULL,1996,Mech Ageing Dev,92,21-29,NULL,NULL,0
536,8848110,Regulation of phosphatidylinositide transduction system in the rat spinal cord during aging,NULL,Igwe and Filla,NULL,1995,Neuroscience,69,1239-1251,NULL,NULL,0
1175,9590173,Jak2 is essential for signaling through a variety of cytokine receptors,NULL,Parganas et al.,NULL,1998,Cell,93,385-395,NULL,NULL,0
540,9895228,Effects of aging on the various steps of protein synthesis: fragmentation of elongation factor 2,NULL,Parrado et al.,NULL,1999,Free Radic Biol Med,26,362-370,NULL,NULL,0
541,2038215,Dietary calorie restriction does not affect the levels of protein elongation factors in rat livers during ageing,NULL,Rattan et al.,NULL,1991,Mech Ageing Dev,58,85-91,NULL,NULL,0
542,3833544,Accumulation of heat-labile elongation factor 2 in the liver of mice and rats,NULL,Takahashi et al.,NULL,1985,Exp Gerontol,20,325-331,NULL,NULL,0
543,10877825,Mechanisms and implications of the age-associated decrease in DNA repair capacity,NULL,Goukassian et al.,NULL,2000,FASEB J,14,1325-1334,NULL,NULL,0
544,8202161,RAD25 is a DNA helicase required for DNA repair and RNA polymerase II transcription,NULL,Guzder et al.,NULL,1994,Nature,369,578-581,NULL,NULL,0
545,10827951,Mechanism of ATP-dependent promoter melting by transcription factor IIH,NULL,Kim et al.,NULL,2000,Science,288,1418-1422,NULL,NULL,0
546,11239393,Defective interplay of activators and repressors with TFIIH in xeroderma pigmentosum,NULL,Liu et al.,NULL,2001,Cell,104,353-363,NULL,NULL,0
547,2167179,A presumed DNA helicase encoded by ERCC-3 is involved in the human repair disorders xeroderma pigmentosum and Cockayne's syndrome,NULL,Weeda et al.,NULL,1990,Cell,62,777-791,NULL,NULL,0
548,8304337,Clinical heterogeneity with xeroderma pigmentosum associated within mutations in the DNA repair and transcription gene ERCC3,NULL,Vermeulen et al.,NULL,1994,Am J Hum Genet,54,191-200,NULL,NULL,0
549,8465201,DNA repair helicase: a component of BTF2 (TFIIH) basic transcription factor,NULL,Schaeffer et al.,NULL,1993,Science,260,58-63,NULL,NULL,0
550,12757977,Telomere repeat binding factors: keeping the ends in check,NULL,Karlseder,NULL,2003,Cancer Lett,194,189-197,NULL,NULL,1
551,11063723,TRF1 is a critical trans-acting factor required for de novo telomere formation in human cells,NULL,Okabe et al.,NULL,2000,Hum Mol Genet,9,2639-2650,NULL,NULL,0
552,11577237,Strand-specific postreplicative processing of mammalian telomeres,NULL,Bailey et al.,NULL,2001,Science,293,2462-2465,NULL,NULL,0
553,10403253,DNA-dependent protein kinase is not required for the p53-dependent response to DNA damage,NULL,Jimenez et al.,NULL,1999,Nature,400,81-83,NULL,NULL,0
554,7851793,DNA-dependent protein kinase: a potent inhibitor of transcription by RNA polymerase I,NULL,Kuhn et al.,NULL,1995,Genes Dev,9,193-203,NULL,NULL,0
555,7708751,DNA-dependent protein kinase specifically represses promoter-directed transcription initiation by RNA polymerase I.,NULL,Labhart,NULL,1995,Proc Natl Acad Sci U S A,92,2934-2938,NULL,NULL,0
556,9716137,DNA-dependent protein kinase acts upstream of p53 in response to DNA damage,NULL,Woo et al.,NULL,1998,Nature,394,700-704,NULL,NULL,0
557,12426399,Functional interaction between DNA-PKcs and telomerase in telomere length maintenance,NULL,Espejel et al.,NULL,2002,EMBO J,21,6275-6287,NULL,NULL,0
558,11889123,"Werner protein is a target of DNA-dependent protein kinase in vivo and in vitro, and its catalytic activities are regulated by phosphorylation",NULL,Karmakar et al.,NULL,2002,J Biol Chem,277,18291-18302,NULL,NULL,0
559,9325154,"Down-regulation of Ku autoantigen, DNA-dependent protein kinase, and poly(ADP-ribose) polymerase during cellular senescence",NULL,Salminen et al.,NULL,1997,Biochem Biophys Res Commun,238,712-716,NULL,NULL,0
560,12815103,Reversal of age-related learning deficits and brain oxidative stress in mice with superoxide dismutase/catalase mimetics,NULL,Liu et al.,NULL,2003,Proc Natl Acad Sci U S A,100,8526-8531,NULL,NULL,0
561,12792161,Age-correlated changes of the erythrocyte catalase activity in the Spanish population,NULL,Casado and Lopez-Fernandez,NULL,2003,Gerontology,49,251-254,NULL,NULL,0
562,12675104,Low activity of superoxide dismutase and high activity of glutathione reductase in erythrocytes from centenarians,NULL,Andersen et al.,NULL,1998,Age Ageing,27,643-648,NULL,NULL,0
563,12521602,Ectopic expression of catalase in Drosophila mitochondria increases stress resistance but not longevity,NULL,Mockett et al.,NULL,2003,Free Radic Biol Med,34,207-217,NULL,NULL,0
564,10767579,Catalase expression in delayed and premature aging mouse models,NULL,Brown-Borg and Rakoczy,NULL,2000,Exp Gerontol,35,199-212,NULL,NULL,0
565,2268310,Molecular analysis of an acatalasemic mouse mutant,NULL,Shaffer and Preston,NULL,1990,Biochem Biophys Res Commun,173,1043-1050,NULL,NULL,0
566,2308162,Molecular analysis of human acatalasemia: identification of a splicing mutation,NULL,Wen et al.,NULL,1990,J Mol Biol,211,383-393,NULL,NULL,0
567,1999334,Acatalasemia,NULL,Ogata,NULL,1991,Hum Genet,86,331-340,NULL,NULL,1
568,10783165,"BASC, a super complex of BRCA1-associated proteins involved in the recognition and repair of aberrant DNA structures",NULL,Wang et al.,NULL,2000,Genes Dev,14,927-939,NULL,NULL,0
569,9020084,Defective transcription-coupled repair of oxidative base damage in Cockayne syndrome patients from XP group G,NULL,Cooper et al.,NULL,1997,Science,275,990-993,NULL,NULL,0
570,8078765,Human xeroderma pigmentosum group G gene encodes a DNA endonuclease,NULL,Habraken et al.,NULL,1994,Nucleic Acids Res,22,3312-3316,NULL,NULL,0
571,8855246,Transcription factor TFIIH and DNA endonuclease Rad2 constitute yeast nucleotide excision repair factor 3: implications for nucleotide excision repair and Cockayne syndrome,NULL,Habraken et al.,NULL,1996,Proc Natl Acad Sci U S A,93,10718-10722,NULL,NULL,0
572,8090225,XPG endonuclease makes the 3-prime incision in human DNA nucleotide excision repair,NULL,O'Donovan et al.,NULL,1994,Nature,371,432-435,NULL,NULL,0
573,11517186,"Increased androgen receptor expression correlates with development of age-dependent, lobe-specific spontaneous hyperplasia of the brown Norway rat prostate",NULL,Banerjee et al.,NULL,2001,Endocrinology,142,4066-4075,NULL,NULL,0
574,9535105,Age-dependent changes in androgen receptor immunoreactivity in motoneurons of the spinal nucleus of the bulbocavernosus of male rats,NULL,Matsumoto and Prins,NULL,1998,Neurosci Lett,243,29-32,NULL,NULL,0
575,11152658,Expression of expanded repeat androgen receptor produces neurologic disease in transgenic mice,NULL,Abel et al.,NULL,2001,Hum Mol Genet,10,107-116,NULL,NULL,0
576,12370412,Generation and characterization of androgen receptor knockout (ARKO) mice: an in vivo model for the study of androgen functions in selective tissues,NULL,Yeh et al.,NULL,2002,Proc Natl Acad Sci U S A,99,13498-13503,NULL,NULL,0
577,8073286,Ku80: product of the XRCC5 gene and its role in DNA repair and V(D)J recombination,NULL,Taccioli et al.,NULL,1994,Science,265,1442-1445,NULL,NULL,0
578,7957065,Human DNA helicase II: a novel DNA unwinding enzyme identified as the Ku autoantigen,NULL,Tuteja et al.,NULL,1994,EMBO J,13,4991-5001,NULL,NULL,0
579,11493912,Structure of the Ku heterodimer bound to DNA and its implications for double-strand break repair,NULL,Walker et al.,NULL,2001,Nature,412,607-614,NULL,NULL,0
580,12425958,Age-related changes in the induction of DNA polymerases in rat liver by gamma-ray irradiation,NULL,Kaneko et al.,NULL,2002,Mech Ageing Dev,123,1521-1528,NULL,NULL,0
581,9032755,Age-related changes in proliferating cell nuclear antigen levels,NULL,Tanno et al.,NULL,1996,Mech Ageing Dev,92,53-66,NULL,NULL,0
582,12968183,Control of spontaneous and damage-induced mutagenesis by SUMO and ubiquitin conjugation,NULL,Stelter and Ulrich,NULL,2003,Nature,425,188-191,NULL,NULL,0
583,12554738,Analysis of human flap endonuclease 1 mutants reveals a mechanism to prevent triplet repeat expansion,NULL,Liu and Bambara,NULL,2003,J Biol Chem,278,13728-13739,NULL,NULL,0
