"id_biblio","pubmed","title","url","author","publisher","year","journal","volume","pages","editor","book_title","review"
0149,14668850,"Genetics: influence of TOR kinase on lifespan in C. elegans.",NULL,"Vellai et al",NULL,2003,"Nature","426",NULL,NULL,NULL,NULL
0150,15253933,"The TOR pathway interacts with the insulin signaling pathway to regulate C. elegans larval development, metabolism and life span.",NULL,"Jia et al",NULL,2004,"Development","131","3897-3906",NULL,NULL,NULL
0151,16436509,"Yeast AMID homologue Ndi1p displays respiration-restricted apoptotic activity and is involved in chronological aging.",NULL,"Li et al",NULL,2006,"Mol. Biol. Cell","17","1802-1811",NULL,NULL,NULL
0152,15998808,"A systematic RNAi screen for longevity genes in C. elegans.",NULL,"Hamilton et al",NULL,2005,"Genes Dev.","19","1544-1555",NULL,NULL,NULL
0153,22661237,"The second international conference ""genetics of aging and longevity"".",NULL,"Anisimov et al",NULL,2012,"Aging (Albany NY)","4","305-317",NULL,NULL,NULL
0154,22377630,"Ribosome deficiency protects against ER stress in Saccharomyces cerevisiae.",NULL,"Steffen et al",NULL,2012,"Genetics","191","107-118",NULL,NULL,NULL
0155,17174052,"Ribosomal proteins Rpl10 and Rps6 are potent regulators of yeast replicative life span.",NULL,"Chiocchetti et al",NULL,2007,"Exp. Gerontol.","42","275-286",NULL,NULL,NULL
0156,12447374,"A systematic RNAi screen identifies a critical role for mitochondria in C. elegans longevity.",NULL,"Lee et al",NULL,2003,"Nat. Genet.","33","40-48",NULL,NULL,NULL
0157,8608934,"A mutation in the age-1 gene in Caenorhabditis elegans lengthens life and reduces hermaphrodite fertility.",NULL,"Friedman and Johnson",NULL,1988,"Genetics","118","75-86",NULL,NULL,NULL
0158,8389142,"Oxidative stress and ageing in Caenorhabditis elegans.",NULL,"Vanfleteren J R",NULL,1993,"Biochem. J.","292 ( Pt 2)","605-608",NULL,NULL,NULL
0159,8056303,"daf-2, daf-16 and daf-23: genetically interacting genes controlling Dauer formation in Caenorhabditis elegans.",NULL,"Gottlieb and Ruvkun",NULL,1994,"Genetics","137","107-120",NULL,NULL,NULL
0160,8700226,"A phosphatidylinositol-3-OH kinase family member regulating longevity and diapause in Caenorhabditis elegans.",NULL,"Morris et al",NULL,1996,"Nature","382","536-539",NULL,NULL,NULL
0161,21059759,"Genetic dissection of ion currents underlying all-or-none action potentials in C. elegans body-wall muscle cells.",NULL,"Liu et al",NULL,2011,"J. Physiol. (Lond.)","589","101-117",NULL,NULL,NULL
0162,16899454,"Mutant analysis of the Shal (Kv4) voltage-gated fast transient K+ channel in Caenorhabditis elegans.",NULL,"Fawcett et al",NULL,2006,"J. Biol. Chem.","281","30725-30735",NULL,NULL,NULL
0163,22509016,"Midlife gene expressions identify modulators of aging through dietary interventions.",NULL,"Zhou et al",NULL,2012,"Proc. Natl. Acad. Sci. U.S.A.","109","E1201-E1209",NULL,NULL,NULL
0164,22560223,"TOR signaling and rapamycin influence longevity by regulating SKN-1/Nrf and DAF-16/FoxO.",NULL,"Robida-Stubbs et al",NULL,2012,"Cell Metab.","15","713-724",NULL,NULL,NULL
0165,11747825,"daf-16 integrates developmental and environmental inputs to mediate aging in the nematode Caenorhabditis elegans.",NULL,"Henderson and Johnson",NULL,2001,"Curr. Biol.","11","1975-1980",NULL,NULL,NULL
0166,8807294,"A genetic pathway conferring life extension and resistance to UV stress in Caenorhabditis elegans.",NULL,"Murakami and Johnson",NULL,1996,"Genetics","143","1207-1218",NULL,NULL,NULL
0167,10747056,"Genetic, behavioral and environmental determinants of male longevity in Caenorhabditis elegans.",NULL,"Gems and Riddle",NULL,2000,"Genetics","154","1597-1610",NULL,NULL,NULL
0168,11381260,"Regulation of the Caenorhabditis elegans longevity protein DAF-16 by insulin/IGF-1 and germline signaling.",NULL,"Lin et al",NULL,2001,"Nat. Genet.","28","139-145",NULL,NULL,NULL
0169,16530050,"Germ-cell loss extends C. elegans life span through regulation of DAF-16 by kri-1 and lipophilic-hormone signaling.",NULL,"Berman and Kenyon",NULL,2006,"Cell","124","1055-1068",NULL,NULL,NULL
0170,15905404,"Functional interaction between beta-catenin and FOXO in oxidative stress signaling.",NULL,"Essers et al",NULL,2005,"Science","308","1181-1184",NULL,NULL,NULL
0171,22319457,"Down-regulating sphingolipid synthesis increases yeast lifespan.",NULL,"Huang et al",NULL,2012,"PLoS Genet.","8",NULL,NULL,NULL,NULL
0172,18358814,"Direct inhibition of the longevity-promoting factor SKN-1 by insulin-like signaling in C. elegans.",NULL,"Tullet et al",NULL,2008,"Cell","132","1025-1038",NULL,NULL,NULL
0173,12958363,"Autophagy genes are essential for dauer development and life-span extension in C. elegans.",NULL,"Meléndez et al",NULL,2003,"Science","301","1387-1391",NULL,NULL,NULL
0174,15129730,"Role of thioredoxin peroxidase in aging of stationary cultures of Saccharomyces cerevisiae.",NULL,"Lee and Park",NULL,2004,"Free Radic. Res.","38","225-231",NULL,NULL,NULL
0175,20729566,"A new dominant peroxiredoxin allele identified by whole-genome re-sequencing of random mutagenized yeast causes oxidant-resistance and premature aging.",NULL,"Timmermann et al",NULL,2010,"Aging (Albany NY)","2","475-486",NULL,NULL,NULL
0176,12845331,"Genes that act downstream of DAF-16 to influence the lifespan of Caenorhabditis elegans.",NULL,"Murphy et al",NULL,2003,"Nature","424","277-283",NULL,NULL,NULL
0177,22132200,"The MDT-15 subunit of mediator interacts with dietary restriction to modulate longevity and fluoranthene toxicity in Caenorhabditis elegans.",NULL,"Schleit et al",NULL,2011,"PLoS ONE","6",NULL,NULL,NULL,NULL
0178,21562563,"N-acylethanolamine signalling mediates the effect of diet on lifespan in Caenorhabditis elegans.",NULL,"Lucanic et al",NULL,2011,"Nature","473","226-229",NULL,NULL,NULL
0179,20456299,"drr-2 encodes an eIF4H that acts downstream of TOR in diet-restriction-induced longevity of C. elegans.",NULL,"Ching et al",NULL,2010,"Aging Cell","9","545-557",NULL,NULL,NULL
0180,15574588,"The AMP-activated protein kinase AAK-2 links energy levels and insulin-like signals to lifespan in C. elegans.",NULL,"Apfeld et al",NULL,2004,"Genes Dev.","18","3004-3009",NULL,NULL,NULL
0181,15175753,"Drosophila dFOXO controls lifespan and regulates insulin signalling in brain and fat body.",NULL,"Hwangbo et al",NULL,2004,"Nature","429","562-566",NULL,NULL,NULL
0182,20178842,"Gene regulatory changes in yeast during life extension by nutrient limitation.",NULL,"Wang et al",NULL,2010,"Exp. Gerontol.","45","621-631",NULL,NULL,NULL
0183,10722658,"The transcriptional response of Saccharomyces cerevisiae to osmotic shock. Hot1p and Msn2p/Msn4p are required for the induction of subsets of high osmolarity glycerol pathway-dependent genes.","","Rep et al","",2000,"J. Biol. Chem.","275","8290-8300","","",NULL
0184,11102521,"Genomic expression programs in the response of yeast cells to environmental changes.","","Gasch et al","",2000,"Mol. Biol. Cell","11","4241-4257","","",NULL
