"id","species","group","identifier","symbol","entrez_id","percentage","score","unique_grouping"
567,"Caenorhabditis elegans",90,"90","cbp-1",176380,"100%",1,"90-elegans:sapiens"
568,"Homo sapiens",90,"90","EP300",2033,"100%",1,"90-elegans:sapiens"
569,"Homo sapiens",90,"90","CREBBP",1387,NULL,0.394,"90-elegans:sapiens"
570,"Caenorhabditis elegans",4449,"4449","skn-1",177343,"100%",1,"4449-elegans:sapiens"
571,"Caenorhabditis elegans",4449,"4449","sknr-1",189139,NULL,0.359,"4449-elegans:sapiens"
572,"Homo sapiens",4449,"4449","NFE2L1",4779,"100%",1,"4449-elegans:sapiens"
573,"Homo sapiens",4449,"4449","NFE2L3",9603,NULL,0.183,"4449-elegans:sapiens"
574,"Homo sapiens",4449,"4449","NFE2L2",4780,NULL,0.152,"4449-elegans:sapiens"
575,"Homo sapiens",4449,"4449","NFE2L2",4780,NULL,0.152,"4449-elegans:sapiens"
576,"Homo sapiens",4449,"4449","NFE2",4778,NULL,0.087,"4449-elegans:sapiens"
577,"Caenorhabditis elegans",3348,"3348","bec-1",177345,"100%",1,"3348-elegans:sapiens"
578,"Homo sapiens",3348,"3348","BECN1",8678,"100%",1,"3348-elegans:sapiens"
579,"Caenorhabditis elegans",1454,"1454","faah-1",177613,"98%",1,"1454-elegans:sapiens"
580,"Caenorhabditis elegans",1454,"1454","faah-2",177612,NULL,0.379,"1454-elegans:sapiens"
581,"Caenorhabditis elegans",1454,"1454","faah-3",176916,NULL,0.096,"1454-elegans:sapiens"
582,"Homo sapiens",1454,"1454","FAAH",2166,"100%",1,"1454-elegans:sapiens"
583,"Caenorhabditis elegans",4216,"4216","hsp-12.2",176148,"62%",1,"4216-elegans:sapiens"
584,"Caenorhabditis elegans",4216,"4216","hsp-12.1",188710,NULL,0.421,"4216-elegans:sapiens"
585,"Caenorhabditis elegans",4216,"4216","hsp-12.6",177778,NULL,0.186,"4216-elegans:sapiens"
586,"Caenorhabditis elegans",4216,"4216","hsp-12.3",177777,NULL,0.114,"4216-elegans:sapiens"
587,"Homo sapiens",4216,"4216","CRYAB",1410,"100%",1,"4216-elegans:sapiens"
588,"Homo sapiens",4216,"4216","CRYAA",1409,NULL,0.371,"4216-elegans:sapiens"
589,"Homo sapiens",4216,"4216","HSPB6",126393,NULL,0.209,"4216-elegans:sapiens"
590,"Homo sapiens",4216,"4216","HSPB2.1",3316,NULL,0.104,"4216-elegans:sapiens"
591,"Caenorhabditis elegans",1561,"1561","sir-2.1",177924,"100%",1,"1561-elegans:sapiens"
592,"Homo sapiens",1561,"1561","SIRT1",23411,"99%",1,"1561-elegans:sapiens"
593,"Caenorhabditis elegans",828,"828","atg-7",178005,"100%",1,"828-elegans:sapiens"
594,"Homo sapiens",828,"828","ATG7",10533,"100%",1,"828-elegans:sapiens"
595,"Caenorhabditis elegans",600,"600","smk-1",179243,"100%",1,"600-elegans:sapiens"
596,"Homo sapiens",600,"600","SMEK1",55671,"100%",1,"600-elegans:sapiens"
597,"Homo sapiens",600,"600","SMEK2",57223,NULL,0.589,"600-elegans:sapiens"
598,"Caenorhabditis elegans",983,"983","unc-51",180311,"100%",1,"983-elegans:sapiens"
599,"Homo sapiens",983,"983","ULK2",9706,"100%",1,"983-elegans:sapiens"
600,"Homo sapiens",983,"983","ULK1",8408,NULL,0.304,"983-elegans:sapiens"
601,"Caenorhabditis elegans",587,"587","sams-3",178446,"100%",1,"587-elegans:sapiens"
602,"Caenorhabditis elegans",587,"587","sams-4",177354,NULL,0.76,"587-elegans:sapiens"
603,"Caenorhabditis elegans",587,"587","sams-5",177389,NULL,0.69,"587-elegans:sapiens"
604,"Caenorhabditis elegans",587,"587","sams-1",181370,NULL,0.249,"587-elegans:sapiens"
605,"Homo sapiens",587,"587","MAT2A",4144,"100%",1,"587-elegans:sapiens"
606,"Homo sapiens",587,"587","MAT1A",4143,NULL,0.519,"587-elegans:sapiens"
607,"Caenorhabditis elegans",3842,"3842","elt-3",181503,"100%",1,"3842-elegans:sapiens"
608,"Homo sapiens",3842,"3842","GATA3",2625,"100%",1,"3842-elegans:sapiens"
609,"Homo sapiens",3842,"3842","GATA2",2624,NULL,0.547,"3842-elegans:sapiens"
610,"Caenorhabditis elegans",517,"517","aak-2",181727,"99%",1,"517-elegans:sapiens"
611,"Homo sapiens",517,"517","PRKAA2",5563,"100%",1,"517-elegans:sapiens"
612,"Homo sapiens",517,"517","PRKAA1",5562,NULL,0.44,"517-elegans:sapiens"
613,"Caenorhabditis elegans",4219,"4219","trx-1",181863,"70%",1,"4219-elegans:sapiens"
614,"Homo sapiens",4219,"4219","TXN",7295,"100%",1,"4219-elegans:sapiens"
615,"Homo sapiens",4219,"4219","TXNDC8",255220,NULL,0.091,"4219-elegans:sapiens"
616,"Caenorhabditis elegans",2615,"2615","ckr-2",175341,"97%",1,"2615-elegans:sapiens"
617,"Caenorhabditis elegans",2615,"2615","ckr-1",188774,NULL,0.058,"2615-elegans:sapiens"
618,"Homo sapiens",2615,"2615","CCKAR",886,"86%",1,"2615-elegans:sapiens"
619,"Homo sapiens",2615,"2615","CCKBR",887,NULL,0.263,"2615-elegans:sapiens"
620,"Caenorhabditis elegans",1910,"1910","rab-10",266836,"100%",1,"1910-elegans:sapiens"
621,"Homo sapiens",1910,"1910","RAB10",10890,"99%",1,"1910-elegans:sapiens"
622,"Caenorhabditis elegans",222,"222","wwp-1",171647,"100%",1,"222-elegans:musculus"
623,"Mus musculus",222,"222","Wwp2",66894,"100%",1,"222-elegans:musculus"
624,"Mus musculus",222,"222","Wwp1",107568,NULL,0.244,"222-elegans:musculus"
625,"Mus musculus",222,"222","Itch",16396,NULL,0.138,"222-elegans:musculus"
626,"Caenorhabditis elegans",1427,"1427","phb-1",171768,"100%",1,"1427-elegans:musculus"
627,"Mus musculus",1427,"1427","Phb",237880,"100%",1,"1427-elegans:musculus"
628,"Caenorhabditis elegans",42,"42","let-363",172167,"100%",1,"42-elegans:musculus"
629,"Mus musculus",42,"42","Mtor",56717,"100%",1,"42-elegans:musculus"
630,"Caenorhabditis elegans",646,"646","vps-34",172280,"100%",1,"646-elegans:musculus"
631,"Mus musculus",646,"646","Pik3c3",225326,"100%",1,"646-elegans:musculus"
632,"Caenorhabditis elegans",2819,"2819","hsf-1",173078,"100%",1,"2819-elegans:musculus"
633,"Mus musculus",2819,"2819","Hsf1",15499,"100%",1,"2819-elegans:musculus"
634,"Mus musculus",2819,"2819","Hsf2",15500,NULL,0.098,"2819-elegans:musculus"
635,"Mus musculus",2819,"2819","Hsf4",26386,NULL,0.086,"2819-elegans:musculus"
636,"Caenorhabditis elegans",1408,"1408","phb-2",174034,"100%",1,"1408-elegans:musculus"
637,"Mus musculus",1408,"1408","Phb2",12034,"100%",1,"1408-elegans:musculus"
638,"Caenorhabditis elegans",404,"404","ire-1",174305,"100%",1,"404-elegans:musculus"
639,"Mus musculus",404,"404","Ern1",78943,"100%",1,"404-elegans:musculus"
640,"Mus musculus",404,"404","Ern2",26918,NULL,0.1,"404-elegans:musculus"
641,"Caenorhabditis elegans",1302,"1302","shk-1",174536,"100%",1,"1302-elegans:musculus"
642,"Mus musculus",1302,"1302","Kcna2",16490,"99%",1,"1302-elegans:musculus"
643,"Mus musculus",1302,"1302","Kcna1",16485,NULL,0.628,"1302-elegans:musculus"
644,"Mus musculus",1302,"1302","Kcna3",16491,NULL,0.528,"1302-elegans:musculus"
645,"Mus musculus",1302,"1302","Kcna4",16492,NULL,0.43,"1302-elegans:musculus"
646,"Mus musculus",1302,"1302","Kcna6",16494,NULL,0.397,"1302-elegans:musculus"
647,"Mus musculus",1302,"1302","Kcna5",16493,NULL,0.396,"1302-elegans:musculus"
648,"Mus musculus",1302,"1302","Kcna10",242151,NULL,0.317,"1302-elegans:musculus"
649,"Caenorhabditis elegans",1296,"1296","age-1",174762,"100%",1,"1296-elegans:musculus"
650,"Mus musculus",1296,"1296","Pik3ca",18706,"100%",1,"1296-elegans:musculus"
651,"Mus musculus",1296,"1296","Pik3cd",18707,NULL,0.2,"1296-elegans:musculus"
652,"Mus musculus",1296,"1296","Pik3cb",74769,NULL,0.194,"1296-elegans:musculus"
653,"Mus musculus",1296,"1296","Pik3cg",30955,NULL,0.078,"1296-elegans:musculus"
654,"Caenorhabditis elegans",2621,"2621","ckr-2",175341,"93%",1,"2621-elegans:musculus"
655,"Caenorhabditis elegans",2621,"2621","ckr-1",188774,NULL,0.06,"2621-elegans:musculus"
656,"Mus musculus",2621,"2621","Cckar",12425,"94%",1,"2621-elegans:musculus"
657,"Mus musculus",2621,"2621","Cckbr",12426,NULL,0.266,"2621-elegans:musculus"
658,"Caenorhabditis elegans",578,"578","daf-2",175410,"99%",1,"578-elegans:musculus"
659,"Mus musculus",578,"578","Igf1r",16001,"99%",1,"578-elegans:musculus"
660,"Mus musculus",578,"578","Insr",16337,NULL,0.431,"578-elegans:musculus"
661,"Mus musculus",578,"578","Insrr",23920,NULL,0.369,"578-elegans:musculus"
662,"Caenorhabditis elegans",4604,"4604","mdt-15",175817,"100%",1,"4604-elegans:musculus"
663,"Mus musculus",4604,"4604","Med15",94112,"100%",1,"4604-elegans:musculus"
664,"Caenorhabditis elegans",2555,"2555","ubc-18",175985,"100%",1,"2555-elegans:musculus"
665,"Mus musculus",2555,"2555","Ube2l3",100502680,"100%",1,"2555-elegans:musculus"
666,"Caenorhabditis elegans",3298,"3298","rheb-1",176327,"98%",1,"3298-elegans:musculus"
667,"Mus musculus",3298,"3298","Rheb",19744,"96%",1,"3298-elegans:musculus"
668,"Mus musculus",3298,"3298","Rhebl1",69159,NULL,0.218,"3298-elegans:musculus"
669,"Caenorhabditis elegans",122,"122","cbp-1",176380,"100%",1,"122-elegans:musculus"
670,"Mus musculus",122,"122","Crebbp",12914,"100%",1,"122-elegans:musculus"
671,"Mus musculus",122,"122","Ep300",328572,NULL,0.421,"122-elegans:musculus"
672,"Caenorhabditis elegans",4036,"4036","skn-1",177343,"100%",1,"4036-elegans:musculus"
673,"Caenorhabditis elegans",4036,"4036","sknr-1",189139,"100%",1,"4036-elegans:musculus"
674,"Mus musculus",4036,"4036","Nfe2l3",18025,"100%",1,"4036-elegans:musculus"
675,"Mus musculus",4036,"4036","Nfe2l1",18023,"100%",1,"4036-elegans:musculus"
676,"Mus musculus",4036,"4036","Nfe2l2",18024,NULL,0.114,"4036-elegans:musculus"
677,"Caenorhabditis elegans",3321,"3321","bec-1",177345,"100%",1,"3321-elegans:musculus"
678,"Mus musculus",3321,"3321","Becn1",56208,"100%",1,"3321-elegans:musculus"
679,"Caenorhabditis elegans",1745,"1745","faah-2",177612,"95%",1,"1745-elegans:musculus"
680,"Caenorhabditis elegans",1745,"1745","faah-1",177613,NULL,0.412,"1745-elegans:musculus"
681,"Caenorhabditis elegans",1745,"1745","faah-3",176916,NULL,0.14,"1745-elegans:musculus"
682,"Caenorhabditis elegans",4473,"4473","hsp-12.1",188710,"70%",1,"4473-elegans:musculus"
683,"Caenorhabditis elegans",4473,"4473","hsp-12.2",176148,NULL,0.464,"4473-elegans:musculus"
684,"Caenorhabditis elegans",4473,"4473","hsp-12.6",177778,NULL,0.193,"4473-elegans:musculus"
685,"Caenorhabditis elegans",4473,"4473","hsp-12.3",177777,NULL,0.193,"4473-elegans:musculus"
686,"Mus musculus",4473,"4473","Hspb6",243912,"100%",1,"4473-elegans:musculus"
687,"Mus musculus",4473,"4473","Hspb2",69253,NULL,0.154,"4473-elegans:musculus"
688,"Caenorhabditis elegans",1563,"1563","sir-2.1",177924,"100%",1,"1563-elegans:musculus"
689,"Mus musculus",1563,"1563","Sirt1",93759,"99%",1,"1563-elegans:musculus"
690,"Caenorhabditis elegans",817,"817","atg-7",178005,"100%",1,"817-elegans:musculus"
691,"Mus musculus",817,"817","Atg7",100043926,"100%",1,"817-elegans:musculus"
692,"Caenorhabditis elegans",597,"597","smk-1",179243,"100%",1,"597-elegans:musculus"
693,"Mus musculus",597,"597","Smek1",68734,"100%",1,"597-elegans:musculus"
694,"Mus musculus",597,"597","Smek2",104570,NULL,0.606,"597-elegans:musculus"
695,"Mus musculus",597,"597","4930415L06",245511,NULL,0.128,"597-elegans:musculus"
696,"Mus musculus",597,"597","4932429P05",245509,NULL,0.096,"597-elegans:musculus"
697,"Caenorhabditis elegans",2243,"2243","egl-9",179461,"100%",1,"2243-elegans:musculus"
698,"Mus musculus",2243,"2243","Egln1",112405,"100%",1,"2243-elegans:musculus"
699,"Mus musculus",2243,"2243","Egln2",112406,NULL,0.137,"2243-elegans:musculus"
700,"Mus musculus",2243,"2243","Egln3",112407,NULL,0.098,"2243-elegans:musculus"
701,"Caenorhabditis elegans",981,"981","unc-51",180311,"100%",1,"981-elegans:musculus"
702,"Mus musculus",981,"981","Ulk2",29869,"100%",1,"981-elegans:musculus"
703,"Caenorhabditis elegans",3061,"3061","hif-1",180359,"100%",1,"3061-elegans:musculus"
704,"Mus musculus",3061,"3061","Hif1a",15251,"98%",1,"3061-elegans:musculus"
705,"Mus musculus",3061,"3061","Epas1",13819,NULL,0.327,"3061-elegans:musculus"
706,"Mus musculus",3061,"3061","Hif3a",53417,NULL,0.188,"3061-elegans:musculus"
707,"Caenorhabditis elegans",586,"586","sams-3",178446,"100%",1,"586-elegans:musculus"
708,"Caenorhabditis elegans",586,"586","sams-4",177354,NULL,0.76,"586-elegans:musculus"
709,"Caenorhabditis elegans",586,"586","sams-5",177389,NULL,0.69,"586-elegans:musculus"
710,"Caenorhabditis elegans",586,"586","sams-1",181370,NULL,0.249,"586-elegans:musculus"
711,"Mus musculus",586,"586","Mat2a",232087,"100%",1,"586-elegans:musculus"
712,"Mus musculus",586,"586","Mat1a",11720,NULL,0.5,"586-elegans:musculus"
713,"Caenorhabditis elegans",527,"527","aak-2",181727,"99%",1,"527-elegans:musculus"
714,"Mus musculus",527,"527","Prkaa2",108079,"100%",1,"527-elegans:musculus"
715,"Mus musculus",527,"527","Prkaa1",105787,NULL,0.441,"527-elegans:musculus"
716,"Caenorhabditis elegans",4248,"4248","trx-1",181863,"72%",1,"4248-elegans:musculus"
717,"Mus musculus",4248,"4248","Txn1",22166,"100%",1,"4248-elegans:musculus"
718,"Mus musculus",4248,"4248","Txndc8",67402,NULL,0.104,"4248-elegans:musculus"
719,"Caenorhabditis elegans",2621,"2621","ckr-2",175341,"93%",1,"2621-elegans:musculus"
720,"Caenorhabditis elegans",2621,"2621","ckr-1",188774,NULL,0.06,"2621-elegans:musculus"
721,"Mus musculus",2621,"2621","Cckar",12425,"94%",1,"2621-elegans:musculus"
722,"Mus musculus",2621,"2621","Cckbr",12426,NULL,0.266,"2621-elegans:musculus"
723,"Caenorhabditis elegans",4301,"4301","drr-2",259546,"100%",1,"4301-elegans:musculus"
724,"Mus musculus",4301,"4301","Eif4h",22384,"83%",1,"4301-elegans:musculus"
725,"Caenorhabditis elegans",1908,"1908","rab-10",266836,"100%",1,"1908-elegans:musculus"
726,"Mus musculus",1908,"1908","Rab10",19325,"99%",1,"1908-elegans:musculus"
727,"Caenorhabditis elegans",228,"228","wwp-1",171647,"100%",1,"228-elegans:troglodytes"
728,"Pan troglodytes",228,"228","WWP1",464269,"100%",1,"228-elegans:troglodytes"
729,"Pan troglodytes",228,"228","WWP2",743862,NULL,0.194,"228-elegans:troglodytes"
730,"Caenorhabditis elegans",1383,"1383","phb-1",171768,"100%",1,"1383-elegans:troglodytes"
731,"Pan troglodytes",1383,"1383","PHB",742751,"100%",1,"1383-elegans:troglodytes"
732,"Caenorhabditis elegans",41,"41","let-363",172167,"100%",1,"41-elegans:troglodytes"
733,"Pan troglodytes",41,"41","MTOR",457945,"100%",1,"41-elegans:troglodytes"
734,"Caenorhabditis elegans",630,"630","vps-34",172280,"100%",1,"630-elegans:troglodytes"
735,"Pan troglodytes",630,"630","PIK3C3",455385,"100%",1,"630-elegans:troglodytes"
736,"Caenorhabditis elegans",3415,"3415","hsf-1",173078,"100%",1,"3415-elegans:troglodytes"
737,"Pan troglodytes",3415,"3415","HSF2",462974,"100%",1,"3415-elegans:troglodytes"
738,"Caenorhabditis elegans",1352,"1352","phb-2",174034,"100%",1,"1352-elegans:troglodytes"
739,"Caenorhabditis elegans",420,"420","ire-1",174305,"100%",1,"420-elegans:troglodytes"
740,"Pan troglodytes",420,"420","ERN1",454769,"100%",1,"420-elegans:troglodytes"
741,"Pan troglodytes",420,"420","ERN2",453992,NULL,0.129,"420-elegans:troglodytes"
742,"Caenorhabditis elegans",1249,"1249","shk-1",174536,"100%",1,"1249-elegans:troglodytes"
743,"Pan troglodytes",1249,"1249","KCNA2",469413,"100%",1,"1249-elegans:troglodytes"
744,"Pan troglodytes",1249,"1249","KCNA1",466928,NULL,0.634,"1249-elegans:troglodytes"
745,"Pan troglodytes",1249,"1249","KCNA3",469412,NULL,0.534,"1249-elegans:troglodytes"
746,"Pan troglodytes",1249,"1249","KCNA4",466477,NULL,0.437,"1249-elegans:troglodytes"
747,"Pan troglodytes",1249,"1249","KCNA5",466930,NULL,0.388,"1249-elegans:troglodytes"
748,"Pan troglodytes",1249,"1249","KCNA6",747272,NULL,0.377,"1249-elegans:troglodytes"
749,"Pan troglodytes",1249,"1249","KCNA10",469414,NULL,0.319,"1249-elegans:troglodytes"
750,"Pan troglodytes",1249,"1249","KCNA7",469095,NULL,0.071,"1249-elegans:troglodytes"
751,"Caenorhabditis elegans",1250,"1250","age-1",174762,"100%",1,"1250-elegans:troglodytes"
752,"Pan troglodytes",1250,"1250","PIK3CA",460858,"100%",1,"1250-elegans:troglodytes"
753,"Pan troglodytes",1250,"1250","PIK3CB",471079,NULL,0.191,"1250-elegans:troglodytes"
754,"Pan troglodytes",1250,"1250","PIK3CG",463649,NULL,0.086,"1250-elegans:troglodytes"
755,"Caenorhabditis elegans",2530,"2530","ckr-2",175341,"97%",1,"2530-elegans:troglodytes"
756,"Caenorhabditis elegans",2530,"2530","ckr-1",188774,NULL,0.058,"2530-elegans:troglodytes"
757,"Pan troglodytes",2530,"2530","CCKAR",471163,"84%",1,"2530-elegans:troglodytes"
758,"Pan troglodytes",2530,"2530","CCKBR",466414,NULL,0.259,"2530-elegans:troglodytes"
759,"Caenorhabditis elegans",551,"551","daf-2",175410,"100%",1,"551-elegans:troglodytes"
760,"Pan troglodytes",551,"551","IGF1R",453676,"99%",1,"551-elegans:troglodytes"
761,"Pan troglodytes",551,"551","INSR",455649,NULL,0.436,"551-elegans:troglodytes"
762,"Pan troglodytes",551,"551","INSRR",457407,NULL,0.373,"551-elegans:troglodytes"
763,"Caenorhabditis elegans",2629,"2629","clk-1",175729,"100%",1,"2629-elegans:troglodytes"
764,"Pan troglodytes",2629,"2629","COQ7",740917,"100%",1,"2629-elegans:troglodytes"
765,"Caenorhabditis elegans",4517,"4517","mdt-15",175817,"100%",1,"4517-elegans:troglodytes"
766,"Pan troglodytes",4517,"4517","MED15",470144,"100%",1,"4517-elegans:troglodytes"
767,"Caenorhabditis elegans",2609,"2609","ubc-18",175985,"100%",1,"2609-elegans:troglodytes"
768,"Pan troglodytes",2609,"2609","UBE2L3",748061,"99%",1,"2609-elegans:troglodytes"
769,"Caenorhabditis elegans",3219,"3219","rheb-1",176327,"98%",1,"3219-elegans:troglodytes"
770,"Pan troglodytes",3219,"3219","RHEBL1",742542,NULL,0.223,"3219-elegans:troglodytes"
771,"Caenorhabditis elegans",83,"83","cbp-1",176380,"100%",1,"83-elegans:troglodytes"
772,"Pan troglodytes",83,"83","CREBBP",467891,NULL,0.394,"83-elegans:troglodytes"
773,"Caenorhabditis elegans",4363,"4363","skn-1",177343,"100%",1,"4363-elegans:troglodytes"
774,"Caenorhabditis elegans",4363,"4363","sknr-1",189139,NULL,0.359,"4363-elegans:troglodytes"
775,"Pan troglodytes",4363,"4363","NFE2L1",455185,"100%",1,"4363-elegans:troglodytes"
776,"Pan troglodytes",4363,"4363","NFE2L3",463298,NULL,0.178,"4363-elegans:troglodytes"
777,"Pan troglodytes",4363,"4363","A2T6Y9_PAN",742622,NULL,0.152,"4363-elegans:troglodytes"
778,"Pan troglodytes",4363,"4363","NFE2",748141,NULL,0.087,"4363-elegans:troglodytes"
779,"Caenorhabditis elegans",3251,"3251","bec-1",177345,"100%",1,"3251-elegans:troglodytes"
780,"Pan troglodytes",3251,"3251","BECN1",454700,"100%",1,"3251-elegans:troglodytes"
781,"Caenorhabditis elegans",1403,"1403","faah-1",177613,"98%",1,"1403-elegans:troglodytes"
782,"Caenorhabditis elegans",1403,"1403","faah-2",177612,NULL,0.379,"1403-elegans:troglodytes"
783,"Caenorhabditis elegans",1403,"1403","faah-3",176916,NULL,0.096,"1403-elegans:troglodytes"
784,"Pan troglodytes",1403,"1403","FAAH",456559,"100%",1,"1403-elegans:troglodytes"
785,"Caenorhabditis elegans",4126,"4126","hsp-12.2",176148,"63%",1,"4126-elegans:troglodytes"
786,"Caenorhabditis elegans",4126,"4126","hsp-12.1",188710,NULL,0.421,"4126-elegans:troglodytes"
787,"Caenorhabditis elegans",4126,"4126","hsp-12.6",177778,NULL,0.186,"4126-elegans:troglodytes"
788,"Caenorhabditis elegans",4126,"4126","hsp-12.3",177777,NULL,0.114,"4126-elegans:troglodytes"
789,"Pan troglodytes",4126,"4126","CRYAB",451543,"100%",1,"4126-elegans:troglodytes"
790,"Pan troglodytes",4126,"4126","Q28790_PAN",458589,NULL,0.371,"4126-elegans:troglodytes"
791,"Pan troglodytes",4126,"4126","LOC745747",745747,NULL,0.209,"4126-elegans:troglodytes"
792,"Caenorhabditis elegans",1512,"1512","sir-2.1",177924,"100%",1,"1512-elegans:troglodytes"
793,"Caenorhabditis elegans",921,"921","atg-7",178005,"100%",1,"921-elegans:troglodytes"
794,"Pan troglodytes",921,"921","ATG7",470747,"100%",1,"921-elegans:troglodytes"
795,"Caenorhabditis elegans",566,"566","smk-1",179243,"100%",1,"566-elegans:troglodytes"
796,"Pan troglodytes",566,"566","SMEK1",739423,"100%",1,"566-elegans:troglodytes"
797,"Pan troglodytes",566,"566","SMEK2",459246,NULL,0.588,"566-elegans:troglodytes"
798,"Caenorhabditis elegans",957,"957","unc-51",180311,"100%",1,"957-elegans:troglodytes"
799,"Pan troglodytes",957,"957","ULK2",454507,"100%",1,"957-elegans:troglodytes"
800,"Caenorhabditis elegans",558,"558","sams-3",178446,"100%",1,"558-elegans:troglodytes"
801,"Caenorhabditis elegans",558,"558","sams-4",177354,NULL,0.76,"558-elegans:troglodytes"
802,"Caenorhabditis elegans",558,"558","sams-5",177389,NULL,0.69,"558-elegans:troglodytes"
803,"Caenorhabditis elegans",558,"558","sams-1",181370,NULL,0.249,"558-elegans:troglodytes"
804,"Pan troglodytes",558,"558","MAT2A",459363,"100%",1,"558-elegans:troglodytes"
805,"Pan troglodytes",558,"558","MAT1A",450555,NULL,0.519,"558-elegans:troglodytes"
806,"Caenorhabditis elegans",3762,"3762","elt-3",181503,"100%",1,"3762-elegans:troglodytes"
807,"Pan troglodytes",3762,"3762","A2T788_PAN",450296,"100%",1,"3762-elegans:troglodytes"
808,"Pan troglodytes",3762,"3762","A2T788_PAN",460672,NULL,0.546,"3762-elegans:troglodytes"
809,"Caenorhabditis elegans",487,"487","aak-2",181727,"99%",1,"487-elegans:troglodytes"
810,"Pan troglodytes",487,"487","PRKAA2",741802,"100%",1,"487-elegans:troglodytes"
811,"Pan troglodytes",487,"487","LOC471564",471564,NULL,0.44,"487-elegans:troglodytes"
812,"Caenorhabditis elegans",4128,"4128","trx-1",181863,"73%",1,"4128-elegans:troglodytes"
813,"Pan troglodytes",4128,"4128","TXN",100616026,"100%",1,"4128-elegans:troglodytes"
814,"Pan troglodytes",4128,"4128","TXNDC8",739902,NULL,0.106,"4128-elegans:troglodytes"
815,"Caenorhabditis elegans",2530,"2530","ckr-2",175341,"97%",1,"2530-elegans:troglodytes"
816,"Caenorhabditis elegans",2530,"2530","ckr-1",188774,NULL,0.058,"2530-elegans:troglodytes"
817,"Pan troglodytes",2530,"2530","CCKAR",471163,"84%",1,"2530-elegans:troglodytes"
818,"Pan troglodytes",2530,"2530","CCKBR",466414,NULL,0.259,"2530-elegans:troglodytes"
819,"Caenorhabditis elegans",4209,"4209","drr-2",259546,"100%",1,"4209-elegans:troglodytes"
820,"Pan troglodytes",4209,"4209","EIF4H",472414,"78%",1,"4209-elegans:troglodytes"
821,"Caenorhabditis elegans",1850,"1850","rab-10",266836,"100%",1,"1850-elegans:troglodytes"
822,"Pan troglodytes",1850,"1850","RAB10",470332,"99%",1,"1850-elegans:troglodytes"
823,"Caenorhabditis elegans",188,"188","wwp-1",171647,"100%",1,"188-elegans:norvegicus"
824,"Rattus norvegicus",188,"188","Wwp1",297930,"100%",1,"188-elegans:norvegicus"
825,"Rattus norvegicus",188,"188","Itch",311567,NULL,0.211,"188-elegans:norvegicus"
826,"Rattus norvegicus",188,"188","Wwp2",291999,NULL,0.203,"188-elegans:norvegicus"
827,"Caenorhabditis elegans",1615,"1615","phb-1",171768,"100%",1,"1615-elegans:norvegicus"
828,"Rattus norvegicus",1615,"1615","RGD1566197",302688,"98%",1,"1615-elegans:norvegicus"
829,"Caenorhabditis elegans",30,"30","let-363",172167,"100%",1,"30-elegans:norvegicus"
830,"Rattus norvegicus",30,"30","Mtor",56718,"100%",1,"30-elegans:norvegicus"
831,"Caenorhabditis elegans",606,"606","vps-34",172280,"100%",1,"606-elegans:norvegicus"
832,"Rattus norvegicus",606,"606","Pik3c3",65052,"100%",1,"606-elegans:norvegicus"
833,"Caenorhabditis elegans",2719,"2719","hsf-1",173078,"100%",1,"2719-elegans:norvegicus"
834,"Rattus norvegicus",2719,"2719","Hsf1",79245,"100%",1,"2719-elegans:norvegicus"
835,"Rattus norvegicus",2719,"2719","Hsf4",291960,NULL,0.088,"2719-elegans:norvegicus"
836,"Rattus norvegicus",2719,"2719","Hsf2",64441,NULL,0.062,"2719-elegans:norvegicus"
837,"Caenorhabditis elegans",1359,"1359","phb-2",174034,"100%",1,"1359-elegans:norvegicus"
838,"Rattus norvegicus",1359,"1359","Phb2",114766,"100%",1,"1359-elegans:norvegicus"
839,"Caenorhabditis elegans",423,"423","ire-1",174305,"100%",1,"423-elegans:norvegicus"
840,"Rattus norvegicus",423,"423","Ern1",498013,"100%",1,"423-elegans:norvegicus"
841,"Rattus norvegicus",423,"423","Ern2",365363,NULL,0.12,"423-elegans:norvegicus"
842,"Caenorhabditis elegans",1217,"1217","shk-1",174536,"100%",1,"1217-elegans:norvegicus"
843,"Rattus norvegicus",1217,"1217","Kcna2",25468,"99%",1,"1217-elegans:norvegicus"
844,"Rattus norvegicus",1217,"1217","Kcna1",24520,NULL,0.628,"1217-elegans:norvegicus"
845,"Rattus norvegicus",1217,"1217","Kcna3",29731,NULL,0.532,"1217-elegans:norvegicus"
846,"Rattus norvegicus",1217,"1217","Kcna4",25469,NULL,0.43,"1217-elegans:norvegicus"
847,"Rattus norvegicus",1217,"1217","Kcna5",25470,NULL,0.396,"1217-elegans:norvegicus"
848,"Rattus norvegicus",1217,"1217","Kcna6",64358,NULL,0.393,"1217-elegans:norvegicus"
849,"Rattus norvegicus",1217,"1217","Kcna7",365241,NULL,0.297,"1217-elegans:norvegicus"
850,"Caenorhabditis elegans",1222,"1222","age-1",174762,"100%",1,"1222-elegans:norvegicus"
851,"Rattus norvegicus",1222,"1222","Pik3cb",85243,NULL,0.195,"1222-elegans:norvegicus"
852,"Rattus norvegicus",1222,"1222","Pik3cd",366508,NULL,0.159,"1222-elegans:norvegicus"
853,"Caenorhabditis elegans",2659,"2659","ckr-2",175341,"97%",1,"2659-elegans:norvegicus"
854,"Caenorhabditis elegans",2659,"2659","ckr-1",188774,NULL,0.074,"2659-elegans:norvegicus"
