"id_biblio","pubmed","title","url","author","publisher","year","journal","volume","pages","editor","book_title","review"
0148,8760941,"LAG2, a gene that determines yeast longevity.",NULL,"Childress et al",NULL,1996,"Microbiology (Reading, Engl.)","142 ( Pt 8)","2289-2297",NULL,NULL,NULL
0149,17200108,"The dihydrolipoamide acetyltransferase is a novel metabolic longevity factor and is required for calorie restriction-mediated life span extension.",NULL,"Easlon et al",NULL,2007,"J. Biol. Chem.","282","6161-6171",NULL,NULL,NULL
0150,16269543,"Age-related changes of nuclear architecture in Caenorhabditis elegans.",NULL,"Haithcock et al",NULL,2005,"Proc. Natl. Acad. Sci. U.S.A.","102","16690-16695",NULL,NULL,NULL
0151,16164423,"LET-60 RAS modulates effects of insulin/IGF-1 signaling on development and aging in Caenorhabditis elegans.",NULL,"Nanji et al",NULL,2005,"Aging Cell","4","235-245",NULL,NULL,NULL
0152,16373574,"A developmental timing microRNA and its target regulate life span in C. elegans.",NULL,"Boehm and Slack",NULL,2005,"Science","310","1954-1957",NULL,NULL,NULL
0153,12748643,"A progeroid syndrome in mice is caused by defects in A-type lamins.",NULL,"Mounkes et al",NULL,2003,"Nature","423","298-301",NULL,NULL,NULL
0154,17717065,"Reduced Mcm2 expression results in severe stem/progenitor cell deficiency and cancer.",NULL,"Pruitt et al",NULL,2007,"Stem Cells","25","3121-3132",NULL,NULL,NULL
0155,9716135,"A mutation in succinate dehydrogenase cytochrome b causes oxidative stress and ageing in nematodes.",NULL,"Ishii et al",NULL,1998,"Nature","394","694-697",NULL,NULL,NULL
0156,17483135,"Metabolic homeostasis and tissue renewal are dependent on beta1,6GlcNAc-branched N-glycans.",NULL,"Cheung et al",NULL,2007,"Glycobiology","17","828-837",NULL,NULL,NULL
0157,17277769,"eIF4E function in somatic cells modulates ageing in Caenorhabditis elegans.",NULL,"Syntichaki et al",NULL,2007,"Nature","445","922-926",NULL,NULL,NULL
0158,16055719,"The transcriptional repressor dMnt is a regulator of growth in Drosophila melanogaster.",NULL,"Loo et al",NULL,2005,"Mol. Cell. Biol.","25","7078-7091",NULL,NULL,NULL
0159,17559503,"Serotonin receptors antagonistically modulate Caenorhabditis elegans longevity.",NULL,"Murakami and Murakami",NULL,2007,"Aging Cell","6","483-488",NULL,NULL,NULL
0160,9150138,"Redistribution of silencing proteins from telomeres to the nucleolus is associated with extension of life span in S. cerevisiae.",NULL,"Kennedy et al",NULL,1997,"Cell","89","381-391",NULL,NULL,NULL
0161,12629043,"Inactivation of Exonuclease 1 in mice results in DNA mismatch repair defects, increased cancer susceptibility, and male and female sterility.",NULL,"Wei et al",NULL,2003,"Genes Dev.","17","603-614",NULL,NULL,NULL
0162,11867705,"High-quality life extension by the enzyme peptide methionine sulfoxide reductase.",NULL,"Ruan et al",NULL,2002,"Proc. Natl. Acad. Sci. U.S.A.","99","2748-2753",NULL,NULL,NULL
0163,11606777,"Methionine sulfoxide reductase (MsrA) is a regulator of antioxidant defense and lifespan in mammals.",NULL,"Moskovitz et al",NULL,2001,"Proc. Natl. Acad. Sci. U.S.A.","98","12920-12925",NULL,NULL,NULL
0164,9794765,"Extended life-span and stress resistance in the Drosophila mutant methuselah.",NULL,"Lin et al",NULL,1998,"Science","282","943-946",NULL,NULL,NULL
0165,15141092,"Methionine sulfoxide reductase regulation of yeast lifespan reveals reactive oxygen species-dependent and -independent components of aging.",NULL,"Koc et al",NULL,2004,"Proc. Natl. Acad. Sci. U.S.A.","101","7999-8004",NULL,NULL,NULL
0166,14570233,"Delayed behavioural aging and altered mortality in Drosophila beta integrin mutants.",NULL,"Goddeeris et al",NULL,2003,"Aging Cell","2","257-264",NULL,NULL,NULL
0167,14678010,"Relevance of NAC-2, an Na+-coupled citrate transporter, to life span, body size and fat content in Caenorhabditis elegans.",NULL,"Fei et al",NULL,2004,"Biochem. J.","379","191-198",NULL,NULL,NULL
0168,12480943,"Structural and functional characteristics of two sodium-coupled dicarboxylate transporters (ceNaDC1 and ceNaDC2) from Caenorhabditis elegans and their relevance to life span.",NULL,"Fei et al",NULL,2003,"J. Biol. Chem.","278","6136-6144",NULL,NULL,NULL
0169,14724176,"Calorie restriction extends yeast life span by lowering the level of NADH.",NULL,"Lin et al",NULL,2004,"Genes Dev.","18","12-16",NULL,NULL,NULL
0170,16436509,"Yeast AMID homologue Ndi1p displays respiration-restricted apoptotic activity and is involved in chronological aging.",NULL,"Li et al",NULL,2006,"Mol. Biol. Cell","17","1802-1811",NULL,NULL,NULL
0171,16446448,"The metabolic syndrome resulting from a knockout of the NEIL1 DNA glycosylase.",NULL,"Vartanian et al",NULL,2006,"Proc. Natl. Acad. Sci. U.S.A.","103","1864-1869",NULL,NULL,NULL
0172,16242019,"nfi-I affects behavior and life-span in C. elegans but is not essential for DNA replication or survival.",NULL,"Lazakovitch et al",NULL,2005,"BMC Dev. Biol.","5",NULL,NULL,NULL,NULL
0173,12939266,"A reduction in intestinal cell pHi due to loss of the Caenorhabditis elegans Na+/H+ exchanger NHX-2 increases life span.",NULL,"Nehrke Keith",NULL,2003,"J. Biol. Chem.","278","44657-44666",NULL,NULL,NULL
0174,15350840,"Premature death and age-related cardiac dysfunction in male eNOS-knockout mice.",NULL,"Li et al",NULL,2004,"J. Mol. Cell. Cardiol.","37","671-680",NULL,NULL,NULL
0175,11884393,"Manipulation of a nuclear NAD+ salvage pathway delays aging without altering steady-state NAD+ levels.",NULL,"Anderson et al",NULL,2002,"J. Biol. Chem.","277","18881-18890",NULL,NULL,NULL
0176,15155758,"Deletion of the intestinal peptide transporter affects insulin and TOR signaling in Caenorhabditis elegans.",NULL,"Meissner et al",NULL,2004,"J. Biol. Chem.","279","36739-36745",NULL,NULL,NULL
0177,17272684,"Regulation of Drosophila life span by olfaction and food-derived odors.",NULL,"Libert et al",NULL,2007,"Science","315","1133-1137",NULL,NULL,NULL
0178,10617470,"A delayed wave of death from reproduction in Drosophila.",NULL,"Sgr? and Partridge",NULL,1999,"Science","286","2521-2524",NULL,NULL,NULL
0179,16303568,"Neuronal expression of p53 dominant-negative proteins in adult Drosophila melanogaster extends life span.",NULL,"Bauer et al",NULL,2005,"Curr. Biol.","15","2063-2068",NULL,NULL,NULL
0180,17681037,"Loss of pregnancy-associated plasma protein A extends lifespan in mice.",NULL,"Conover and Bale",NULL,2007,"Aging Cell","6","727-729",NULL,NULL,NULL
0181,17909035,"Cancer resistance in transgenic mice expressing the SAC module of Par-4.",NULL,"Zhao et al",NULL,2007,"Cancer Res.","67","9276-9285",NULL,NULL,NULL
0182,17716967,"Overexpression of the cytosolic form of phosphoenolpyruvate carboxykinase (GTP) in skeletal muscle repatterns energy metabolism in the mouse.",NULL,"Hakimi et al",NULL,2007,"J. Biol. Chem.","282","32844-32855",NULL,NULL,NULL
0183,11742076,"Extension of the Drosophila lifespan by overexpression of a protein repair methyltransferase.",NULL,"Chavous et al",NULL,2001,"Proc. Natl. Acad. Sci. U.S.A.","98","14814-14818",NULL,NULL,NULL
0184,10364160,"A PDK1 homolog is necessary and sufficient to transduce AGE-1 PI3 kinase signals that regulate diapause in Caenorhabditis elegans.",NULL,"Paradis et al",NULL,1999,"Genes Dev.","13","1438-1452",NULL,NULL,NULL
0185,17476212,"PHA-4/Foxa mediates diet-restriction-induced longevity of C. elegans.",NULL,"Panowski et al",NULL,2007,"Nature","447","550-555",NULL,NULL,NULL
0186,9259555,"The prohibitin family of mitochondrial proteins regulate replicative lifespan.",NULL,"Coates et al",NULL,1997,"Curr. Biol.","7","607-610",NULL,NULL,NULL
0187,16822282,"Regulation of chronological aging in Schizosaccharomyces pombe by the protein kinases Pka1 and Sck2.",NULL,"Roux et al",NULL,2006,"Aging Cell","5","345-357",NULL,NULL,NULL
0188,10638529,"AlphaMUPA mice: a transgenic model for increased life span.",NULL,"Miskin et al",NULL,1999,"Neurobiol. Aging","20","555-564",NULL,NULL,NULL
0189,15164064,"Premature ageing in mice expressing defective mitochondrial DNA polymerase.",NULL,"Trifunovic et al",NULL,2004,"Nature","429","417-423",NULL,NULL,NULL
0190,11868902,"Neural-specific overexpression of drosophila plenty of SH3s (DPOSH) extends the longevity of adult flies.",NULL,"Seong et al",NULL,2001,"Biogerontology","2","271-281",NULL,NULL,NULL
0191,16652371,"Augmented cancer resistance and DNA damage response phenotypes in PPM1D null mice.",NULL,"Nannenga et al",NULL,2006,"Mol. Carcinog.","45","594-604",NULL,NULL,NULL
0192,12891360,"Essential role for the peroxiredoxin Prdx1 in erythrocyte antioxidant defence and tumour suppression.",NULL,"Neumann et al",NULL,2003,"Nature","424","561-565",NULL,NULL,NULL
0193,8900272,"Dwarf mice and the ageing process.",NULL,"Brown-Borg et al",NULL,1996,"Nature","384",NULL,NULL,NULL,NULL
0194,10207108,"Effects of mutations in DNA repair genes on formation of ribosomal DNA circles and life span in Saccharomyces cerevisiae.",NULL,"Park et al",NULL,1999,"Mol. Cell. Biol.","19","3848-3856",NULL,NULL,NULL
0195,8034612,"Divergent roles of RAS1 and RAS2 in yeast longevity.",NULL,"Sun et al",NULL,1994,"J. Biol. Chem.","269","18638-18645",NULL,NULL,NULL
0196,14642561,"Deficiency of Caenorhabditis elegans RecQ5 homologue reduces life span and increases sensitivity to ionizing radiation.",NULL,"Jeong et al",NULL,2003,"DNA Repair (Amst.)","2","1309-1319",NULL,NULL,NULL
0197,16713954,"Normal mitochondrial dynamics requires rhomboid-7 and affects Drosophila lifespan and neuronal function.",NULL,"McQuibban et al",NULL,2006,"Curr. Biol.","16","982-989",NULL,NULL,NULL
0198,11292860,"Regulation of longevity and stress resistance by Sch9 in yeast.",NULL,"Fabrizio et al",NULL,2001,"Science","292","288-290",NULL,NULL,NULL
0199,17276341,"RLE-1, an E3 ubiquitin ligase, regulates C. elegans aging by catalyzing DAF-16 polyubiquitination.",NULL,"Li et al",NULL,2007,"Dev. Cell","12","235-246",NULL,NULL,NULL
0200,10512855,"Modulation of life-span by histone deacetylase genes in Saccharomyces cerevisiae.",NULL,"Kim et al",NULL,1999,"Mol. Biol. Cell","10","3125-3136",NULL,NULL,NULL
0201,12459580,"Longevity regulation by Drosophila Rpd3 deacetylase and caloric restriction.",NULL,"Rogina et al",NULL,2002,"Science","298",NULL,NULL,NULL,NULL
0202,17174052,"Ribosomal proteins Rpl10 and Rps6 are potent regulators of yeast replicative life span.",NULL,"Chiocchetti et al",NULL,2007,"Exp. Gerontol.","42","275-286",NULL,NULL,NULL
0203,16782871,"Defective mitochondrial gene expression results in reactive oxygen species-mediated inhibition of respiration and reduction of yeast life span.",NULL,"Bonawitz et al",NULL,2006,"Mol. Cell. Biol.","26","4818-4829",NULL,NULL,NULL
0204,11024000,"An intervention resembling caloric restriction prolongs life span and retards aging in yeast.",NULL,"Jiang et al",NULL,2000,"FASEB J.","14","2135-2137",NULL,NULL,NULL
0205,17855453,"Reduced life span with heart and muscle dysfunction in Drosophila sarcoglycan mutants.",NULL,"Allikian et al",NULL,2007,"Hum. Mol. Genet.","16","2933-2943",NULL,NULL,NULL
0206,12620193,"Identification of a DAF-16 transcriptional target gene, scl-1, that regulates longevity and stress resistance in Caenorhabditis elegans.",NULL,"Ookuma et al",NULL,2003,"Curr. Biol.","13","427-431",NULL,NULL,NULL
0207,15024029,"A role for the actin cytoskeleton in cell death and aging in yeast.",NULL,"Gourlay et al",NULL,2004,"J. Cell Biol.","164","803-809",NULL,NULL,NULL
0208,17056719,"Hypersensitivity to oxygen and shortened lifespan in a Drosophila mitochondrial complex II mutant.",NULL,"Walker et al",NULL,2006,"Proc. Natl. Acad. Sci. U.S.A.","103","16382-16387",NULL,NULL,NULL
0209,17854771,"A mev-1-like dominant-negative SdhC increases oxidative stress and reduces lifespan in Drosophila.",NULL,"Tsuda et al",NULL,2007,"Biochem. Biophys. Res. Commun.","363","342-346",NULL,NULL,NULL
0210,15068796,"C. elegans SGK-1 is the critical component in the Akt/PKB kinase complex to control stress response and life span.",NULL,"Hertweck et al",NULL,2004,"Dev. Cell","6","577-588",NULL,NULL,NULL
0211,9271578,"Accelerated aging and nucleolar fragmentation in yeast sgs1 mutants.",NULL,"Sinclair et al",NULL,1997,"Science","277","1313-1316",NULL,NULL,NULL
0212,10580504,"The p66shc adaptor protein controls oxidative stress response and life span in mammals.",NULL,"Migliaccio et al",NULL,1999,"Nature","402","309-313",NULL,NULL,NULL
0213,10921902,"Sip2p and its partner snf1p kinase affect aging in S. cerevisiae.",NULL,"Ashrafi et al",NULL,2000,"Genes Dev.","14","1872-1885",NULL,NULL,NULL
0214,11242085,"Increased dosage of a sir-2 gene extends lifespan in Caenorhabditis elegans.",NULL,"Tissenbaum and Guarente",NULL,2001,"Nature","410","227-230",NULL,NULL,NULL
0215,15520384,"Sir2 mediates longevity in the fly through a pathway related to calorie restriction.",NULL,"Rogina and Helfand",NULL,2004,"Proc. Natl. Acad. Sci. U.S.A.","101","15998-16003",NULL,NULL,NULL
0216,10521401,"The SIR2/3/4 complex and SIR2 alone promote longevity in Saccharomyces cerevisiae by two different mechanisms.",NULL,"Kaeberlein et al",NULL,1999,"Genes Dev.","13","2570-2580",NULL,NULL,NULL
0217,7859289,"Mutation in the silencing gene SIR4 can delay aging in S. cerevisiae.",NULL,"Kennedy et al",NULL,1995,"Cell","80","485-496",NULL,NULL,NULL
0218,17159295,"Involvement of Drosophila Sir2-like genes in the regulation of life span.",NULL,"Kusama et al",NULL,2006,"Genes Genet. Syst.","81","341-348",NULL,NULL,NULL
0219,16439206,"Genomic instability and aging-like phenotype in the absence of mammalian SIRT6.",NULL,"Mostoslavsky et al",NULL,2006,"Cell","124","315-329",NULL,NULL,NULL
0220,17538612,"Two neurons mediate diet-restriction-induced longevity in C. elegans.",NULL,"Bishop and Guarente",NULL,2007,"Nature","447","545-549",NULL,NULL,NULL
0221,10220377,"Mitochondrial disease in mouse results in increased oxidative stress.",NULL,"Esposito et al",NULL,1999,"Proc. Natl. Acad. Sci. U.S.A.","96","4820-4825",NULL,NULL,NULL
0222,16530049,"SMK-1, an essential regulator of DAF-16-mediated longevity.",NULL,"Wolff et al",NULL,2006,"Cell","124","1039-1053",NULL,NULL,NULL
0223,16782295,"Increased lifespan in transgenic Caenorhabditis elegans overexpressing human alpha-synuclein.",NULL,"Vartiainen et al",NULL,2006,"Exp. Gerontol.","41","871-876",NULL,NULL,NULL
0224,12456885,"RNA interference-mediated silencing of Sod2 in Drosophila leads to early adult-onset mortality and elevated endogenous oxidative stress.",NULL,"Kirby et al",NULL,2002,"Proc. Natl. Acad. Sci. U.S.A.","99","16162-16167",NULL,NULL,NULL
0225,1448167,"Production of sperm reduces nematode lifespan.",NULL,"Van Voorhies W A",NULL,1992,"Nature","360","456-458",NULL,NULL,NULL
0226,15126388,"Saccharomyces cerevisiae SSD1-V confers longevity by a Sir2p-independent mechanism.",NULL,"Kaeberlein et al",NULL,2004,"Genetics","166","1661-1672",NULL,NULL,NULL
0227,18411298,"CHIP deficiency decreases longevity, with accelerated aging phenotypes accompanied by altered protein quality control.",NULL,"Min et al",NULL,2008,"Mol. Cell. Biol.","28","4018-4025",NULL,NULL,NULL
0228,15133470,"The endogenous ligand Stunted of the GPCR Methuselah extends lifespan in Drosophila.",NULL,"Cvejic et al",NULL,2004,"Nat. Cell Biol.","6","540-546",NULL,NULL,NULL
0229,16172499,"Post-transcriptional silencing and functional characterization of the Drosophila melanogaster homolog of human Surf1.",NULL,"Zordan et al",NULL,2006,"Genetics","172","229-241",NULL,NULL,NULL
0230,17210671,"Increased longevity and refractoriness to Ca(2+)-dependent neurodegeneration in Surf1 knockout mice.",NULL,"Dell'agnello et al",NULL,2007,"Hum. Mol. Genet.","16","431-444",NULL,NULL,NULL
0231,16181657,"Bloom syndrome ortholog HIM-6 maintains genomic stability in C. elegans.",NULL,"Grabowski et al",NULL,2005,"Mech. Ageing Dev.","126","1314-1321",NULL,NULL,NULL
0232,16142233,"XPF nuclease-dependent telomere loss and increased DNA damage in mice overexpressing TRF2 result in premature aging and cancer.",NULL,"Mu?oz et al",NULL,2005,"Nat. Genet.","37","1063-1071",NULL,NULL,NULL
0233,15688016,"Antagonistic effects of telomerase on cancer and aging in K5-mTert transgenic mice.",NULL,"Gonz?lez-Su?rez et al",NULL,2005,"Oncogene","24","2256-2270",NULL,NULL,NULL
0234,9768365,"Life extension and stress resistance in Caenorhabditis elegans modulated by the tkr-1 gene.",NULL,"Murakami and Johnson",NULL,1998,"Curr. Biol.","8","1091-1094",NULL,NULL,NULL
0235,9275199,"Changes of telomere length cause reciprocal changes in the lifespan of mother cells in Saccharomyces cerevisiae.",NULL,"Austriaco and Guarente",NULL,1997,"Proc. Natl. Acad. Sci. U.S.A.","94","9768-9772",NULL,NULL,NULL
0236,11331780,"Mice lacking DNA topoisomerase IIIbeta develop to maturity but show a reduced mean lifespan.",NULL,"Kwan and Wang",NULL,2001,"Proc. Natl. Acad. Sci. U.S.A.","98","5717-5721",NULL,NULL,NULL
0237,11780111,"p53 mutant mice that display early ageing-associated phenotypes.",NULL,"Tyner et al",NULL,2002,"Nature","415","45-53",NULL,NULL,NULL
0238,16107615,"p63 deficiency activates a program of cellular senescence and leads to accelerated aging.",NULL,"Keyes et al",NULL,2005,"Genes Dev.","19","1986-1999",NULL,NULL,NULL
0239,17567437,"Thioredoxin-2 affects lifespan and oxidative stress in Drosophila.",NULL,"Svensson and Larsson",NULL,2007,"Hereditas","144","25-32",NULL,NULL,NULL
0240,17301052,"Thioredoxin suppresses Parkin-associated endothelin receptor-like receptor-induced neurotoxicity and extends longevity in Drosophila.",NULL,"Umeda-Kameyama et al",NULL,2007,"J. Biol. Chem.","282","11180-11187",NULL,NULL,NULL
0241,16054097,"C. elegans tubby regulates life span and fat storage by two independent mechanisms.",NULL,"Mukhopadhyay et al",NULL,2005,"Cell Metab.","2","35-42",NULL,NULL,NULL
0242,12230882,"Overexpression of human thioredoxin in transgenic mice controls oxidative stress and life span.",NULL,"Mitsui et al",NULL,2002,"Antioxid. Redox Signal.","4","693-696",NULL,NULL,NULL
0243,16054055,"Targeted expression of the human uncoupling protein 2 (hUCP2) to adult neurons extends life span in the fly.",NULL,"Fridell et al",NULL,2005,"Cell Metab.","1","145-152",NULL,NULL,NULL
0244,17082459,"Transgenic mice with a reduced core body temperature have an increased life span.",NULL,"Conti et al",NULL,2006,"Science","314","825-828",NULL,NULL,NULL
0245,16337885,"Ump1 extends yeast lifespan and enhances viability during oxidative stress: central role for the proteasome?",NULL,"Chen et al",NULL,2006,"Free Radic. Biol. Med.","40","120-126",NULL,NULL,NULL
0246,10747056,"Genetic, behavioral and environmental determinants of male longevity in Caenorhabditis elegans.",NULL,"Gems and Riddle",NULL,2000,"Genetics","154","1597-1610",NULL,NULL,NULL
0247,10377425,"Neurosecretory control of aging in Caenorhabditis elegans.",NULL,"Ailion et al",NULL,1999,"Proc. Natl. Acad. Sci. U.S.A.","96","7394-7397",NULL,NULL,NULL
0248,10485901,"Deletion of Ku86 causes early onset of senescence in mice.",NULL,"Vogel et al",NULL,1999,"Proc. Natl. Acad. Sci. U.S.A.","96","10770-10775",NULL,NULL,NULL
0249,17875923,"Deletion of Ku70, Ku80, or both causes early aging without substantially increased cancer.",NULL,"Li et al",NULL,2007,"Mol. Cell. Biol.","27","8205-8214",NULL,NULL,NULL
0250,17335870,"The Caenorhabditis elegans nicotinamidase PNC-1 enhances survival.",NULL,"van der Horst et al",NULL,2007,"Mech. Ageing Dev.","128","346-349",NULL,NULL,NULL
0251,10662670,"Two paralogs involved in transcriptional silencing that antagonistically control yeast life span.",NULL,"Roy and Runge",NULL,2000,"Curr. Biol.","10","111-114",NULL,NULL,NULL
0252,16079796,"Accelerated ageing in mice deficient in Zmpste24 protease is linked to p53 signalling activation.",NULL,"Varela et al",NULL,2005,"Nature","437","564-568",NULL,NULL,NULL
0253,19197138,"Disruption of the Ang II type 1 receptor promotes longevity in mice.",NULL,"Benigni et al",NULL,2009,"J. Clin. Invest.","119","524-530",NULL,NULL,NULL
0254,11726538,"Pathophysiology of apolipoprotein E deficiency in mice: relevance to apo E-related disorders in humans.",NULL,"Moghadasian et al",NULL,2001,"FASEB J.","15","2623-2630",NULL,NULL,NULL
0255,19451219,"Cisd2 deficiency drives premature aging and causes mitochondria-mediated defects in mice.",NULL,"Chen et al",NULL,2009,"Genes Dev.","23","1183-1194",NULL,NULL,NULL
0256,21149897,"Deficiency of circadian protein CLOCK reduces lifespan and increases age-related cataract development in mice.",NULL,"Dubrovsky et al",NULL,2010,"Aging (Albany NY)","2","936-944",NULL,NULL,NULL
0257,17360850,"Dystrophin-deficient mdx mice display a reduced life span and are susceptible to spontaneous rhabdomyosarcoma.",NULL,"Chamberlain et al",NULL,2007,"FASEB J.","21","2195-2204",NULL,NULL,NULL
0258,20726853,"Downregulation of lamin A by tumor suppressor AIMP3/p18 leads to a progeroid phenotype in mice.",NULL,"Oh et al",NULL,2010,"Aging Cell","9","810-822",NULL,NULL,NULL
0259,20209148,"Loss of the actin remodeler Eps8 causes intestinal defects and improved metabolic status in mice.",NULL,"Tocchetti et al",NULL,2010,"PLoS ONE","5",NULL,NULL,NULL,NULL
0260,12847088,"Regulated splicing of the fibronectin EDA exon is essential for proper skin wound healing and normal lifespan.",NULL,"Muro et al",NULL,2003,"J. Cell Biol.","162","149-160",NULL,NULL,NULL
0261,22633954,"mRNA Decay Factor AUF1 Maintains Normal Aging, Telomere Maintenance, and Suppression of Senescence by Activation of Telomerase Transcription.",NULL,"Pont et al",NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL
0262,20140187,"Deletion of the huntingtin polyglutamine stretch enhances neuronal autophagy and longevity in mice.",NULL,"Zheng et al",NULL,2010,"PLoS Genet.","6",NULL,NULL,NULL,NULL
0263,18249171,"Oxidative stress contributes to aging by enhancing pancreatic angiogenesis and insulin signaling.",NULL,"Laurent et al",NULL,2008,"Cell Metab.","7","113-124",NULL,NULL,NULL
0264,18542083,"Kv1.3 gene-targeted deletion alters longevity and reduces adiposity by increasing locomotion and metabolism in melanocortin-4 receptor-null mice.",NULL,"Tucker et al",NULL,2008,"Int J Obes (Lond)","32","1222-1232",NULL,NULL,NULL
0265,19997628,"Ppargamma2 is a key driver of longevity in the mouse.",NULL,"Argmann et al",NULL,2009,"PLoS Genet.","5",NULL,NULL,NULL,NULL
0266,18239138,"Sirt7 increases stress resistance of cardiomyocytes and prevents apoptosis and inflammatory cardiomyopathy in mice.",NULL,"Vakhrusheva et al",NULL,2008,"Circ. Res.","102","703-710",NULL,NULL,NULL
0267,21651971,"Increased lifespan in hyposulfatemic NaS1 null mice.",NULL,"Markovich et al",NULL,2011,"Exp. Gerontol.","46","833-835",NULL,NULL,NULL
0268,19424848,"Lack of Socs2 expression reduces lifespan in high-growth mice.",NULL,"Casellas and Medrano",NULL,2008,"Age (Dordr)","30","245-249",NULL,NULL,NULL
0269,21108731,"Accelerated aging phenotype in mice with conditional deficiency for mitochondrial superoxide dismutase in the connective tissue.",NULL,"Treiber et al",NULL,2011,"Aging Cell","10","239-254",NULL,NULL,NULL
0270,20429939,"Deficiency of the dual ubiquitin/SUMO ligase Topors results in genetic instability and an increased rate of malignancy in mice.",NULL,"Marshall et al",NULL,2010,"BMC Mol. Biol.","11",NULL,NULL,NULL,NULL
0271,18362329,"Activation of cellular death programs associated with immunosenescence-like phenotype in TPPII knockout mice.",NULL,"Huai et al",NULL,2008,"Proc. Natl. Acad. Sci. U.S.A.","105","5177-5182",NULL,NULL,NULL
0272,19716796,"A selective requirement for 53BP1 in the biological response to genomic instability induced by Brca1 deficiency.",NULL,"Cao et al",NULL,2009,"Mol. Cell","35","534-541",NULL,NULL,NULL
0273,19005568,"Reduction of DILP2 in Drosophila triages a metabolic phenotype from lifespan revealing redundancy and compensation among DILPs.",NULL,"Broughton et al",NULL,2008,"PLoS ONE","3",NULL,NULL,NULL,NULL
0274,19550147,"Autophagic degradation of nuclear components in mammalian cells.",NULL,"Park et al",NULL,2009,"Autophagy","5","795-804",NULL,NULL,NULL
0275,18665908,"14-3-3 Epsilon antagonizes FoxO to control growth, apoptosis and longevity in Drosophila.",NULL,"Nielsen et al",NULL,2008,"Aging Cell","7","688-699",NULL,NULL,NULL
0276,20976250,"Lifespan extension by preserving proliferative homeostasis in Drosophila.",NULL,"Biteau et al",NULL,2010,"PLoS Genet.","6",NULL,NULL,NULL,NULL
0277,19302370,"Reduced expression of alpha-1,2-mannosidase I extends lifespan in Drosophila melanogaster and Caenorhabditis elegans.",NULL,"Liu et al",NULL,2009,"Aging Cell","8","370-379",NULL,NULL,NULL
0278,18219227,"Longevity pathways converge on autophagy genes to regulate life span in Caenorhabditis elegans.",NULL,"T?th et al",NULL,2008,"Autophagy","4","330-338",NULL,NULL,NULL
0279,18434551,"Drosophila germ-line modulation of insulin signaling and lifespan.",NULL,"Flatt et al",NULL,2008,"Proc. Natl. Acad. Sci. U.S.A.","105","6368-6373",NULL,NULL,NULL
0280,19747824,"Extension of Drosophila life span by RNAi of the mitochondrial respiratory chain.",NULL,"Copeland et al",NULL,2009,"Curr. Biol.","19","1591-1598",NULL,NULL,NULL
0281,17999718,"Over-expression of the catalytic core of mitochondrial DNA (mtDNA) polymerase in the nervous system of Drosophila melanogaster reduces median life span by inducing mtDNA depletion.",NULL,"Mart?nez-Azor?n et al",NULL,2008,"J. Neurochem.","105","165-176",NULL,NULL,NULL
0282,18221418,"Dystrophin deficiency in Drosophila reduces lifespan and causes a dilated cardiomyopathy phenotype.",NULL,"Taghli-Lamallem et al",NULL,2008,"Aging Cell","7","237-249",NULL,NULL,NULL
0283,20018689,"Polycomb Repressive Complex 2 and Trithorax modulate Drosophila longevity and stress resistance.",NULL,"Siebold et al",NULL,2010,"Proc. Natl. Acad. Sci. U.S.A.","107","169-174",NULL,NULL,NULL
0284,20589912,"Life-span phenotypes of elav and Rbp9 in Drosophila suggest functional cooperation of the two ELAV-family protein genes.",NULL,"Toba et al",NULL,2010,"Arch. Insect Biochem. Physiol.","74","261-265",NULL,NULL,NULL
0285,18258192,"Overexpression of frataxin in the mitochondria increases resistance to oxidative stress and extends lifespan in Drosophila.",NULL,"Runko et al",NULL,2008,"FEBS Lett.","582","715-719",NULL,NULL,NULL
0286,21153055,"Increase of Drosophila melanogaster lifespan due to D-GADD45 overexpression in the nervous system.",NULL,"Plyusnina et al",NULL,2011,"Biogerontology","12","211-226",NULL,NULL,NULL
0287,20422037,"Carbon dioxide sensing modulates lifespan and physiology in Drosophila.",NULL,"Poon et al",NULL,2010,"PLoS Biol.","8",NULL,NULL,NULL,NULL
0288,19011900,"Adult-specific over-expression of the Drosophila genes magu and hebe increases life span and modulates late-age female fecundity.",NULL,"Li and Tower",NULL,2009,"Mol. Genet. Genomics","281","147-162",NULL,NULL,NULL
0289,19420297,"Expression of hsp22 and hsp70 transgenes is partially predictive of drosophila survival under normal and stress conditions.",NULL,"Yang and Tower",NULL,2009,"J. Gerontol. A Biol. Sci. Med. Sci.","64","828-838",NULL,NULL,NULL
0290,15708981,"Longer lifespan, altered metabolism, and stress resistance in Drosophila from ablation of cells making insulin-like ligands.",NULL,"Broughton et al",NULL,2005,"Proc. Natl. Acad. Sci. U.S.A.","102","3105-3110",NULL,NULL,NULL
0291,19720829,"JNK/FOXO-mediated neuronal expression of fly homologue of peroxiredoxin II reduces oxidative stress and extends life span.",NULL,"Lee et al",NULL,2009,"J. Biol. Chem.","284","29454-29461",NULL,NULL,NULL
0292,18275960,"Overexpression of Drosophila juvenile hormone esterase binding protein results in anti-JH effects and reduced pheromone abundance.",NULL,"Liu et al",NULL,2008,"Gen. Comp. Endocrinol.","156","164-172",NULL,NULL,NULL
