"id","species","group","identifier","symbol","entrez_id","percentage","score","unique_grouping"
1556,"Caenorhabditis elegans",3482,"CE07069","col-116",184617,NULL,0.129,"3482-elegans:sapiens"
1557,"Caenorhabditis elegans",3482,"CE05271","col-148",182542,NULL,0.124,"3482-elegans:sapiens"
1558,"Caenorhabditis elegans",3482,"CE05184","col-61",182090,NULL,0.122,"3482-elegans:sapiens"
1559,"Caenorhabditis elegans",3482,"CE10842","col-64",186127,NULL,0.11,"3482-elegans:sapiens"
1560,"Caenorhabditis elegans",3482,"CE04989","col-164",180523,NULL,0.108,"3482-elegans:sapiens"
1561,"Caenorhabditis elegans",3482,"CE19515","col-69",186819,NULL,0.104,"3482-elegans:sapiens"
1562,"Caenorhabditis elegans",3482,"CE23120","col-86",190749,NULL,0.1,"3482-elegans:sapiens"
1563,"Caenorhabditis elegans",3482,"CE04580","dpy-7",181013,NULL,0.084,"3482-elegans:sapiens"
1564,"Caenorhabditis elegans",3482,"CE15437","col-37",179668,NULL,0.08,"3482-elegans:sapiens"
1565,"Caenorhabditis elegans",3482,"CE18523","col-124",177901,NULL,0.068,"3482-elegans:sapiens"
1566,"Caenorhabditis elegans",3482,"CE20144","col-94",259336,NULL,0.064,"3482-elegans:sapiens"
1567,"Caenorhabditis elegans",3482,"CE20148","col-92",176528,NULL,0.064,"3482-elegans:sapiens"
1568,"Caenorhabditis elegans",3482,"CE20147","col-93",259335,NULL,0.064,"3482-elegans:sapiens"
1569,"Caenorhabditis elegans",3482,"CE33481","col-96",353461,NULL,0.06,"3482-elegans:sapiens"
1570,"Caenorhabditis elegans",3482,"CE03091","col-119",177715,NULL,0.058,"3482-elegans:sapiens"
1571,"Caenorhabditis elegans",3482,"CE05386","col-131",178254,NULL,0.058,"3482-elegans:sapiens"
1572,"Caenorhabditis elegans",3482,"CE05136","col-151",179448,NULL,0.056,"3482-elegans:sapiens"
1573,"Homo sapiens",3482,"ENSP00000361366","SFTPD",6441,"70%",1,"3482-elegans:sapiens"
1574,"Caenorhabditis elegans",4008,"CE02146","crn-5",174634,"95%",1,"4008-elegans:sapiens"
1575,"Homo sapiens",4008,"ENSP00000221233","EXOSC5",56915,"100%",1,"4008-elegans:sapiens"
1576,"Caenorhabditis elegans",805,"CE39917","cst-1",180708,"100%",1,"805-elegans:sapiens"
1577,"Caenorhabditis elegans",805,"CE27082","cst-2",180707,NULL,0.642,"805-elegans:sapiens"
1578,"Homo sapiens",805,"ENSP00000361892","STK4",6789,NULL,0.534,"805-elegans:sapiens"
1579,"Caenorhabditis elegans",168,"CE26305","cua-1",176770,"100%",1,"168-elegans:sapiens"
1580,"Homo sapiens",168,"ENSP00000355170","ATP7A",538,"100%",1,"168-elegans:sapiens"
1581,"Homo sapiens",168,"ENSP00000383657","ATP7A",538,NULL,0.522,"168-elegans:sapiens"
1582,"Homo sapiens",168,"ENSP00000242839","ATP7B",540,NULL,0.277,"168-elegans:sapiens"
1583,"Caenorhabditis elegans",405,"CE29089","cul-1",176466,"99%",1,"405-elegans:sapiens"
1584,"Homo sapiens",405,"ENSP00000387160","CUL1",8454,"100%",1,"405-elegans:sapiens"
1585,"Caenorhabditis elegans",1998,"CE05514","cyc-1",172582,"100%",1,"1998-elegans:sapiens"
1586,"Homo sapiens",1998,"ENSP00000317159","CYC1",1537,"100%",1,"1998-elegans:sapiens"
1587,"Caenorhabditis elegans",1971,"CE31452","cyp-33E1",183602,"61%",1,"1971-elegans:sapiens"
1588,"Caenorhabditis elegans",1971,"CE12584","cyp-33C8",187705,"28%",1,"1971-elegans:sapiens"
1589,"Caenorhabditis elegans",1971,"CE08931","cyp-33C9",178752,"65%",1,"1971-elegans:sapiens"
1590,"Caenorhabditis elegans",1971,"CE41900","cyp-33E2",185653,NULL,0.784,"1971-elegans:sapiens"
1591,"Caenorhabditis elegans",1971,"CE10378","cyp-33C4",178704,NULL,0.608,"1971-elegans:sapiens"
1592,"Caenorhabditis elegans",1971,"CE10222","cyp-33C3",3565571,NULL,0.605,"1971-elegans:sapiens"
1593,"Caenorhabditis elegans",1971,"CE42114","cyp-33C7",185589,NULL,0.597,"1971-elegans:sapiens"
1594,"Caenorhabditis elegans",1971,"CE27379","cyp-33C5",178706,NULL,0.585,"1971-elegans:sapiens"
1595,"Caenorhabditis elegans",1971,"CE10228","cyp-33C6",185591,NULL,0.506,"1971-elegans:sapiens"
1596,"Caenorhabditis elegans",1971,"CE22218","cyp-33C11",190065,NULL,0.472,"1971-elegans:sapiens"
1597,"Caenorhabditis elegans",1971,"CE25818","cyp-33C2",178695,NULL,0.409,"1971-elegans:sapiens"
1598,"Caenorhabditis elegans",1971,"CE08736","cyp-33C1",183484,NULL,0.401,"1971-elegans:sapiens"
1599,"Caenorhabditis elegans",1971,"CE16589","cyp-33D3",189444,NULL,0.387,"1971-elegans:sapiens"
1600,"Caenorhabditis elegans",1971,"CE21315","cyp-33C12",189364,NULL,0.373,"1971-elegans:sapiens"
1601,"Caenorhabditis elegans",1971,"CE16230","cyp-33D1",187025,NULL,0.362,"1971-elegans:sapiens"
1602,"Caenorhabditis elegans",1971,"CE06809","cyp-33A1",179148,NULL,0.28,"1971-elegans:sapiens"
1603,"Caenorhabditis elegans",1971,"CE35248","cyp-33B1",182888,NULL,0.18,"1971-elegans:sapiens"
1604,"Homo sapiens",1971,"ENSP00000360317","CYP2C8",1558,"94%",1,"1971-elegans:sapiens"
1605,"Homo sapiens",1971,"ENSP00000360247","CYP2J2",1573,"90%",1,"1971-elegans:sapiens"
1606,"Homo sapiens",1971,"ENSP00000324648","CYP2B6",1555,"66%",1,"1971-elegans:sapiens"
1607,"Homo sapiens",1971,"ENSP00000360372","CYP2C19",1557,NULL,0.727,"1971-elegans:sapiens"
1608,"Homo sapiens",1971,"ENSP00000285979","CYP2C18",1562,NULL,0.713,"1971-elegans:sapiens"
1609,"Homo sapiens",1971,"ENSP00000260682","CYP2C9",1559,NULL,0.712,"1971-elegans:sapiens"
1610,"Homo sapiens",1971,"ENSP00000330650","CYP2B6",1555,NULL,0.597,"1971-elegans:sapiens"
1611,"Homo sapiens",1971,"ENSP00000252945","CYP2E1",1571,NULL,0.414,"1971-elegans:sapiens"
1612,"Homo sapiens",1971,"ENSP00000332679","CYP2A13",1553,NULL,0.389,"1971-elegans:sapiens"
1613,"Homo sapiens",1971,"ENSP00000301146","CYP2A7",1549,NULL,0.363,"1971-elegans:sapiens"
1614,"Homo sapiens",1971,"ENSP00000301141","CYP2A6",1548,NULL,0.362,"1971-elegans:sapiens"
1615,"Homo sapiens",1971,"ENSP00000333534","CYP2F1",1572,NULL,0.309,"1971-elegans:sapiens"
1616,"Homo sapiens",1971,"ENSP00000301173","CYP2S1",29785,NULL,0.286,"1971-elegans:sapiens"
1617,"Homo sapiens",1971,"ENSP00000334592","CYP2R1",120227,NULL,0.173,"1971-elegans:sapiens"
1618,"Homo sapiens",1971,"ENSP00000374620","CYP2D6",1565,NULL,0.125,"1971-elegans:sapiens"
1619,"Homo sapiens",1971,"ENSP00000333212","CYP2U1",113612,NULL,0.109,"1971-elegans:sapiens"
1620,"Homo sapiens",1971,"ENSP00000310149","CYP2W1",54905,NULL,0.077,"1971-elegans:sapiens"
1621,"Caenorhabditis elegans",1842,"CE05532","D1054.14",179499,"100%",1,"1842-elegans:sapiens"
1622,"Homo sapiens",1842,"ENSP00000257181","PRPF38A",84950,"100%",1,"1842-elegans:sapiens"
1623,"Caenorhabditis elegans",3688,"CE05526","D1054.8",183917,"73%",1,"3688-elegans:sapiens"
1624,"Caenorhabditis elegans",3688,"CE21095","R05D8.7",187608,NULL,0.562,"3688-elegans:sapiens"
1625,"Caenorhabditis elegans",3688,"CE23899","dhs-14",178738,NULL,0.54,"3688-elegans:sapiens"
1626,"Caenorhabditis elegans",3688,"CE41633","F12E12.11",4363044,NULL,0.511,"3688-elegans:sapiens"
1627,"Caenorhabditis elegans",3688,"CE12594","dhs-23",180038,NULL,0.501,"3688-elegans:sapiens"
1628,"Caenorhabditis elegans",3688,"CE05726","F25D1.5",184922,NULL,0.501,"3688-elegans:sapiens"
1629,"Caenorhabditis elegans",3688,"CE15574","C01G12.5",182087,NULL,0.499,"3688-elegans:sapiens"
1630,"Caenorhabditis elegans",3688,"CE21093","R05D8.9",187609,NULL,0.496,"3688-elegans:sapiens"
1631,"Caenorhabditis elegans",3688,"CE05752","F28H7.2",185096,NULL,0.487,"3688-elegans:sapiens"
1632,"Caenorhabditis elegans",3688,"CE03954","C06E4.6",182329,NULL,0.484,"3688-elegans:sapiens"
1633,"Caenorhabditis elegans",3688,"CE20725","F26D2.15",184969,NULL,0.474,"3688-elegans:sapiens"
1634,"Caenorhabditis elegans",3688,"CE14538","W03F9.9",189164,NULL,0.445,"3688-elegans:sapiens"
1635,"Caenorhabditis elegans",3688,"CE03951","C06E4.3",182326,NULL,0.436,"3688-elegans:sapiens"
1636,"Caenorhabditis elegans",3688,"CE03132","F02C12.2",184076,NULL,0.418,"3688-elegans:sapiens"
1637,"Caenorhabditis elegans",3688,"CE12990","T01G6.1",187961,NULL,0.401,"3688-elegans:sapiens"
1638,"Caenorhabditis elegans",3688,"CE21092","dhs-15",178739,NULL,0.399,"3688-elegans:sapiens"
1639,"Caenorhabditis elegans",3688,"CE35607","T01G6.10",187966,NULL,0.38,"3688-elegans:sapiens"
1640,"Caenorhabditis elegans",3688,"CE06649","ZK829.1",191434,NULL,0.226,"3688-elegans:sapiens"
1641,"Caenorhabditis elegans",3688,"CE42346","C06B8.3",182298,NULL,0.136,"3688-elegans:sapiens"
1642,"Caenorhabditis elegans",3688,"CE24368","Y47G6A.22",171925,NULL,0.114,"3688-elegans:sapiens"
1643,"Caenorhabditis elegans",3688,"CE37066","Y47G6A.21",171924,NULL,0.095,"3688-elegans:sapiens"
1644,"Homo sapiens",3688,"ENSP00000263278","HSD17B14",51171,"39%",1,"3688-elegans:sapiens"
1645,"Caenorhabditis elegans",4016,"CE36992","D1069.3",173425,"100%",1,"4016-elegans:sapiens"
1646,"Homo sapiens",4016,"ENSP00000286181","FAM126B",285172,NULL,0.437,"4016-elegans:sapiens"
1647,"Caenorhabditis elegans",3929,"CE09081","D2030.4",172513,"100%",1,"3929-elegans:sapiens"
1648,"Homo sapiens",3929,"ENSP00000215565","NDUFB7",4713,"100%",1,"3929-elegans:sapiens"
1649,"Caenorhabditis elegans",1715,"CE09086","wdr-23",172518,"100%",1,"1715-elegans:sapiens"
1650,"Homo sapiens",1715,"ENSP00000323680","DCAF11",80344,"100%",1,"1715-elegans:sapiens"
1651,"Caenorhabditis elegans",2988,"CE03107","D2085.3",174387,"100%",1,"2988-elegans:sapiens"
1652,"Homo sapiens",2988,"ENSP00000273783","EIF2B5",8893,"100%",1,"2988-elegans:sapiens"
1653,"Caenorhabditis elegans",2270,"CE17719","daf-1",176829,"100%",1,"2270-elegans:sapiens"
1654,"Homo sapiens",2270,"ENSP00000243349","ACVR1C",130399,"94%",1,"2270-elegans:sapiens"
1655,"Homo sapiens",2270,"ENSP00000364133","TGFBR1",7046,NULL,0.542,"2270-elegans:sapiens"
1656,"Homo sapiens",2270,"ENSP00000257963","ACVR1B",91,NULL,0.523,"2270-elegans:sapiens"
1657,"Homo sapiens",2270,"ENSP00000263640","ACVR1",90,NULL,0.27,"2270-elegans:sapiens"
1658,"Caenorhabditis elegans",3425,"CE27584","daf-12",181263,"59%",1,"3425-elegans:sapiens"
1659,"Homo sapiens",3425,"ENSP00000253727","NR1H2",7376,"100%",1,"3425-elegans:sapiens"
1660,"Homo sapiens",3425,"ENSP00000188403","NR1H4",9971,NULL,0.117,"3425-elegans:sapiens"
1661,"Homo sapiens",3425,"ENSP00000332695","RARG",5916,NULL,0.077,"3425-elegans:sapiens"
1662,"Homo sapiens",3425,"ENSP00000316769","RARA",5914,NULL,0.071,"3425-elegans:sapiens"
1663,"Homo sapiens",3425,"ENSP00000280696","THRB",7068,NULL,0.061,"3425-elegans:sapiens"
1664,"Homo sapiens",3425,"ENSP00000373282","RARB",5915,NULL,0.058,"3425-elegans:sapiens"
1665,"Caenorhabditis elegans",491,"CE28536","daf-15",177770,"100%",1,"491-elegans:sapiens"
1666,"Homo sapiens",491,"ENSP00000307272","RPTOR",57521,"100%",1,"491-elegans:sapiens"
1667,"Caenorhabditis elegans",1455,"CE28019","daf-19",174577,"100%",1,"1455-elegans:sapiens"
1668,"Homo sapiens",1455,"ENSP00000254325","RFX1",5989,"98%",1,"1455-elegans:sapiens"
1669,"Homo sapiens",1455,"ENSP00000371434","RFX3",5991,NULL,0.271,"1455-elegans:sapiens"
1670,"Homo sapiens",1455,"ENSP00000306335","RFX2",5990,NULL,0.239,"1455-elegans:sapiens"
1671,"Caenorhabditis elegans",582,"CE27499","daf-2",175410,"100%",1,"582-elegans:sapiens"
1672,"Homo sapiens",582,"ENSP00000268035","IGF1R",3480,"100%",1,"582-elegans:sapiens"
1673,"Homo sapiens",582,"ENSP00000303830","INSR",3643,NULL,0.438,"582-elegans:sapiens"
1674,"Homo sapiens",582,"ENSP00000357178","INSRR",3645,NULL,0.379,"582-elegans:sapiens"
1675,"Caenorhabditis elegans",4001,"CE01758","daf-7",175237,"81%",1,"4001-elegans:sapiens"
1676,"Homo sapiens",4001,"ENSP00000257868","GDF11",10220,"100%",1,"4001-elegans:sapiens"
1677,"Homo sapiens",4001,"ENSP00000260950","MSTN",2660,NULL,0.518,"4001-elegans:sapiens"
1678,"Caenorhabditis elegans",4184,"CE11536","ddl-1",173954,"100%",1,"4184-elegans:sapiens"
1679,"Homo sapiens",4184,"ENSP00000240079","CCDC53",51019,"100%",1,"4184-elegans:sapiens"
1680,"Caenorhabditis elegans",3988,"CE14854","ddl-2",190025,"100%",1,"3988-elegans:sapiens"
1681,"Caenorhabditis elegans",4239,"CE22480","ddl-3",175087,"100%",1,"4239-elegans:sapiens"
1682,"Homo sapiens",4239,"ENSP00000261647","TTC19",54902,"100%",1,"4239-elegans:sapiens"
1683,"Caenorhabditis elegans",2238,"CE32618","din-1",174782,"100%",1,"2238-elegans:sapiens"
1684,"Homo sapiens",2238,"ENSP00000364912","SPEN",23013,"100%",1,"2238-elegans:sapiens"
1685,"Caenorhabditis elegans",241,"CE42484","dkf-2",180121,"100%",1,"241-elegans:sapiens"
1686,"Homo sapiens",241,"ENSP00000368356","PRKD3",23683,"100%",1,"241-elegans:sapiens"
1687,"Homo sapiens",241,"ENSP00000291281","PRKD2",25865,NULL,0.285,"241-elegans:sapiens"
1688,"Caenorhabditis elegans",1342,"CE36153","dlk-1",173128,"100%",1,"1342-elegans:sapiens"
1689,"Homo sapiens",1342,"ENSP00000265026","MAP3K13",9175,"100%",1,"1342-elegans:sapiens"
1690,"Homo sapiens",1342,"ENSP00000267079","MAP3K12",7786,NULL,0.294,"1342-elegans:sapiens"
1691,"Caenorhabditis elegans",3568,"CE16968","cyc-2.1",177243,"100%",1,"3568-elegans:sapiens"
1692,"Caenorhabditis elegans",3568,"CE06565","cyc-2.2",179728,NULL,0.516,"3568-elegans:sapiens"
1693,"Homo sapiens",3568,"ENSP00000307786","CYCS",54205,"100%",1,"3568-elegans:sapiens"
1694,"Caenorhabditis elegans",199,"CE42493","eat-3",174476,"100%",1,"199-elegans:sapiens"
1695,"Homo sapiens",199,"ENSP00000355324","OPA1",4976,"100%",1,"199-elegans:sapiens"
1696,"Caenorhabditis elegans",45,"CE07721","eat-6",179796,"100%",1,"45-elegans:sapiens"
1697,"Homo sapiens",45,"ENSP00000295598","ATP1A1",476,"100%",1,"45-elegans:sapiens"
1698,"Homo sapiens",45,"ENSP00000354490","ATP1A2",477,NULL,0.556,"45-elegans:sapiens"
1699,"Homo sapiens",45,"ENSP00000302397","ATP1A3",478,NULL,0.549,"45-elegans:sapiens"
1700,"Homo sapiens",45,"ENSP00000357060","ATP1A4",480,NULL,0.232,"45-elegans:sapiens"
1701,"Caenorhabditis elegans",57,"CE15900","eef-2",172743,"100%",1,"57-elegans:sapiens"
1702,"Homo sapiens",57,"ENSP00000307940","EEF2",1938,"100%",1,"57-elegans:sapiens"
1703,"Caenorhabditis elegans",842,"CE24928","egl-10",179707,"99%",1,"842-elegans:sapiens"
1704,"Homo sapiens",842,"ENSP00000384428","RGS7",6000,"100%",1,"842-elegans:sapiens"
1705,"Homo sapiens",842,"ENSP00000341199","RGS6",9628,NULL,0.381,"842-elegans:sapiens"
1706,"Caenorhabditis elegans",328,"CE08940","egl-3",179412,"100%",1,"328-elegans:sapiens"
1707,"Homo sapiens",328,"ENSP00000262545","PCSK2",5126,"100%",1,"328-elegans:sapiens"
1708,"Caenorhabditis elegans",379,"CE19897","egl-4",176991,"99%",1,"379-elegans:sapiens"
1709,"Homo sapiens",379,"ENSP00000363092","PRKG1",5592,"70%",1,"379-elegans:sapiens"
1710,"Caenorhabditis elegans",534,"CE00543","egl-45",176094,"100%",1,"534-elegans:sapiens"
1711,"Homo sapiens",534,"ENSP00000358140","EIF3A",8661,"100%",1,"534-elegans:sapiens"
1712,"Caenorhabditis elegans",1488,"CE21211","lin-40",178788,"100%",1,"1488-elegans:sapiens"
1713,"Homo sapiens",1488,"ENSP00000333633","MTA1",9112,"100%",1,"1488-elegans:sapiens"
1714,"Homo sapiens",1488,"ENSP00000385823","MTA3",57504,NULL,0.421,"1488-elegans:sapiens"
1715,"Homo sapiens",1488,"ENSP00000278823","MTA2",9219,NULL,0.401,"1488-elegans:sapiens"
1716,"Caenorhabditis elegans",1199,"CE20310","eif-3.B",175138,"100%",1,"1199-elegans:sapiens"
1717,"Homo sapiens",1199,"ENSP00000316638","EIF3B",8662,"100%",1,"1199-elegans:sapiens"
1718,"Caenorhabditis elegans",3082,"CE00932","eif-3.F",174478,"100%",1,"3082-elegans:sapiens"
1719,"Homo sapiens",3082,"ENSP00000310040","EIF3F",8665,"100%",1,"3082-elegans:sapiens"
1720,"Caenorhabditis elegans",4086,"CE28339","egl-18",176992,"100%",1,"4086-elegans:sapiens"
1721,"Caenorhabditis elegans",4086,"CE31536","elt-6",176993,"100%",1,"4086-elegans:sapiens"
1722,"Homo sapiens",4086,"ENSP00000359576","GATA5",140628,"100%",1,"4086-elegans:sapiens"
1723,"Homo sapiens",4086,"ENSP00000269216","GATA6",2627,"100%",1,"4086-elegans:sapiens"
1724,"Homo sapiens",4086,"ENSP00000334458","GATA4",2626,NULL,0.317,"4086-elegans:sapiens"
1725,"Homo sapiens",4086,"ENSP00000365858","GATA1",2623,NULL,0.154,"4086-elegans:sapiens"
1726,"Caenorhabditis elegans",2394,"CE36670","epc-1",176679,"100%",1,"2394-elegans:sapiens"
1727,"Homo sapiens",2394,"ENSP00000263062","EPC1",80314,"100%",1,"2394-elegans:sapiens"
1728,"Homo sapiens",2394,"ENSP00000258484","EPC2",26122,NULL,0.403,"2394-elegans:sapiens"
1729,"Caenorhabditis elegans",540,"CE07806","erm-1",172174,"100%",1,"540-elegans:sapiens"
1730,"Homo sapiens",540,"ENSP00000353408","MSN",4478,"99%",1,"540-elegans:sapiens"
1731,"Homo sapiens",540,"ENSP00000384136","RDX",5962,NULL,0.646,"540-elegans:sapiens"
1732,"Homo sapiens",540,"ENSP00000376016","EZR",7430,NULL,0.474,"540-elegans:sapiens"
1733,"Caenorhabditis elegans",1554,"CE28787","ero-1",173325,"100%",1,"1554-elegans:sapiens"
1734,"Homo sapiens",1554,"ENSP00000346635","ERO1LB",56605,"100%",1,"1554-elegans:sapiens"
1735,"Homo sapiens",1554,"ENSP00000379042","ERO1L",30001,NULL,0.428,"1554-elegans:sapiens"
1736,"Caenorhabditis elegans",225,"CE18372","qars-1",178415,"100%",1,"225-elegans:sapiens"
1737,"Homo sapiens",225,"ENSP00000307567","QARS",5859,"100%",1,"225-elegans:sapiens"
1738,"Caenorhabditis elegans",347,"CE09163","tkt-1",177906,"100%",1,"347-elegans:sapiens"
1739,"Homo sapiens",347,"ENSP00000296289","TKT",7086,"100%",1,"347-elegans:sapiens"
1740,"Homo sapiens",347,"ENSP00000280605","TKTL2",84076,NULL,0.245,"347-elegans:sapiens"
1741,"Caenorhabditis elegans",3525,"CE09232","F08B4.7",177674,"100%",1,"3525-elegans:sapiens"
1742,"Homo sapiens",3525,"ENSP00000363129","SNRPC",6631,"100%",1,"3525-elegans:sapiens"
1743,"Caenorhabditis elegans",4434,"CE35853","clec-54",184217,"100%",1,"4434-elegans:sapiens"
1744,"Caenorhabditis elegans",4434,"CE19781","clec-55",184218,NULL,0.767,"4434-elegans:sapiens"
1745,"Caenorhabditis elegans",4434,"CE41220","clec-227",184216,NULL,0.565,"4434-elegans:sapiens"
1746,"Caenorhabditis elegans",4434,"CE37968","clec-56",179953,NULL,0.544,"4434-elegans:sapiens"
1747,"Caenorhabditis elegans",4434,"CE31901","clec-57",179951,NULL,0.361,"4434-elegans:sapiens"
1748,"Homo sapiens",4434,"ENSP00000360381","CDCP2",200008,"100%",1,"4434-elegans:sapiens"
1749,"Caenorhabditis elegans",3223,"CE24890","F09G8.3",184267,"100%",1,"3223-elegans:sapiens"
1750,"Homo sapiens",3223,"ENSP00000258455","MRPS9",64965,"100%",1,"3223-elegans:sapiens"
1751,"Caenorhabditis elegans",3149,"CE36622","Y43C5B.3",177922,"99%",1,"3149-elegans:sapiens"
1752,"Caenorhabditis elegans",3149,"CE31477","F13G3.7",172478,"99%",1,"3149-elegans:sapiens"
1753,"Homo sapiens",3149,"ENSP00000352497","SLC25A44",9673,"99%",1,"3149-elegans:sapiens"
1754,"Caenorhabditis elegans",157,"CE05629","F14B4.3",172752,"100%",1,"157-elegans:sapiens"
1755,"Homo sapiens",157,"ENSP00000263331","POLR1B",84172,"100%",1,"157-elegans:sapiens"
1756,"Caenorhabditis elegans",3086,"CE40484","set-26",178463,"100%",1,"3086-elegans:sapiens"
1757,"Caenorhabditis elegans",3086,"CE16990","set-9",177196,NULL,0.938,"3086-elegans:sapiens"
1758,"Homo sapiens",3086,"ENSP00000312379","MLL5",55904,"100%",1,"3086-elegans:sapiens"
1759,"Homo sapiens",3086,"ENSP00000384114","SETD5",55209,NULL,0.125,"3086-elegans:sapiens"
1760,"Caenorhabditis elegans",727,"CE20700","F19B6.1",178181,"100%",1,"727-elegans:sapiens"
1761,"Homo sapiens",727,"ENSP00000358924","UCKL1",54963,"100%",1,"727-elegans:sapiens"
1762,"Caenorhabditis elegans",4292,"CE03250","F21D5.8",184770,"100%",1,"4292-elegans:sapiens"
1763,"Caenorhabditis elegans",1598,"CE32634","F21H12.1",174019,"100%",1,"1598-elegans:sapiens"
1764,"Homo sapiens",1598,"ENSP00000264515","RBBP5",5929,"100%",1,"1598-elegans:sapiens"
1765,"Caenorhabditis elegans",210,"CE40504","daf-10",184883,"100%",1,"210-elegans:sapiens"
1766,"Homo sapiens",210,"ENSP00000296266","IFT122",55764,"100%",1,"210-elegans:sapiens"
1767,"Caenorhabditis elegans",1098,"CE30764","symk-1",182490,"100%",1,"1098-elegans:sapiens"
1768,"Homo sapiens",1098,"ENSP00000245934","SYMPK",8189,"100%",1,"1098-elegans:sapiens"
1769,"Caenorhabditis elegans",3703,"CE27100","C27H5.4",174177,"100%",1,"3703-elegans:sapiens"
1770,"Caenorhabditis elegans",3703,"CE28826","F28B3.5",172111,NULL,0.056,"3703-elegans:sapiens"
1771,"Homo sapiens",3703,"ENSP00000238936","TMEM180",79847,"100%",1,"3703-elegans:sapiens"
1772,"Caenorhabditis elegans",810,"CE39728","acs-20",178190,"100%",1,"810-elegans:sapiens"
1773,"Caenorhabditis elegans",810,"CE04285","acs-22",181138,NULL,0.164,"810-elegans:sapiens"
1774,"Homo sapiens",810,"ENSP00000300456","SLC27A4",10999,"99%",1,"810-elegans:sapiens"
1775,"Homo sapiens",810,"ENSP00000252595","SLC27A1",376497,NULL,0.401,"810-elegans:sapiens"
1776,"Caenorhabditis elegans",2906,"CE32639","usp-48",172782,"100%",1,"2906-elegans:sapiens"
1777,"Homo sapiens",2906,"ENSP00000309262","USP48",84196,"100%",1,"2906-elegans:sapiens"
1778,"Caenorhabditis elegans",797,"CE09807","sac-1",172778,"100%",1,"797-elegans:sapiens"
1779,"Homo sapiens",797,"ENSP00000373713","SACM1L",22908,"100%",1,"797-elegans:sapiens"
1780,"Caenorhabditis elegans",4200,"CE29308","F33D4.5",177549,"100%",1,"4200-elegans:sapiens"
1781,"Homo sapiens",4200,"ENSP00000315017","MRPL1",65008,"100%",1,"4200-elegans:sapiens"
1782,"Caenorhabditis elegans",4263,"CE38186","F43D2.1",185704,"100%",1,"4263-elegans:sapiens"
1783,"Homo sapiens",4263,"ENSP00000359194","FAM58A",92002,"100%",1,"4263-elegans:sapiens"
1784,"Caenorhabditis elegans",3624,"CE41652","F43E2.7",174207,"100%",1,"3624-elegans:sapiens"
1785,"Homo sapiens",3624,"ENSP00000303222","MTCH2",23788,"100%",1,"3624-elegans:sapiens"
1786,"Homo sapiens",3624,"ENSP00000362730","MTCH1",23787,NULL,0.337,"3624-elegans:sapiens"
1787,"Caenorhabditis elegans",864,"CE34018","F43G9.1",172655,"100%",1,"864-elegans:sapiens"
1788,"Homo sapiens",864,"ENSP00000299518","IDH3A",3419,"100%",1,"864-elegans:sapiens"
1789,"Caenorhabditis elegans",108,"CE16116","F55B11.1",178381,"100%",1,"108-elegans:sapiens"
1790,"Homo sapiens",108,"ENSP00000368727","XDH",7498,"100%",1,"108-elegans:sapiens"
1791,"Homo sapiens",108,"ENSP00000363832","AOX1",316,NULL,0.118,"108-elegans:sapiens"
1792,"Caenorhabditis elegans",1553,"CE26815","F55B12.4",3565786,"100%",1,"1553-elegans:sapiens"
1793,"Homo sapiens",1553,"ENSP00000251607","TRNT1",51095,"100%",1,"1553-elegans:sapiens"
1794,"Caenorhabditis elegans",2705,"CE18744","aakb-1",181492,"100%",1,"2705-elegans:sapiens"
1795,"Caenorhabditis elegans",2705,"CE22044","aakb-2",176552,NULL,0.275,"2705-elegans:sapiens"
1796,"Homo sapiens",2705,"ENSP00000254101","PRKAB2",5565,"100%",1,"2705-elegans:sapiens"
1797,"Homo sapiens",2705,"ENSP00000229328","PRKAB1",5564,NULL,0.523,"2705-elegans:sapiens"
1798,"Caenorhabditis elegans",3829,"CE11420","F59A3.3",172204,"100%",1,"3829-elegans:sapiens"
1799,"Homo sapiens",3829,"ENSP00000354525","MRPL24",79590,"100%",1,"3829-elegans:sapiens"
1800,"Caenorhabditis elegans",500,"CE03436","idh-1",177775,"100%",1,"500-elegans:sapiens"
1801,"Homo sapiens",500,"ENSP00000260985","IDH1",3417,"100%",1,"500-elegans:sapiens"
1802,"Caenorhabditis elegans",3264,"CE11462","exos-3",186604,"100%",1,"3264-elegans:sapiens"
1803,"Homo sapiens",3264,"ENSP00000323046","EXOSC3",51010,"100%",1,"3264-elegans:sapiens"
1804,"Caenorhabditis elegans",4255,"CE11464","F59C6.5",172933,"100%",1,"4255-elegans:sapiens"
1805,"Homo sapiens",4255,"ENSP00000268668","NDUFB10",4716,"100%",1,"4255-elegans:sapiens"
1806,"Caenorhabditis elegans",1623,"CE18302","fat-6",178122,"100%",1,"1623-elegans:sapiens"
1807,"Caenorhabditis elegans",1623,"CE09320","fat-7",179100,NULL,0.766,"1623-elegans:sapiens"
1808,"Caenorhabditis elegans",1623,"CE16551","fat-5",180162,NULL,0.377,"1623-elegans:sapiens"
1809,"Homo sapiens",1623,"ENSP00000359380","SCD",6319,"100%",1,"1623-elegans:sapiens"
1810,"Homo sapiens",1623,"ENSP00000316329","SCD5",79966,NULL,0.198,"1623-elegans:sapiens"
1811,"Caenorhabditis elegans",1149,"CE21023","fbp-1",266822,"100%",1,"1149-elegans:sapiens"
1812,"Homo sapiens",1149,"ENSP00000364475","FBP1",2203,"100%",1,"1149-elegans:sapiens"
