id,compound_id,species,strain,dosage,avg_lifespan_change_percent,max_lifespan_change_percent,gender,significance,pubmed_id,notes,biblio_id,last_modified,pvalue
390,2699,Drosophila melanogaster,Dahomey,32 µM,0,NULL,Male,NS,17875315,Once-mated individuals. 15% sugar/Brewer's yeast medium was used. The value is in respect to median lifespan.,18099,09/06/2020 18:54,NULL
391,2699,Drosophila melanogaster,Dahomey,200 µM,-1.4,NULL,Male,S,17875315,Once-mated individuals. 15% sugar/Brewer's yeast medium was used. The value is in respect to median lifespan.,18099,09/06/2020 18:54,NULL
392,2699,Drosophila melanogaster,Dahomey,1000 µM,-2.8,NULL,Male,NS,17875315,Once-mated individuals. 15% sugar/Brewer's yeast medium was used. The value is in respect to median lifespan.,18099,09/06/2020 18:54,NULL
393,2699,Drosophila melanogaster,Dahomey,10 µM,0,NULL,Male,NS,17875315,Once-mated individuals. 15% sugar/Brewer's yeast medium was used. The value is in respect to median lifespan.,18099,09/06/2020 18:54,NULL
394,3084,Drosophila melanogaster,,30 mg/mL,11.9,NULL,Female,S,17990971,,18174,09/06/2020 18:54,NULL
395,2734,Caenorhabditis elegans,N2,10 mM,36,NULL,,S,17959600,It also works at a dosage of 10 µM (PMID: 21802922).,18176,09/06/2020 18:54,NULL
396,2835,Caenorhabditis elegans,N2,100 µM,19,15,,S,18024103,Only the maximum lifespan extension is statiscally significant.,18175,09/06/2020 18:54,NULL
397,3084,Drosophila melanogaster,,30 mg/mL,14,NULL,Male,S,17990971,,18174,09/06/2020 18:54,NULL
398,2747,Caenorhabditis elegans,N2,50 µM,31,NULL,,S,18033297,Result was not replicated (it actually decreased lifespan) in PMID: 19112515.,18178,09/06/2020 18:54,NULL
399,2698,Caenorhabditis elegans,N2,50 ppm,74,NULL,NULL,S,18077331,"Mean lifespan extension is dependent on the caveat that hydrogen sulphide is only effective when administered during development. if the treatment is initiated at L4, it actually shortens lifespan.",18179,09/06/2020 18:54,NULL
400,3057,Rattus norvegicus,Wistar-Unilever,24 mg/5 ml/kg,11,NULL,,S,18179729,,18180,09/06/2020 18:54,NULL
401,2736,Caenorhabditis elegans,N2,6 mM,35,42,,S,18248662,These effects were temperature-sensitive as valproic acid did not extend lifespan at 15 or 25 degrees celsius.,18181,09/06/2020 18:54,NULL
402,2748,Caenorhabditis elegans,N2,10 µM,32.3,28.6,NULL,S,18221415,,18182,09/06/2020 18:54,NULL
403,2791,Mus musculus,C57BL/6J,550 mg/kg,15,NULL,,S,18257658,Lifespan assay conducted at 7 degrees celsius. Treatment reduced replicative lifespan in yeast (PMID: 20403425).,18183,09/06/2020 18:54,NULL
404,3027,Caenorhabditis elegans,N2,0.5 mM,22,NULL,,S,18400258,Acts by mimicking superoxide dismutase (SOD)/catalase.,18184,09/06/2020 18:54,NULL
405,2774,Caenorhabditis elegans,N2,50 µM,27.8,21.4,NULL,S,18221415,,18182,09/06/2020 18:54,NULL
406,2688,Mus musculus,UM-HET3,21 mg/kg food,8,47.2,MALE,S,18631321,,18191,13/08/2020 21:35,NULL
407,2694,Saccharomyces cerevisiae,BY4741,0.2-0.4 mM,86,NULL,,S,18513215,"The same dosage failed to extend the lifespan of C. Elegans, on PMID: 24134630.",18190,09/06/2020 18:54,NULL
408,2756,Caenorhabditis elegans,N2,30 µM,31,NULL,,S,18409080,Lifespan assay conducted at 25 degrees celsius. No effects were observed when performed at 20 degrees celsius.,18186,09/06/2020 18:54,NULL
409,2994,Caenorhabditis elegans,N2,250 µg/ml,16,NULL,,S,18536978,,18189,09/06/2020 18:54,NULL
410,3031,Caenorhabditis elegans,N2,10 µg/ml,15,NULL,,S,18536978,,18189,09/06/2020 18:54,NULL
411,2700,Mus musculus,UM-HET3,2.5 g/kg food,12,NULL,MALE,S,18631321,,18191,15/08/2020 09:58,NULL
412,2835,Caenorhabditis elegans,N2,100 µM,10,NULL,,S,18692520,The mean lifespan extension varies between 4% and 17%.,18194,09/06/2020 18:54,NULL
413,2820,Mus musculus,Swiss Webster ,1 mg/L,7.1,NULL,FEMALE,S,18505478,,18188,13/08/2020 21:36,NULL
414,2792,Rattus norvegicus,BN/SsNOlaHSD,1.5 g/kg,0,NULL,Male,NS,18486188,It was shown that alpha-lipoic acid could block the lifespan extension caused by dietary restriction. When the compound was used alone it did not significantly alter lifespan.,18187,09/06/2020 18:54,NULL
415,2792,Caenorhabditis elegans,N2,1 mM,21,0,NULL,S,18755260,,18195,09/06/2020 18:54,NULL
416,2835,Caenorhabditis elegans,N2,200 µM,10,NULL,,S,18692520,The mean lifespan extension varies between 4% and 26%.,18194,09/06/2020 18:54,NULL
417,2759,Caenorhabditis elegans,N2,3 mM,31,NULL,,S,18755260,,18195,09/06/2020 18:54,NULL
418,2712,Caenorhabditis elegans,N2,820 µM,51,NULL,,S,18755260,,18195,09/06/2020 18:54,NULL
419,2835,Caenorhabditis elegans,N2,100 µM,8,-3,,NS,19043800,Only the mean lifespan change was tested for statiscally significance.,18199,09/06/2020 18:54,NULL
420,2835,Caenorhabditis elegans,N2,100 µM,8,16,,S,19043800,Only the mean lifespan change was tested for statiscally significance.,18199,09/06/2020 18:54,NULL
421,2835,Caenorhabditis elegans,N2,200 µM,9,NULL,,S,19043800,Lifespan assay conducted at 15 degrees celsius. Only the mean lifespan change was tested for statiscally significance.,18199,09/06/2020 18:54,NULL
422,2874,Caenorhabditis elegans,N2,1 mM,12,0,,S,18755260,,18195,09/06/2020 18:54,NULL
423,2835,Caenorhabditis elegans,N2,200 µM,10,-8,,NS,19043800,Only the mean lifespan change was tested for statiscally significance.,18199,09/06/2020 18:54,NULL
424,2835,Caenorhabditis elegans,N2,200 µM,10,NULL,,S,19043800,Only the mean lifespan change was tested for statiscally significance.,18199,09/06/2020 18:54,NULL
425,2835,Caenorhabditis elegans,N2,200 µM,9,0,,S,19043800,Only the mean lifespan change was tested for statiscally significance. Animals fed UV-killed bacteria from the sixth day of adulthood.,18199,09/06/2020 18:54,NULL
426,2835,Caenorhabditis elegans,N2,200 µM,10,-2,,S,19043800,Only the mean lifespan change was tested for statiscally significance. Animals subjected to starvation from the sixth day of adulthood.,18199,09/06/2020 18:54,NULL
427,2835,Caenorhabditis elegans,N2,100 µM,11,25,,S,19043800,Only the mean lifespan change was tested for statiscally significance.,18199,09/06/2020 18:54,NULL
428,2835,Caenorhabditis elegans,N2,200 µM,18,29,,S,19043800,Only the mean lifespan change was tested for statiscally significance.,18199,09/06/2020 18:54,NULL
429,2835,Caenorhabditis elegans,N2,200 µM,11,9,,S,19043800,Only the mean lifespan change was tested for statiscally significance.,18199,09/06/2020 18:54,NULL
430,2821,Caenorhabditis elegans,N2,NA,12.2,NULL,,S,19085685,,18212,09/06/2020 18:54,NULL
431,3052,Drosophila melanogaster,rosy^+5,100 g/l medium,NULL,NULL,Male,NS,19083435,Only survivorship curves are reported.,18210,09/06/2020 18:54,NULL
432,2691,Drosophila melanogaster,,20 pM-20 nM,14,NULL,NULL,S,19120018,,18213,09/06/2020 18:54,NULL
433,2691,Ceriodaphnia affinis,,0.55 nM,100,NULL,,S,19120018,,18213,09/06/2020 18:54,NULL
434,3052,Drosophila melanogaster,rosy^+5,50 g/l medium,NULL,NULL,Male,S,19083435,The average lifespan extension was statistically significant but only survivorship curves are reported.,18210,09/06/2020 18:54,NULL
435,2691,Podospora anserina,,100 nM,50,NULL,,S,19120018,,18213,09/06/2020 18:54,NULL
436,2699,Anastrepha ludens,,100 µM,-25.3,-9.5,Female,S,19264118,Treatment applied on top of 75% calorie restriction; 3:1 sugar:yeast diet.,18216,09/06/2020 18:54,NULL
437,2699,Anastrepha ludens,,100 µM,-14.5,-14.4,Male,NS,19264118,Sugar only diet.,18216,09/06/2020 18:54,NULL
438,2699,Anastrepha ludens,,100 µM,-5.8,-7.3,Male,NS,19264118,Treatment applied on top of 75% calorie restriction; 3:1 sugar:yeast diet.,18216,09/06/2020 18:54,NULL
439,2699,Anastrepha ludens,,100 µM ,-4.6,-12.4,Male,NS,19264118,Treatment applied on top of 50% calorie restriction; sugar only diet.,18216,09/06/2020 18:54,NULL
440,2699,Anastrepha ludens,,100 µM,-2.8,-4.8,Female,NS,19264118,Treatment applied on top of 75% calorie restriction; sugar only diet.,18216,09/06/2020 18:54,NULL
441,2699,Anastrepha ludens,,100 µM,-3.3,-12.1,Male,NS,19264118,9:1 sugar:yeast diet.,18216,09/06/2020 18:54,NULL
442,2699,Anastrepha ludens,,100 µM,-0.5,3.7,Male,NS,19264118,Treatment applied on top of 75% calorie restriction; sugar only diet.,18216,09/06/2020 18:54,NULL
443,2699,Anastrepha ludens,,100 µM,-1.4,-12,Male,NS,19264118,Treatment applied on top of 50% calorie restriction; 9:1 (sugar:yeast diet.,18216,09/06/2020 18:54,NULL
444,2699,Anastrepha ludens,,100 µM,-2.3,16.7,Female,NS,19264118,Treatment applied on top of 50% calorie restriction; 3:1 sugar:yeast diet.,18216,09/06/2020 18:54,NULL
445,2699,Anastrepha ludens,,100 µM,0,-3.4,Female,NS,19264118,Treatment applied on top of 50% calorie restriction; sugar only diet.,18216,09/06/2020 18:54,NULL
446,2699,Anastrepha ludens,,100 µM,1.3,16.6,Male,NS,19264118,24:1 sugar:yeast diet.,18216,09/06/2020 18:54,NULL
447,2699,Anastrepha ludens,,100 µM,2.3,5,Male,NS,19264118,Treatment applied on top of 75% calorie restriction; 24:1 sugar:yeast diet.,18216,09/06/2020 18:54,NULL
448,2699,Anastrepha ludens,,100 µM,2.6,17.5,Female,NS,19264118,Treatment applied on top of 50% calorie restriction; 9:1 sugar:yeast diet.,18216,09/06/2020 18:54,NULL
449,2699,Anastrepha ludens,,100 µM,1.5,10,Male,NS,19264118,Treatment applied on top of 50% calorie restriction; 24:1 sugar:yeast diet.,18216,09/06/2020 18:54,NULL
450,2699,Anastrepha ludens,,100 µM,2.5,-7.7,Male,NS,19264118,3:1 sugar:yeast diet.,18216,09/06/2020 18:54,NULL
451,2699,Anastrepha ludens,,100 µM,3.8,5.7,Female,NS,19264118,Treatment applied on top of 75% calorie restriction; 24:1 sugar:yeast diet.,18216,09/06/2020 18:54,NULL
452,2699,Anastrepha ludens,,100 µM,11.2,-1.4,Female,NS,19264118,3:1 sugar:yeast diet.,18216,09/06/2020 18:54,NULL
453,2699,Anastrepha ludens,,100 µM,8,36.3,Male,NS,19264118,Treatment applied on top of 50% calorie restriction; 3:1 sugar:yeast diet.,18216,09/06/2020 18:54,NULL
454,2699,Anastrepha ludens,,100 µM,-4.9,5.4,Female,NS,19264118,9:1 sugar:yeast diet.,18216,09/06/2020 18:54,NULL
455,2699,Anastrepha ludens,,100 µM,2.6,13.9,Male,NS,19264118,Treatment applied on top of 75% calorie restriction; 9:1 sugar:yeast diet.,18216,09/06/2020 18:54,NULL
456,2699,Anastrepha ludens,,100 µM,6.2,7.3,Female,NS,19264118,Treatment applied on top of 50% calorie restriction; 24:1 sugar:yeast diet.,18216,09/06/2020 18:54,NULL
457,2699,Anastrepha ludens,,100 µM,15.6,22.5,Female,S,19264118,Treatment applied on top of 75% calorie restriction; 9:1 sugar:yeast diet.,18216,09/06/2020 18:54,NULL
458,3077,Caenorhabditis elegans,N2,10 µg/mL,NULL,5.2,,S,19350411,,18238,09/06/2020 18:54,NULL
459,2699,Anastrepha ludens,,100 µM,-2.3,26.5,Female,NS,19264118,24:1 sugar:yeast diet.,18216,09/06/2020 18:54,NULL
460,2699,Anastrepha ludens,,100 µM,-5.6,10.2,Female,NS,19264118,Sugar only diet.,18216,09/06/2020 18:54,NULL
461,2850,Drosophila melanogaster,Ives,12 mg/ml,17.2,NULL,Female,S,19430925,,18243,09/06/2020 18:54,NULL
462,2832,Caenorhabditis elegans,clk-1 (qm30),,19,NULL,,S,19428456,A lifespan assay using a dosage of 10 µM and the N2 strain failed to extend lifespan (PMID:22244837).,18241,09/06/2020 18:54,NULL
463,3083,Caenorhabditis elegans,N2,10 µg/mL,NULL,9.8,,S,19350411,,18238,09/06/2020 18:54,NULL
464,2882,Caenorhabditis elegans,N2,100 µM,15,NULL,,O,19370397,,18242,09/06/2020 18:54,NULL
465,2850,Drosophila melanogaster,Ives,12 mg/ml,15.4,NULL,Male,S,19430925,,18243,09/06/2020 18:54,NULL
466,2703,Caenorhabditis elegans,N2,10 µM,60,NULL,NULL,S,19442682,,18246,09/06/2020 18:54,NULL
467,2905,Caenorhabditis elegans,N2,200 µm,13,NULL,,S,19501612,,18248,09/06/2020 18:54,NULL
468,3196,Caenorhabditis elegans,N2,25 µL Liposomes + 240 µg ascorbic acid,NULL,50,NULL,S,19580823,"When not encapsulated in liposomes, the compound failed to extend lifespan in Drosophila melanogaster (PMID:23947005).",18247,09/06/2020 18:54,NULL
469,2983,Caenorhabditis elegans,N2,25 µL Liposomes + 360 µg glutathione,NULL,50,,S,19580823,,18247,09/06/2020 18:54,NULL
470,2761,Caenorhabditis elegans,N2,25 µL Liposomes + 100 µg NAC,NULL,42.9,,S,19580823,,18247,09/06/2020 18:54,NULL
471,2769,Caenorhabditis elegans,N2,40 µm,29,NULL,,S,19597959,,18251,09/06/2020 18:54,NULL
472,3010,Drosophila melanogaster,,25 mg/mL,24,16,Male,S,19634056,,18252,09/06/2020 18:54,NULL
473,2718,Caenorhabditis elegans,N2,25 µL Liposomes + 0.6mg trimethadione,NULL,50,,S,19580823,,18247,09/06/2020 18:54,NULL
474,3045,Drosophila melanogaster,,10 mg/ml,10,NULL,,S,19770032,,18254,09/06/2020 18:54,NULL
475,2819,Mus musculus,Hybrid of CB6F1(F)& C3D2F1(M),2.24 mg/kg/day,13,14,Female,S,19587680,Treatment began at the 600 days of age.,18255,09/06/2020 18:54,NULL
476,3010,Drosophila melanogaster,,25 mg/mL,24,31,Female,S,19634056,,18252,09/06/2020 18:54,NULL
477,2686,Drosophila melanogaster,w1118,1 mM,30,NULL,,S,19801973,,18258,09/06/2020 18:54,NULL
478,2686,Saccharomyces cerevisiae,,4 mM,233,NULL,,S,19801973,,18258,09/06/2020 18:54,NULL
479,2796,Caenorhabditis elegans,N2,50 ppm,23,NULL,,S,19837596,,18260,09/06/2020 18:54,NULL
480,3015,Caenorhabditis elegans,N2,100 ppm,35,NULL,,S,19837596,,18260,09/06/2020 18:54,NULL
481,2701,Caenorhabditis elegans,N2,2%,-19,NULL,,S,19883616,,18263,09/06/2020 18:54,NULL
482,2701,Caenorhabditis elegans,N2,2%,-19,NULL,,S,19883616,Lifespan assay was performed without adding FUDR.,18263,09/06/2020 18:54,NULL
483,2686,Caenorhabditis elegans,N2,0.2 mM,15,NULL,,S,19801973,,18258,09/06/2020 18:54,NULL
484,2701,Caenorhabditis elegans,N2,2%,-11,NULL,,S,19883616,Glucose feeding initiated on day 1 of adulthood.,18263,09/06/2020 18:54,NULL
485,2701,Caenorhabditis elegans,N2,2%,0,NULL,,NS,19883616,Glucose feeding during entire larval developmental period.,18263,09/06/2020 18:54,NULL
486,2701,Caenorhabditis elegans,N2,2%,11,NULL,,NS,19883616,Glucose feeding during entire larval developmental period.,18263,09/06/2020 18:54,NULL
487,2701,Caenorhabditis elegans,N2,2%,-9,NULL,,S,19883616,,18263,09/06/2020 18:54,NULL
488,2701,Caenorhabditis elegans,N2,2%,-24,NULL,,S,19883616,,18263,09/06/2020 18:54,NULL
489,2701,Caenorhabditis elegans,N2,2%,-15,NULL,,S,19883616,Glucose feeding initiated on day 1 of adulthood.,18263,09/06/2020 18:54,NULL
490,2701,Caenorhabditis elegans,N2,2%,-20,NULL,,S,19883616,,18263,09/06/2020 18:54,NULL
491,2701,Caenorhabditis elegans,N2,2%,-31,NULL,,S,19883616,,18263,09/06/2020 18:54,NULL
492,2701,Caenorhabditis elegans,N2,2%,-15,NULL,,S,19883616,,18263,09/06/2020 18:54,NULL
493,2701,Caenorhabditis elegans,N2,2%,-17,NULL,,S,19883616,,18263,09/06/2020 18:54,NULL
494,2701,Caenorhabditis elegans,N2,2%,-28,NULL,,S,19883616,,18263,09/06/2020 18:54,NULL
495,2701,Caenorhabditis elegans,N2,2%,-23,NULL,NULL,S,19883616,Lifespan assay was performed without adding FUDR.,18263,09/06/2020 18:54,NULL
496,2701,Caenorhabditis elegans,N2,2%,-16,NULL,,S,19883616,,18263,09/06/2020 18:54,NULL
497,2701,Caenorhabditis elegans,N2,102%,-17,NULL,,S,19883616,Lifespan assay was performed without adding FUDR.,18263,09/06/2020 18:54,NULL
498,2711,Caenorhabditis elegans,N2,1%,-36,NULL,,S,19883616,,18263,09/06/2020 18:54,NULL
499,2711,Caenorhabditis elegans,N2,1%,-23,NULL,,S,19883616,,18263,09/06/2020 18:54,NULL
500,2766,Caenorhabditis elegans,N2,2%,5,NULL,,NS,19883616,,18263,09/06/2020 18:54,NULL
501,2711,Caenorhabditis elegans,N2,1%,-24,NULL,,S,19883616,,18263,09/06/2020 18:54,NULL
502,2819,Mus musculus,C57BL/6J,4 mg/kg,NULL,NULL,Male,S,19934433,Drug taken every other day. It extended lifespan significantly; but the magnitude of the effect is not reported. Lifespan assay conducted in old mice.,18283,09/06/2020 18:54,NULL
503,2815,Drosophila melanogaster,Canton S,5 µM,14,22.5,Male,S,20017609,,18284,09/06/2020 18:54,NULL
504,2766,Caenorhabditis elegans,N2,2%,-2,NULL,,NS,19883616,,18263,09/06/2020 18:54,NULL
505,2815,Drosophila melanogaster,Canton S,5 µM,14.3,16.3,Female,S,20017609,,18284,09/06/2020 18:54,NULL
506,2819,Drosophila melanogaster,white Dahomey,200 µM,13,NULL,Female,S,20074526,,18287,09/06/2020 18:54,NULL
507,3050,Caenorhabditis elegans,N2,100 µg/ml,12,NULL,,S,20179756,,18288,09/06/2020 18:54,NULL
508,2696,Rattus norvegicus,Fischer 344,300 mg/kg/day,2.3,2.1,,NS,20304770,,18289,09/06/2020 18:54,NULL
509,2774,Caenorhabditis elegans,N2,50 µM,17.3,21.6,,S,20346071,,18290,09/06/2020 18:54,NULL
510,3046,Mus musculus,C57BL/6J,0.005,7.2,NULL,Female,NS,20370440,The value refers to median survival.,18291,09/06/2020 18:54,NULL
511,2696,Caenorhabditis elegans,N2,50 mM,40,0,,S,20090912,,18292,09/06/2020 18:54,NULL
512,3046,Mus musculus,C57BL/6J,0.0005,8.8,NULL,Female,S,20370440,The value refers to median survival.,18291,09/06/2020 18:54,NULL
513,3046,Mus musculus,C57BL/6J,0.005,13.5,NULL,Male,S,20370440,The value refers to median survival.,18291,09/06/2020 18:54,NULL
514,3046,Mus musculus,C57BL/6J,0.0005,14.4,NULL,Male,S,20370440,The value refers to median survival.,18291,09/06/2020 18:54,NULL
515,2836,Caenorhabditis elegans,N2,100 µM,18,NULL,,S,20413530,,18296,09/06/2020 18:54,NULL
516,2986,Philodina acuticornis,odiosa,10 µM,137.8,NULL,,S,20421998,IPAM treated rotifers were of larger size than rotifers of the same age exposed to control vehicle solution.,18297,09/06/2020 18:54,NULL
517,2986,Philodina acuticornis,odiosa,20 µM,229.7,NULL,,S,20421998,IPAM treated rotifers were of larger size than rotifers of the same age exposed to control vehicle solution.,18297,09/06/2020 18:54,NULL
518,3037,Caenorhabditis elegans,N2,150 µg / mL,13.2,NULL,,S,20455573,,18300,09/06/2020 18:54,NULL
519,2986,Philodina acuticornis,odiosa,30 µM,267.9,NULL,,S,20421998,IPAM treated rotifers were of larger size than rotifers of the same age exposed to control vehicle solution.,18297,09/06/2020 18:54,NULL
520,2750,Caenorhabditis elegans,N2,5 mM,32,NULL,,S,20477758,,18301,09/06/2020 18:54,NULL
521,2722,Caenorhabditis elegans,N2,100 µM,15,11,,NS,20513639,No statistical analysis for significance reported.,18302,09/06/2020 18:54,NULL
522,3000,Caenorhabditis elegans,N2,200 µM,21,NULL,,S,20528576,Peptide sequence of DhHP-6: Ala-His-Thr-Val-Glu-Lys.,18303,09/06/2020 18:54,NULL
523,2821,Caenorhabditis elegans,N2,100 µM,20,13,,NS,20513639,No statistical analysis for significance was reported.,18302,09/06/2020 18:54,NULL
524,2685,Saccharomyces cerevisiae,BY4741,1 mM,140,NULL,,NS,20550520,Chronological lifespan assay in a minimal medium with 3% glycerol relative to 2% glucose. No statistical analysis for significance reported.,18305,09/06/2020 18:54,NULL
525,2685,Saccharomyces cerevisiae,BY4741,1 mM,260,NULL,,NS,20550520,No statistical analysis for significance reported.,18305,09/06/2020 18:54,NULL
526,2685,Saccharomyces cerevisiae,CM39L-11A,1 mM,50,NULL,,NS,20550520,Chronological lifespan assay in a minimal medium with 3% glicerol relative to 2% glucose. No statistical analysis for significance reported.,18305,09/06/2020 18:54,NULL
527,2685,Saccharomyces cerevisiae,CM39L-11A,1 mM,42.8,NULL,,NS,20550520,No statistical analysis for significance reported.,18305,09/06/2020 18:54,NULL
528,2715,Drosophila melanogaster,Canton S,100 µM,19,NULL,Female,S,20645870,,18312,09/06/2020 18:54,NULL
529,2690,Saccharomyces cerevisiae,BY4741,50 µM ,100,NULL,,S,20622262,,18311,09/06/2020 18:54,NULL
530,2783,Drosophila melanogaster,,50 mg/l,20,NULL,Male,S,20681748,,18313,09/06/2020 18:54,NULL
531,3004,Rattus norvegicus,Sprague-Dawley,0.09,11,13,,S,20553190,Compound prepared from chum salmon (Oncorhynchus keta).,18310,09/06/2020 18:54,NULL
532,2685,Saccharomyces cerevisiae,CM39L-11A,1 mM,62.4,NULL,,NS,20550520,No statistical analysis for significance reported.,18305,09/06/2020 18:54,NULL
533,3034,Drosophila melanogaster,,50 mg/L,16,NULL,Male,S,20681748,,18313,09/06/2020 18:54,NULL
534,2685,Saccharomyces cerevisiae,CM39L-11A,1 mM,21.4,NULL,,NS,20550520,No statistical analysis for significance reported.,18305,09/06/2020 18:54,NULL
535,3034,Drosophila melanogaster,,50 mg/L,36,NULL,Female,S,20681748,,18313,09/06/2020 18:54,NULL
536,2715,Drosophila melanogaster,Ives,250 µM,18,NULL,Male,S,20645870,,18312,09/06/2020 18:54,NULL
537,3018,Caenorhabditis elegans,N2,100 µg/ml,12,NULL,,S,20717869,,18320,09/06/2020 18:54,NULL
538,3016,Caenorhabditis elegans,N2,65 µg/ml,12.1,NULL,,S,20717869,,18320,09/06/2020 18:54,NULL
539,3009,Drosophila melanogaster,Oregon R,4 µl/100 ml media,12.4,6.4,NULL,S,20738162,,18318,09/06/2020 18:54,NULL
540,3009,Drosophila melanogaster,Oregon R,12 µl/100 ml media,26.8,21.3,Male,S,20738162,,18318,09/06/2020 18:54,NULL
541,3009,Drosophila melanogaster,Oregon R,4 µl/100 ml media,16,14,NULL,S,20738162,,18318,09/06/2020 18:54,NULL
542,3009,Drosophila melanogaster,Oregon R,20 µl/100 ml media,44.4,8,Male,S,20738162,,18318,09/06/2020 18:54,NULL
543,3009,Drosophila melanogaster,Oregon R,20 µl/100 ml media,55.7,36,Female,S,20738162,,18318,09/06/2020 18:54,NULL
544,3047,Drosophila melanogaster,Oregon R,12 µl/100 ml media,21.9,8,Female,S,20738162,,18318,09/06/2020 18:54,NULL
545,3047,Drosophila melanogaster,Oregon R,12 µl/100 ml media,22.1,10.6,Male,S,20738162,,18318,09/06/2020 18:54,NULL
546,3047,Drosophila melanogaster,Oregon R,20 µl/100 ml media,32,14.9,Male,S,20738162,,18318,09/06/2020 18:54,NULL
547,3009,Drosophila melanogaster,Oregon R,12 µl/100 ml media,31.3,22,Female,S,20738162,,18318,09/06/2020 18:54,NULL
548,2768,Caenorhabditis elegans,N2,0.005,29,18.6,,S,20828537,,18329,09/06/2020 18:54,NULL
549,2761,Mus musculus,UM-HET3,10 g/L of water,24,45,Male,S,20819793,Treatment started at 7 months of age.,18330,09/06/2020 18:54,NULL
550,3028,Caenorhabditis elegans,N2,,41,0,,S,20944427,,18331,09/06/2020 18:54,NULL
551,2916,Mus musculus,B6.129S2,1.5 mg/g body weight,12,4.6,MALE,S,20889128,,18332,13/08/2020 21:36,NULL
552,2898,Caenorhabditis elegans,N2,2.5 mM,13.9,NULL,,S,21040400,,18333,09/06/2020 18:54,NULL
553,3047,Drosophila melanogaster,Oregon R,20 µl/100 ml media,35.6,14,Female,S,20738162,,18318,09/06/2020 18:54,NULL
554,2975,Drosophila melanogaster,Oregon R,,3.2,NULL,,S,21061062,,18334,09/06/2020 18:54,NULL
555,2954,Caenorhabditis elegans,N2,50 µg/ml,7.9,13.5,,S,21153705,,18337,09/06/2020 18:54,NULL
556,2705,Caenorhabditis elegans,N2,0.1 mM,58,48,,S,21151885,,18336,09/06/2020 18:54,NULL
557,2975,Drosophila melanogaster,Oregon R,,2.6,NULL,,S,21061062,,18334,09/06/2020 18:54,NULL
558,2831,Caenorhabditis elegans,N2,10 µM,19,NULL,NULL,S,21348927,,18340,09/06/2020 18:54,NULL
559,2955,Caenorhabditis elegans,N2,100 nM,7.9,9,,S,21264793,,18339,09/06/2020 18:54,NULL
560,3071,Drosophila melanogaster,Canton S,0.04,17.6,2.7,Female,S,21406223,Treatment only worked on females. Dosages below this one failed to work.,18341,09/06/2020 18:54,NULL
561,3018,Drosophila melanogaster,Oregon R,NA,10,NULL,,S,21319854,,18342,09/06/2020 18:54,NULL
562,2699,Caenorhabditis elegans,N2,100 ug/ml,11,11.5,,O,21364612,The magnitude of the statistical significances were not reported.,18343,09/06/2020 18:54,NULL
563,2704,Caenorhabditis elegans,N2,50-100 µM,60,78,,S,21451522,,18344,09/06/2020 18:54,NULL
564,2867,Drosophila melanogaster,,20 mg/l,16,NULL,Female,S,21483034,,18346,09/06/2020 18:54,NULL
565,2992,Anastrepha ludens,Loew,0.02,43,NULL,,S,21455602,,18345,09/06/2020 18:54,NULL
566,2907,Caenorhabditis elegans,TJ1060,10 µM,13,NULL,,S,21296648,,18347,09/06/2020 18:54,NULL
567,2867,Drosophila melanogaster,,20 mg/l,15,NULL,Male,S,21483034,,18346,09/06/2020 18:54,NULL
568,2929,Caenorhabditis elegans,N2,300 µM,11,NULL,,S,21503726,,18348,09/06/2020 18:54,NULL
569,3019,Caenorhabditis elegans,N2,20 µg/mL,20,NULL,,S,21563825,,18350,09/06/2020 18:54,NULL
570,3058,Caenorhabditis elegans,N2,21 µg/mL,12,NULL,,S,21563825,,18350,09/06/2020 18:54,NULL
571,3028,Caenorhabditis elegans,N2,,12.1,NULL,,S,21737933,Pre-vacuumed ERW.,18353,09/06/2020 18:54,NULL
572,2939,Caenorhabditis elegans,N2,200 µM,10,NULL,,S,21503726,,18348,09/06/2020 18:54,NULL
573,3028,Caenorhabditis elegans,N2,,15.5,NULL,,S,21737933,,18353,09/06/2020 18:54,NULL
574,3028,Caenorhabditis elegans,N2,,32.3,NULL,,S,21737933,,18353,09/06/2020 18:54,NULL
575,2722,Drosophila melanogaster,Canton S,0.1 mM/l,42,NULL,,S,21525262,,18356,09/06/2020 18:54,NULL
576,3028,Caenorhabditis elegans,N2,,37.4,NULL,,S,21737933,Pre-vacuumed ERW.,18353,09/06/2020 18:54,NULL
577,3027,Caenorhabditis elegans,N2,50 ppb,1.7,NULL,,NS,21737933,,18353,09/06/2020 18:54,NULL
578,2835,Caenorhabditis elegans,N2,22 µg/mL,14,NULL,,S,21563825,,18350,09/06/2020 18:54,NULL
