id,compound_id,synonym
67484,2761,Fluimucil
67485,2761,Mucomyst
67486,2761,Fluprowit
67487,2761,N-Acetyl-cysteine
67488,2761,Parvolex
67489,2761,Acetein
67490,2761,Airbron
67491,2761,Fabrol
67492,2761,Acetilcisteina
67493,2761,Acetylcysteinum
67494,2761,Fluimucetin
67495,2761,Flumucetin
67496,2761,Mucosolvin
67497,2761,Mucosil
67498,2761,Brunac
67499,2761,Fluimicil Infantil
67500,2761,Lysomucil
67501,2762,SB 203580
67502,2762,152121-47-6
67503,2762,SB-203580
67504,2762,SB203580
67505,2762,4-(4-(4-fluorophenyl)-2-(4-(methylsulfinyl)phenyl)-1H-imidazol-5-yl)pyridine
67506,2762,4-(4-Fluorophenyl)-2-[4-(methylsulfinyl)phenyl]-5-(4-pyridyl)-1H-imidazole
67507,2762,CHEBI:90705
67508,2762,4-(4-Fluorophenyl)-2-(4-methylsulfinylphenyl)-5-(4-pyridyl)-1H-imidazole
67509,2762,CHEMBL10
67510,2762,RWJ 64809
67511,2762,4-(4-Fluorophenyl)-2-(4-methylsulfinylphenyl)-5-(4-pyridyl)1H-imidazole
67512,2762,BIS0733
67513,2762,InSolution&trade; SB 203580
67514,2762,4-[4-(4-fluorophenyl)-2-(4-methylsulfinylphenyl)-1H-imidazol-5-yl]pyridine
67515,2762,MFCD00922198
67516,2762,PB 203580
67517,2762,UNII-WS78QR6DSV
67518,2762,4-(5-(4-fluorophenyl)-2-(4-(methylsulfinyl)phenyl)-1H-imidazol-4-yl)pyridine
67519,2762,"Pyridine, 4-(5-(4-fluorophenyl)-2-(4-(methylsulfinyl)phenyl)-1H-imidazol-4-yl)-"
67520,2762,C21H16FN3OS
67521,2762,UNII-2Z5A7553WW
67522,2762,4-[4-(4-fluorophenyl)-2-(4-methanesulfinylphenyl)-1H-imidazol-5-yl]pyridine
67523,2762,4-[5-(4-fluorophenyl)-2-(4-methanesulfinylphenyl)-3H-imidazol-4-yl]pyridine
67524,2762,4-[5-(4-Fluorophenyl)-2-(4-methylsulfinylphenyl)-3H-imidazol-4-yl]pyridine
67525,2762,4-(4-(4-Fluorophenyl)-2-(4-(methylsulfinyl)-phenyl)-1H-imidazol-5-yl)pyridine
67526,2763,ETHIDIUM BROMIDE
67527,2763,Homidium bromide
67528,2763,1239-45-8
67529,2763,Dromilac
67530,2763,"3,8-Diamino-5-ethyl-6-phenylphenanthridinium bromide"
67531,2763,Ethydium bromide
67532,2763,"3,8-Diamino-5-ethyl-6-phenylphenanthridin-5-ium bromide"
67533,2763,EtBr
67534,2763,"2,7-Diamino-10-ethyl-9-phenylphenanthridinium bromide"
67535,2763,"2,7-Diamino-9-phenyl-10-ethylphenanthridinium bromide"
67536,2763,UNII-059NUO2Z1L
67537,2763,"2,7-Diamino-9-phenylphenanthridine ethobromide"
67538,2763,Homidium bromide [INN:BAN]
67539,2763,"Phenanthridinium, 3,8-diamino-5-ethyl-6-phenyl-, bromide"
67540,2763,Homidii bromidum [INN-Latin]
67541,2763,CCRIS 1017
67542,2763,HSDB 7297
67543,2763,Bromure d'homidium [INN-French]
67544,2763,Bromuro de homidio [INN-Spanish]
67545,2763,EINECS 214-984-6
67546,2763,NSC 268986
67547,2763,RD 1572
67548,2763,"3,8-Diamino-1-ethyl-6-phenylphenantridinium bromide"
67549,2763,AI3-62997
67550,2763,MLS002702536
67551,3103,4-phenyl-3-furoxancarbonitrile
67552,3103,CHEMBL336467
67553,3103,"Furoxan, RVC-589"
67554,3103,Lopac-P-1726
67555,3103,Lopac0_000926
67556,3103,BSPBio_001187
67557,3103,KBioGR_000527
67558,3103,KBioSS_000527
67559,3103,SCHEMBL320190
67560,3103,AC1L1C63
67561,3103,KBio2_000527
67562,3103,KBio2_003095
67563,3103,KBio2_005663
67564,3103,KBio3_000953
67565,3103,KBio3_000954
67566,3103,RVC-589
67567,3103,3-Cyano-4-phenylfurazan 2-oxide
67568,3103,Bio2_000424
67569,3103,Bio2_000904
67570,3103,HMS1362K09
67571,3103,HMS1792K09
67572,3103,HMS1990K09
67573,3103,HMS3403K09
67574,3103,Phenyl-furazancarbonitrile 2-Oxide
67575,3103,ZINC2562608
67576,2764,FLUPENTIXOL DIHYDROCHLORIDE
67577,2764,Emergil
67578,2764,Flupenthixol dihydrochloride
67579,2764,cis-(Z)-Flupenthixol dihydrochloride
67580,2764,(Z)-Flupenthixol dihydrochloride
67581,2764,51529-01-2
67582,2764,"Flupenthixol, dihydrochloride"
67583,2764,2413-38-9
67584,2764,Flupentixol hydrochloride
67585,2764,Fupentixol dihydrochloride
67586,2764,EINECS 219-321-4
67587,2764,FX 703
67588,2764,NSC 170952
67589,2764,Flupentixol dihydrochloride cis-(Z)
67590,2764,Flupentixol HCl
67591,2764,N 7009
67592,2764,"1-Piperazineethanol, 4-(3-(2-trifluoromethylthioxanth-9-ylidene)propyl)-, dihydrochloride"
67593,2764,4-(3-(2-(Trifluoromethyl)thioxanthen-9-ylidene)propyl)-1-piperazineethanol dihydrochloride
67594,2764,(Z)-4-[3-[2-(Trifluoromethyl)-9H-thioxanthen-9-ylidene]propyl]-1-piperazineethanol dihydrochloride
67595,2764,(Z)-4-(3-(2-(Trifluoromethyl)-9H-thioxanthen-9-ylidene)propyl)-1-piperazineethanol dihydrochloride
67596,2764,2-[4-[(3Z)-3-[2-(trifluoromethyl)thioxanthen-9-ylidene]propyl]piperazin-1-yl]ethanol dihydrochloride
67597,2764,4-(3-(2-(Trifluoromethyl)-9H-thioxanthen-9-ylidene)propyl)piperazine-1-ethanol dihydrochloride
67598,2764,"Thioxanthene, 9-(3-(4-(2-hydroxyethyl)piperazinyl)propylidene)-2-trifluoromethyl-, dihydrochloride"
67599,2764,UNII-96L0Z069N1
67600,2764,Flupenthixol 2HCl
67601,3102,Otophylloside B
67602,3102,Qingyangshengenin B
67603,3102,106758-54-7
67604,3102,QingyangshengeninB
67605,3102,CHEBI:139305
67606,3102,AKOS030573692
67607,3102,"(3beta,12beta,14beta,17alpha)-3-{[2,6-dideoxy-3-O-methyl-beta-D-arabino-hexopyranosyl-(1->4)-2,6-dideoxy-3-O-methyl-beta-D-ribo-hexopyranosyl-(1->4)-2,6-dideoxy-3-O-methyl-beta-D-ribo-hexopyranosyl]oxy}-8,14,17-trihydroxy-20-oxopregn-5-en-12-yl (2E)-3,4-dimethylpent-2-enoate"
67608,3102,"3beta-{[2,6-dideoxy-3-O-methyl-beta-D-arabino-hexopyranosyl-(1->4)-2,6-dideoxy-3-O-methyl-beta-D-ribo-hexopyranosyl-(1->4)-2,6-dideoxy-3-O-methyl-beta-D-ribo-hexopyranosyl]oxy}-8,14beta,17beta-trihydroxy-20-oxo-17alpha-pregn-5-en-12beta-yl (2E)-3,4-dimethylpent-2-enoate"
67609,2765,Polydatin
67610,2765,Piceid
67611,2765,27208-80-6
67612,2765,65914-17-2
67613,2765,Trans-Piceid
67614,2765,"3,4,5-Trihydroxystilbene-3-beta-monoglucoside"
67615,2765,"3,4,5-Tsg"
67616,2765,"(2S,3R,4S,5S,6R)-2-(3-Hydroxy-5-(4-hydroxystyryl)phenoxy)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol"
67617,2765,Resveratrol 3-beta-mono-D-glucoside
67618,2765,5-Tsg
67619,2765,MLS001424114
67620,2765,CHEBI:8198
67621,2765,Polydotin Peceid
67622,2765,"3,5,4'-Trihydroxystilbene 3-glucoside"
67623,2765,5-Trihydroxystilbene-3-beta-monoglucoside
67624,2765,SMR000466371
67625,2765,"3,4',5-trihydroxystilbene-3-beta-D-glucoside"
67626,2765,Pieceid
67627,2765,(E)-Polydatin
67628,2765,C20H22O8
67629,2765,(E)-Piceid
67630,2765,"(2S,3R,4S,5S,6R)-2-(3-hydroxy-5-((E)-4-hydroxystyryl)phenoxy)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol"
67631,2765,"(2S,3R,4S,5S,6R)-2-[3-hydroxy-5-[(E)-2-(4-hydroxyphenyl)ethenyl]phenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol"
67632,2765,"(2S,3R,4S,5S,6R)-2-[3-hydroxy-5-[(E)-2-(4-hydroxyphenyl)vinyl]phenoxy]-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol"
67633,2765,Resveratrol 3-Glucoside
67634,2766,D-Sorbitol
67635,2766,sorbitol
67636,2766,D-Glucitol
67637,2766,50-70-4
67638,2766,glucitol
67639,2766,L-Gulitol
67640,2766,(-)-Sorbitol
67641,2766,Diakarmon
67642,2766,Glucarine
67643,2766,Sorbol
67644,2766,D-(-)-Sorbitol
67645,2766,Cholaxine
67646,2766,Multitol
67647,2766,Sorbilande
67648,2766,Sorbostyl
67649,2766,Esasorb
67650,2766,Karion
67651,2766,Neosorb
67652,2766,Nivitin
67653,2766,Sionit
67654,2766,Sionite
67655,2766,Sionon
67656,2766,Siosan
67657,2766,Sorbite
67658,2766,Karion instant
67659,2767,DIIODOMETHANE
67660,2767,Methylene iodide
67661,2767,75-11-6
67662,2767,"Methane, diiodo-"
67663,2767,Methylene diiodide
67664,2767,MI-Gee
67665,2767,Dijodmethan
67666,2767,Methylenjodid
67667,2767,CH2I2
67668,2767,Dijodmethan [Czech]
67669,2767,Methylenjodid [Czech]
67670,2767,diiodo-methane
67671,2767,NSC 35804
67672,2767,EINECS 200-841-5
67673,2767,NZZFYRREKKOMAT-UHFFFAOYSA-N
67674,2767,methvleneiodide
67675,2767,methyleneiodide
67676,2767,methyleniodid
67677,2767,Diidomethane
67678,2767,di-iodomethane
67679,2767,Methyl diiodide
67680,2767,CCRIS 8551
67681,2767,Mi-gee brand
67682,2767,UNII-3J731705OX
67683,2767,Di-iodomethane; Methylene iodide
67684,3095,Dafadine-A
67685,3095,dafadine A
67686,3095,1065506-69-5
67687,3095,CHEBI:88327
67688,3095,Ambcb24199950
67689,3095,MLS001090772
67690,3095,CHEMBL1585869
67691,3095,AOB1841
67692,3095,SYN5016
67693,3095,HMS2928H15
67694,3095,3571AH
67695,3095,ZINC12373493
67696,3095,AKOS000365820
67697,3095,CS-3184
67698,3095,AS-16383
67699,3095,HY-16670
67700,3095,SMR000654704
67701,3095,KB-272050
67702,3095,"{5-[(2,6-dimethylphenoxy)methyl]-1,2-oxazol-3-yl}[4-(pyridin-4-yl)piperidin-1-yl]methanone"
67703,2768,dimethyl sulfoxide
67704,2768,DMSO
67705,2768,Methyl sulfoxide
67706,2768,Methylsulfinylmethane
67707,2768,67-68-5
67708,2768,Dimethylsulfoxide
67709,2768,Dimethyl sulphoxide
67710,2768,"Methane, sulfinylbis-"
67711,2768,Demsodrox
67712,2768,Demasorb
67713,2768,Demavet
67714,2768,Dimexide
67715,2768,Domoso
67716,2768,Dromisol
67717,2768,Durasorb
67718,2768,Infiltrina
67719,2768,Somipront
67720,2768,Syntexan
67721,2768,Deltan
67722,2768,Demeso
67723,2768,Dolicur
67724,2768,Hyadur
67725,2768,sulfinylbismethane
67726,2768,Dimethyl sulfur oxide
67727,2768,Dermasorb
67728,2769,juglone
67729,2769,"5-Hydroxy-1,4-naphthoquinone"
67730,2769,481-39-0
67731,2769,"5-Hydroxy-1,4-naphthalenedione"
67732,2769,Regianin
67733,2769,Juglon
67734,2769,Nucin
67735,2769,Walnut extract
67736,2769,"5-Hydroxynaphthalene-1,4-dione"
67737,2769,5-Hydroxynaphthoquinone
67738,2769,Akhnot
67739,2769,Yuglon
67740,2769,"8-Hydroxy-1,4-naphthoquinone"
67741,2769,C.I. Natural Brown 7
67742,2769,5-Hydroxy-p-naphthoquinone
67743,2769,"1,4-NAPHTHALENEDIONE, 5-HYDROXY-"
67744,2769,"1,4-Naphthoquinone, 5-hydroxy-"
67745,2769,C.I. 75500
67746,2769,Juglane
67747,2769,Jugnlon
67748,2769,Iuglon
67749,2769,Caswell No. 515AA
67750,2769,"1,4-Naphthoquinone, 8-hydroxy-"
67751,2769,"5-Hydroxy-1,4-naphthosemiquinone"
67752,2769,"5-Hydroxy-1,4-naftochinon"
67753,2770,MINOCYCLINE HYDROCHLORIDE
67754,2770,13614-98-7
67755,2770,Minocycline HCl
67756,2770,Minomycin
67757,2770,Minocycline chloride
67758,2770,Arestin
67759,2770,Dynacin
67760,2770,Minocin
67761,2770,Vectrin
67762,2770,Minomax
67763,2770,Periocline
67764,2770,Tri-mino
67765,2770,Klinomycin
67766,2770,Minocycline (hydrochloride)
67767,2770,Solodyn
67768,2770,Tri-minocycline
67769,2770,Mynocine hydrochloride
67770,2770,UNII-0020414E5U
67771,2770,EINECS 237-099-7
67772,2770,"Minocycline, Hydrochloride"
67773,2770,Minocycline hydrochloride (internal use)
67774,2770,NSC 141993
67775,2770,"(4S,4aS,5aR,12aS)-4,7-bis(dimethylamino)-3,10,12,12a-tetrahydroxy-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide hydrochloride"
67776,2770,Minocin (TN)
67777,2770,DSSTox_CID_24545
67778,2771,PHENFORMIN
67779,2771,Phenformine
67780,2771,Fenformin
67781,2771,Fenformina
67782,2771,114-86-3
67783,2771,Phenethyldiguanide
67784,2771,Pedg
67785,2771,Phenylethylbiguanide
67786,2771,N-Phenethylbiguanide
67787,2771,Cronoformin
67788,2771,Fenfoduron
67789,2771,Fenormin
67790,2771,Glukopostin
67791,2771,Phenformix
67792,2771,Debeone
67793,2771,Diabis
67794,2771,Dibiraf
67795,2771,Dibotin
67796,2771,Glyphen
67797,2771,Retardo
67798,2771,Db-retard
67799,2771,beta-PEBG
67800,2771,Lentobetic
67801,2771,Normoglucina
67802,2771,Phenforminum
67803,2772,Astaxanthin
67804,2772,472-61-7
67805,2772,Ovoester
67806,2772,Astaxanthine
67807,2772,"(3S,3'S)-Astaxanthin"
67808,2772,all-trans-Astaxanthin
67809,2772,Natupink
67810,2772,BioAstin
67811,2772,Carophyll Pink
67812,2772,Lucantin Pink
67813,2772,trans-Astaxanthin
67814,2772,UNII-8XPW32PR7I
67815,2772,AstaREAL
67816,2772,BioAstin oleoresin
67817,2772,"Astaxanthin, (3S,3'S)-"
67818,2772,Astaxanthin (6CI)
67819,2772,"3S,3'S-Astaxanthin"
67820,2772,"(3S,3'S)-all-trans-Astaxanthin"
67821,2772,"Astaxanthin, all-trans-"
67822,2772,8XPW32PR7I
67823,2772,"3,3'-Dihydroxy-beta-carotene-4,4'-dione"
67824,2772,CHEBI:40968
67825,2772,MQZIGYBFDRPAKN-UWFIBFSHSA-N
67826,2772,"3,3'-Dihydroxy-beta,beta-carotene-4,4'-dione"
67827,2772,"(3S,3'S)-3,3'-Dihydroxy-beta,beta-carotene-4,4'-dione"
67828,2773,SODIUM HYPOPHOSPHITE
67829,2773,Sodium phosphenite
67830,2773,Sodium phosphinate
67831,2773,7681-53-0
67832,2773,Sodiumhypophosphite
67833,2773,AC1Q1VC9
67834,2773,KSC917C0T
67835,2773,CHEMBL2146115
67836,2773,CTK8B7109
67837,2773,MolPort-006-118-952
67838,2773,KS-00000H2I
67839,2773,ANW-56398
67840,2773,AKOS025244065
67841,2773,RL04926
67842,2773,RTR-024576
67843,2773,TRA0068385
67844,2773,AN-21819
67845,2773,IN018747
67846,2773,KB-259868
67847,2773,LS-145540
67848,2774,FCCP
67849,2774,370-86-5
67850,2774,Carbonyl cyanide p-trifluoromethoxyphenylhydrazone
67851,2774,EINECS 206-730-8
67852,2774,BRN 4693268
67853,2774,2-{2-[4-(Trifluoromethoxy)phenyl]hydrazono}malononitrile
67854,2774,CHEBI:75458
67855,2774,Carbonyl cyanide 4-(trifluoromethoxy)phenylhydrazone
67856,2774,"Propanedinitrile, ((4-(trifluoromethoxy)phenyl)hydrazono)-"
67857,2774,1-cyano-N-[4-(trifluoromethoxy)phenyl]methanecarbohydrazonoyl cyanide
67858,2774,Carbonyl cyanide 4-trifluoromethoxyphenylhydrazone
67859,2774,"Carbonyl cyanide, 4-trifluoromethoxyphenylhydrazone"
67860,2774,((4-(Trifluoromethoxy)phenyl)hydrazono)malononitrile
67861,2774,"Mesoxalonitrile, (p-(trifluoromethoxy)phenyl)hydrazone"
67862,2774,CARBONYL CYANIDE p-TRIFLUOROMETHOXYPHENYL HYDRAZONE
67863,2774,"Propanedinitrile, [[4-(trifluoromethoxy)phenyl]hydrazono]-"
67864,2774,{[4-(trifluoromethoxy)phenyl]hydrazono}malononitrile
67865,2774,2-[2-[4-(Trifluoromethoxy)phenyl]hydrazono]malononitrile
67866,2774,2-(2-[4-(TRIFLUOROMETHOXY)PHENYL]HYDRAZONO)MALONONITRILE
67867,2774,Cyto10H8
67868,2774,AC1L1FOT
67869,2774,Maybridge1_007693
67870,2774,BSPBio_001069
67871,2774,KBioGR_000409
67872,2774,KBioSS_000409
67873,2775,Methylergonovine maleate
67874,2775,Methylergometrine maleate
67875,2775,57432-61-8
67876,2775,Methergine
67877,2775,Erezingen
67878,2775,Methylergobasine maleate
67879,2775,USAF uctl-8
67880,2775,UNII-IR84JPZ1RK
67881,2775,Methylergonovine maleate salt
67882,2775,"Maleic acid, methyl ergonovine"
67883,2775,Methergine maleate salt
67884,2775,EINECS 260-734-4
67885,2775,"Ergonovine, methyl-, maleate (1:1)"
67886,2775,Methyl Ergonovine Maleate Salt
67887,2775,ST056347
67888,2775,Methergine (TN)
67889,2775,"Ergoline-8-carboxamide, 9,10-didehydro-N-((1S)-1-(hydroxymethyl)propyl)-6-methyl-, (8beta)-, (2Z)-2-butenedioate (1:1) (salt)"
67890,2775,"Ergoline-8-carboxamide, 9,10-didehydro-N-(1-(hydroxymethyl)propyl)-6-methyl-, (8beta(S))-, (Z)-2-butenedioate (1:1) (salt)"
67891,2775,C20H25N3O2
67892,2775,Erezin
67893,2775,Methylergonovine maleate [USAN]
67894,2775,Methergine maleate
67895,2775,Methylergonovinemaleatesalt
67896,2775,IR84JPZ1RK
67897,2775,SCHEMBL239437
67898,2776,Tamarixetin
67899,2776,603-61-2
67900,2776,4'-Methoxyquercetin
67901,2776,4'-O-Methylquercetin
67902,2776,Quercetin 4'-methyl ether
67903,2776,UNII-73WRA8Z8M8
67904,2776,"3,3',5,7-Tetrahydroxy-4'-methoxyflavone"
67905,2776,4'-O-Methyl Quercetin
67906,2776,Quercetin-4'-methylether
67907,2776,CHEMBL226034
67908,2776,CHEBI:67492
67909,2776,"3,5,7-Trihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4-benzopyrone"
67910,2776,"4'-Methoxy-3,3',5,7-tetrahydroxyflavone"
67911,2776,"3,5,7-trihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4H-chromen-4-one"
67912,2776,Tamaraxetin
67913,2776,3-O-rhamnopyranosyl-1-2-glucopyranoside
67914,2776,3-O-alpha-L-rhamnopyranosyl-1-2-beta-D-glucopyranoside
67915,2776,AC1NQYX7
67916,2776,D06PZE
67917,2776,C10188
67918,2776,SCHEMBL892776
67919,2776,73WRA8Z8M8
67920,2776,DTXSID00209056
67921,2776,FPLMIPQZHHQWHN-UHFFFAOYSA-N
67922,2776,MolPort-001-741-910
67923,2777,genistein
67924,2777,446-72-0
67925,2777,Prunetol
67926,2777,Genisteol
67927,2777,"4',5,7-Trihydroxyisoflavone"
67928,2777,Genisterin
67929,2777,Sophoricol
67930,2777,"5,7,4'-Trihydroxyisoflavone"
67931,2777,"5,7-dihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one"
67932,2777,Bonistein
67933,2777,Genestein
67934,2777,Differenol A
67935,2777,NPI 031L
67936,2777,"5,7-Dihydroxy-3-(4-hydroxyphenyl)-4H-1-benzopyran-4-one"
67937,2777,C.I. 75610
67938,2777,"4H-1-Benzopyran-4-one, 5,7-dihydroxy-3-(4-hydroxyphenyl)-"
67939,2777,SIPI 807-1
67940,2777,"5,7-dihydroxy-3-(4-hydroxyphenyl)chromen-4-one"
67941,2777,UNII-DH2M523P0H
67942,2777,NSC 36586
67943,2777,"4,5,7-Trihydroxyiso-flavone"
67944,2777,Lactoferrin-genistein
67945,2777,CCRIS 7675
67946,2777,"4',5, 7-Trihydroxyisoflavone"
67947,2777,"5,7-Dihydroxy-3-(4-hydroxyphenyl)-4-benzopyrone"
67948,2778,trichostatin A
67949,2778,58880-19-6
67950,2778,Trichostatin A (TSA)
67951,2778,Trichostatin
67952,2778,TSA
67953,2778,CHEBI:46024
67954,2778,"(2E,4E,6R)-7-[4-(Dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxohepta-2,4-dienamide"
67955,2778,GNF-PF-1011
67956,2778,RTKIYFITIVXBLE-QEQCGCAPSA-N
67957,2778,MFCD03848392
67958,2778,"2,4-Heptadienamide, 7-(4-(dimethylamino)phenyl)-N-hydroxy-4,6-dimethyl-7-oxo-"
67959,2778,"7-(4-(Dimethylamino)phenyl)-N-hydroxy-4,6-dimethyl-7-oxo-2,4-heptadienamide"
67960,2778,"[R-(E,E)]-7-[4-(Dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-2,4-heptadienamide"
67961,2778,Q-201864
67962,2778,Tricostatin A
67963,2778,"(2E,4E,6R)-7-(4-(dimethylamino)phenyl)-N-hydroxy-4,6-dimethyl-7-oxo-2,4-heptadienamide"
67964,2778,"7-[4-(DIMETHYLAMINO)PHENYL]-N-HYDROXY-4,6-DIMETHYL-7-OXO-2,4-HEPTADIENAMIDE"
67965,2778,"2,4-Heptadienamide, 7-(4-(dimethylamino)phenyl)-N-hydroxy-4,6-dimethyl-7-oxo-, (2E,4E,6R)-"
67966,2778,"2,4-Heptadienamide, 7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-, (2E,4E,6R)-"
67967,2778,TSN
67968,2778,trichostatine a
67969,2778,UNII-3X2S926L3Z
67970,2778,Trichlostatin A
67971,2778,"(2E,4E,6R)-7-(4-dimethylaminophenyl)-4,6-dimethyl-7-oxo-hepta-2,4-dienehydroxamic acid"
67972,2778,"(2E,4E,6R)-7-(4-Dimethylaminophenyl)-N-hydroxy-4,6-dimethyl-7-oxo-hepta-2,4-dienamide"
67973,2779,kenpaullone
67974,2779,142273-20-9
67975,2779,9-Bromopaullone
67976,2779,NSC 664704
67977,2779,"9-Bromo-7,12-dihydroindolo[3,2-d][1]benzazepin-6(5H)-one"
67978,2779,NSC-664704
67979,2779,NSC664704
67980,2779,MLS002702152
67981,2779,CHEMBL296586
67982,2779,"9-Bromo-7,12-dihydroindolo(3,2-d)(1)benzazepin-6(5H)-one"
67983,2779,"Indolo[3,2-d][1]benzazepin-6(5H)-one,9-bromo-7,12-dihydro-"
67984,2779,QQUXFYAWXPMDOE-UHFFFAOYSA-N
67985,2779,MFCD02683595
67986,2779,"9-Bromo-7,12-dihydro-indolo[3,2-d][1]benzazepin-6(5H)-one"
67987,2779,"9-bromo-7,12-dihydrobenzo[2,3]azepino[4,5-b]indol-6(5H)-one"
67988,2779,"9-bromo-7,12-dihydro-5H-indolo[3,2-d][1]benzazepin-6-one"
67989,2779,"9-Bromo-7,12-dihydro-indolo-[3,2-d]-[1]benzazepin-6(5H)-one"
67990,2779,"Indolo[3,2-d][1]benzazepin-6(5H)-one, 9-bromo-7,12-dihydro-"
67991,2779,SR-01000075952
67992,2779,Bromo Paullone
67993,2779,Kenpaullone/
67994,2779,Paullone Analog 5
67995,2779,ACMC-20ddkx
67996,2779,Kinome_3565
67997,2779,Tocris-1398
67998,3092,lfm-a13
67999,3092,244240-24-2
68000,3092,"(Z)-2-cyano-N-(2,5-dibromophenyl)-3-hydroxybut-2-enamide"
68001,3092,SMR001230714
68002,3092,C11H8Br2N2O2
68003,3092,BiomolKI_000050
68004,3092,BiomolKI2_000056
68005,3092,D08NTB
68006,3092,"2-Cyano-N-(2,5-dibromophenyl)-3-hydroxy-2-butenamide"
68007,3092,AC1L1H0E
68008,3092,AC1NS4I5
68009,3092,Lopac0_000650
68010,3092,SCHEMBL51142
68011,3092,BMK1-F2
68012,3092,BSPBio_001239
68013,3092,MLS002153290
68014,3092,MLS006010694
68015,3092,GTPL9262
68016,3092,CHEBI:95065
68017,3092,"2-cyano-N-(2,5-dibromophenyl)"
68018,3092,MolPort-003-958-579
68019,3092,HMS1362M21
68020,3092,HMS1792M21
68021,3092,HMS1990M21
68022,3092,HMS2235P16
68023,2780,167869-21-8
68024,2780,PD 98059
68025,2780,PD98059
68026,2780,2-(2-amino-3-methoxyphenyl)-4H-chromen-4-one
68027,2780,"PD 98,059"
68028,2780,PD-98059
68029,2780,2-(2-Amino-3-methoxyphenyl)-4H-1-benzopyran-4-one
68030,2780,2-(2-amino-3-methoxyphenyl)chromen-4-one
68031,2780,2'-AMINO-3'-METHOXYFLAVONE
68032,2780,UNII-SJE1IO5E3I
68033,2780,SJE1IO5E3I
68034,2780,CHEMBL35482
68035,2780,2-(2-Amino-3-methoxyphenyl)-chromen-4-one
68036,2780,CHEBI:77954
68037,2780,IN1172
68038,2780,MFCD00671789
68039,2780,"4H-1-Benzopyran-4-one, 2-(2-Amino-3-methoxyphenyl)-"
68040,2780,2&prime;-Amino-3&prime;-methoxyflavone
68041,2780,AK-60664
68042,2780,2-(2-amino-3-methoxy-phenyl)chromen-4-one
68043,2780,PD 098059
68044,2780,NSC 679829
68045,2780,Tocris-1213
68046,2780,Lopac-P-215
68047,2780,PD-098059
68048,2781,Trequinsin hydrochloride
68049,2781,HL 725
68050,2781,78416-81-6
68051,2781,TCMDC-125545
68052,2781,"Trequinsin, Hydrochloride"
68053,2781,HL-725
68054,2781,MFCD01076563
68055,2781,NCGC00094424-01
68056,2781,DSSTox_CID_25806
68057,2781,DSSTox_RID_81144
68058,2781,DSSTox_GSID_45806
68059,2781,"4H-Pyrimido(6,1-a)isoquinolin-4-one, 2,3,6,7-tetrahydro-9,10-dimethoxy-3-methyl-2-((2,4,6-trimethylphenyl)imino)-, monohydrochloride"
68060,2781,"9,10-Dimethoxy-2-mesitylimino-3-methyl-2,3,6,7-tetrahydro-4H-pyrimido-(6,1-a)-isoquinolin-4-one, HCl"
68061,2781,CAS-78416-81-6
68062,2781,Trequinsin HCl
68063,2781,Trequinsinhydrochlorid
68064,2781,AC1MI0R6
68065,2781,C24H27N3O3.HCl
68066,2781,CHEMBL527956
68067,2781,SCHEMBL7327917
68068,2781,CHEMBL1256910
68069,2781,DTXSID8045806
68070,2781,CTK8G3572
68071,2781,MolPort-023-276-400
68072,2781,"Trequinsin hydrochloride, >=98%"
68073,2782,folic acid
68074,2782,59-30-3
68075,2782,Folate
68076,2782,Pteroylglutamic acid
68077,2782,Vitamin M
68078,2782,Folacin
68079,2782,Folacid
68080,2782,PteGlu
68081,2782,Vitamin B9
68082,2782,Folvite
68083,2782,Pteroyl-L-glutamic acid
68084,2782,Vitamin Bc
68085,2782,Acifolic
68086,2782,Cytofol
68087,2782,Incafolic
68088,2782,Folcidin
68089,2782,Folettes
68090,2782,Foliamin
68091,2782,Folicet
68092,2782,Folipac
68093,2782,Folsaure
68094,2782,Millafol
68095,2782,Folbal
68096,2782,Folsan
68097,2782,Folsav
68098,2783,L-Carnosine
68099,2783,Carnosine
68100,2783,305-84-0
68101,2783,beta-Alanyl-L-histidine
68102,2783,Karnozin
68103,2783,Karnozzn
68104,2783,Ignotine
68105,2783,L-Ignotine
68106,2783,N-2-M
68107,2783,UNII-8HO6PVN24W
68108,2783,Nalpha-(beta-alanyl)-L-histidine
68109,2783,"L-HISTIDINE, N-beta-ALANYL-"
68110,2783,"L-Histidine, beta-alanyl-"
68111,2783,NSC 524045
68112,2783,BRN 0087671
68113,2783,CHEBI:15727
68114,2783,CQOVPNPJLQNMDC-ZETCQYMHSA-N
68115,2783,MFCD00005207
68116,2783,ST057076
68117,2783,(2S)-2-(3-aminopropanamido)-3-(1H-imidazol-4-yl)propanoic acid
