id,compound_id,side_effect,probability,pertid
1814,2758,Psychotic disorder,0.68,BRD-A84481105
1815,2758,Amenorrhoea,0.67,BRD-A84481105
1816,2758,Menstruation irregular,0.67,BRD-A84481105
1817,2758,Laryngeal oedema,0.67,BRD-A84481105
1818,2758,Torsade de pointes,0.66,BRD-A84481105
1819,2758,Neuroleptic malignant syndrome,0.66,BRD-A84481105
1820,2758,Protrusion tongue,0.66,BRD-A84481105
1821,2758,Nasal congestion,0.66,BRD-A84481105
1822,2758,Sudden death,0.65,BRD-A84481105
1823,2758,Cholestasis,0.65,BRD-A84481105
1824,2758,Akinesia,0.65,BRD-A84481105
1825,2758,Choreoathetosis,0.65,BRD-A84481105
1826,2758,Heart rate irregular,0.65,BRD-A84481105
1827,2758,Hyperpyrexia,0.65,BRD-A84481105
1828,2758,Breast engorgement,0.65,BRD-A84481105
1829,2758,Parotid gland enlargement,0.64,BRD-A84481105
1830,2758,Priapism,0.64,BRD-A84481105
1831,2758,Tardive dyskinesia,0.63,BRD-A84481105
1832,2758,Torticollis,0.63,BRD-A84481105
1833,2758,Elderly,0.63,BRD-A84481105
1834,2758,Oculogyric crisis,0.63,BRD-A84481105
1835,2758,Trismus,0.62,BRD-A84481105
1836,2758,Pallor,0.62,BRD-A84481105
1837,2758,Lens disorder,0.62,BRD-A84481105
1838,2758,Ileus paralytic,0.62,BRD-A84481105
1839,2758,Opisthotonus,0.6,BRD-A84481105
1840,3311,Rash,0.98,BRD-A87719232
1841,3311,Dizziness,0.93,BRD-A87719232
1842,3311,Nausea,0.93,BRD-A87719232
1843,3311,Pruritus,0.91,BRD-A87719232
1844,3311,Oedema,0.91,BRD-A87719232
1845,3311,Diarrhoea,0.89,BRD-A87719232
1846,3311,Somnolence,0.88,BRD-A87719232
1847,3311,Vomiting,0.88,BRD-A87719232
1848,3311,Asthenia,0.88,BRD-A87719232
1849,3311,Urticaria,0.86,BRD-A87719232
1850,3311,Infection,0.86,BRD-A87719232
1851,3311,Hypotension,0.86,BRD-A87719232
1852,3311,Insomnia,0.86,BRD-A87719232
1853,3311,Paraesthesia,0.85,BRD-A87719232
1854,3311,Pharyngitis,0.85,BRD-A87719232
1855,3311,Hypersensitivity,0.85,BRD-A87719232
1856,3311,Erythema,0.84,BRD-A87719232
1857,3311,Arthralgia,0.84,BRD-A87719232
1858,3311,Hypertension,0.84,BRD-A87719232
1859,3311,Abdominal pain,0.83,BRD-A87719232
1860,3311,Tachycardia,0.83,BRD-A87719232
1861,3311,Fatigue,0.83,BRD-A87719232
1862,3311,Dyspepsia,0.83,BRD-A87719232
1863,3311,Dry mouth,0.82,BRD-A87719232
1864,3311,Constipation,0.82,BRD-A87719232
1865,3311,Hepatitis,0.81,BRD-A87719232
1866,3311,Vertigo,0.81,BRD-A87719232
1867,3311,Hyperhidrosis,0.81,BRD-A87719232
1868,3311,Haemorrhage,0.81,BRD-A87719232
1869,3311,Tremor,0.81,BRD-A87719232
1870,3311,Chest pain,0.81,BRD-A87719232
1871,3311,Malaise,0.81,BRD-A87719232
1872,3311,Dyspnoea,0.81,BRD-A87719232
1873,3311,Confusional state,0.8,BRD-A87719232
1874,3311,Sinusitis,0.8,BRD-A87719232
1875,3311,Anxiety,0.8,BRD-A87719232
1876,3311,Muscle spasms,0.8,BRD-A87719232
1877,3311,Chills,0.8,BRD-A87719232
1878,3311,Anaphylactic shock,0.8,BRD-A87719232
1879,3311,Dermatitis,0.8,BRD-A87719232
1880,3311,Decreased appetite,0.79,BRD-A87719232
1881,3311,Purpura,0.79,BRD-A87719232
1882,3311,Epistaxis,0.79,BRD-A87719232
1883,3311,Influenza,0.79,BRD-A87719232
1884,3311,Anaemia,0.79,BRD-A87719232
1885,3311,Nervous system disorder,0.79,BRD-A87719232
1886,3311,Hallucination,0.79,BRD-A87719232
1887,3311,Alopecia,0.78,BRD-A87719232
1888,3311,Pollakiuria,0.78,BRD-A87719232
1889,3311,Thrombocytopenia,0.78,BRD-A87719232
1890,3311,Infarction,0.78,BRD-A87719232
1891,3311,Gastrointestinal disorder,0.78,BRD-A87719232
1892,3311,Leukopenia,0.78,BRD-A87719232
1893,3311,Amnesia,0.78,BRD-A87719232
1894,3311,Convulsion,0.78,BRD-A87719232
1895,3311,Urinary retention,0.77,BRD-A87719232
1896,3311,Oedema peripheral,0.77,BRD-A87719232
1897,3311,Thrombophlebitis,0.77,BRD-A87719232
1898,3311,Ecchymosis,0.77,BRD-A87719232
1899,3311,Hyperglycaemia,0.77,BRD-A87719232
1900,3311,Palpitations,0.77,BRD-A87719232
1901,3311,Nervousness,0.77,BRD-A87719232
1902,3311,Syncope,0.77,BRD-A87719232
1903,3311,Erythema multiforme,0.77,BRD-A87719232
1904,3311,Abdominal distension,0.76,BRD-A87719232
1905,3311,Ear infection,0.76,BRD-A87719232
1906,3311,Rhinitis,0.76,BRD-A87719232
1907,3311,Gastroenteritis,0.76,BRD-A87719232
1908,3311,Thirst,0.76,BRD-A87719232
1909,3311,Neuritis,0.76,BRD-A87719232
1910,3311,Nephropathy,0.76,BRD-A87719232
1911,3311,Hepatic function abnormal,0.76,BRD-A87719232
1912,3311,Cardiac failure congestive,0.76,BRD-A87719232
1913,3311,Vaginal inflammation,0.76,BRD-A87719232
1914,3311,Angioedema,0.76,BRD-A87719232
1915,3311,Angina pectoris,0.75,BRD-A87719232
1916,3311,Arrhythmia,0.75,BRD-A87719232
1917,3311,Cough,0.75,BRD-A87719232
1918,3311,Arthropathy,0.75,BRD-A87719232
1919,3311,Photosensitivity reaction,0.75,BRD-A87719232
1920,3311,Muscular weakness,0.75,BRD-A87719232
1921,3311,Vision blurred,0.75,BRD-A87719232
1922,3311,Swelling,0.74,BRD-A87719232
1923,3311,Pancreatitis,0.74,BRD-A87719232
1924,3311,Mental disorder,0.74,BRD-A87719232
1925,3311,Tinnitus,0.74,BRD-A87719232
1926,3311,Vasculitis,0.74,BRD-A87719232
1927,3311,Blood urea increased,0.74,BRD-A87719232
1928,3311,Dehydration,0.74,BRD-A87719232
1929,3311,Urinary tract disorder,0.74,BRD-A87719232
1930,3311,Mouth ulceration,0.74,BRD-A87719232
1931,3311,Hypokalaemia,0.74,BRD-A87719232
1932,3311,Toxic epidermal necrolysis,0.74,BRD-A87719232
1933,3311,Urinary tract infection,0.73,BRD-A87719232
1934,3311,Gastrointestinal haemorrhage,0.73,BRD-A87719232
1935,3311,Liver function test abnormal,0.73,BRD-A87719232
1936,3311,Anaphylactoid reaction,0.73,BRD-A87719232
1937,3311,Jaundice,0.73,BRD-A87719232
1938,3311,Cystitis,0.73,BRD-A87719232
1939,3311,Stomatitis,0.73,BRD-A87719232
1940,3311,Eosinophilia,0.73,BRD-A87719232
1941,3311,Gastritis,0.73,BRD-A87719232
1942,3311,Mood swings,0.73,BRD-A87719232
1943,3311,Dermatitis contact,0.73,BRD-A87719232
1944,3311,Dysuria,0.73,BRD-A87719232
1945,3311,Acne,0.73,BRD-A87719232
1946,3311,Bronchitis,0.72,BRD-A87719232
1947,3311,Prostatic disorder,0.72,BRD-A87719232
1948,3311,Migraine,0.72,BRD-A87719232
1949,3311,Lymphadenopathy,0.72,BRD-A87719232
1950,3311,Agranulocytosis,0.72,BRD-A87719232
1951,3311,Nail disorder,0.72,BRD-A87719232
1952,3311,Abscess,0.72,BRD-A87719232
1953,3311,Dysphagia,0.72,BRD-A87719232
1954,3311,Systemic lupus erythematosus,0.72,BRD-A87719232
1955,3311,Hepatic enzyme increased,0.72,BRD-A87719232
1956,3311,Pneumonia,0.72,BRD-A87719232
1957,3311,Sepsis,0.72,BRD-A87719232
1958,3311,Lacrimation increased,0.72,BRD-A87719232
1959,3311,Polyuria,0.72,BRD-A87719232
1960,3311,Nephrolithiasis,0.72,BRD-A87719232
1961,3311,Diplopia,0.72,BRD-A87719232
1962,3311,Liver disorder,0.71,BRD-A87719232
1963,3311,Incontinence,0.71,BRD-A87719232
1964,3311,Glossitis,0.71,BRD-A87719232
1965,3311,Ulcer,0.71,BRD-A87719232
1966,3311,Renal failure,0.71,BRD-A87719232
1967,3311,Cardiac disorder,0.71,BRD-A87719232
1968,3311,Anorectal disorder,0.71,BRD-A87719232
1969,3311,Myocardial infarction,0.71,BRD-A87719232
1970,3311,Cholestasis,0.71,BRD-A87719232
1971,3311,Tooth disorder,0.71,BRD-A87719232
1972,3311,Rectal haemorrhage,0.71,BRD-A87719232
1973,3311,Blood creatinine increased,0.71,BRD-A87719232
1974,3311,Oesophagitis,0.71,BRD-A87719232
1975,3311,Cardiac failure,0.71,BRD-A87719232
1976,3311,Keratitis,0.71,BRD-A87719232
1977,3311,Herpes simplex,0.71,BRD-A87719232
1978,3311,Necrosis,0.71,BRD-A87719232
1979,3311,Haematuria,0.71,BRD-A87719232
1980,3311,Eructation,0.71,BRD-A87719232
1981,3311,Respiratory disorder,0.71,BRD-A87719232
1982,3311,Cerebrovascular accident,0.7,BRD-A87719232
1983,3311,Deep vein thrombosis,0.7,BRD-A87719232
1984,3311,Optic neuritis,0.7,BRD-A87719232
1985,3311,Angiopathy,0.7,BRD-A87719232
1986,3311,Visual impairment,0.7,BRD-A87719232
1987,3311,Eye pain,0.7,BRD-A87719232
1988,3311,Melaena,0.7,BRD-A87719232
1989,3311,Haemolytic anaemia,0.7,BRD-A87719232
1990,3311,Renal impairment,0.7,BRD-A87719232
1991,3311,Death,0.7,BRD-A87719232
1992,3311,Amblyopia,0.7,BRD-A87719232
1993,3311,Cataract,0.7,BRD-A87719232
1994,3311,Dermatitis exfoliative,0.7,BRD-A87719232
1995,3311,Colitis,0.7,BRD-A87719232
1996,3311,Oliguria,0.7,BRD-A87719232
1997,3311,Proteinuria,0.7,BRD-A87719232
1998,3311,Neoplasm,0.69,BRD-A87719232
1999,3311,Urinary incontinence,0.69,BRD-A87719232
2000,3311,Menorrhagia,0.69,BRD-A87719232
2001,3311,Pyelonephritis,0.69,BRD-A87719232
2002,3311,Metrorrhagia,0.69,BRD-A87719232
2003,3311,Weight decreased,0.69,BRD-A87719232
2004,3311,Neoplasm malignant,0.69,BRD-A87719232
2005,3311,Asthma,0.69,BRD-A87719232
2006,3311,Haematemesis,0.69,BRD-A87719232
2007,3311,Cholecystitis,0.69,BRD-A87719232
2008,3311,Laryngitis,0.69,BRD-A87719232
2009,3311,Hyperkalaemia,0.69,BRD-A87719232
2010,3311,Breast disorder,0.69,BRD-A87719232
2011,3311,Hypertonia,0.69,BRD-A87719232
2012,3311,Eye disorder,0.69,BRD-A87719232
2013,3311,Tooth abscess,0.69,BRD-A87719232
2014,3311,Hypoglycaemia,0.69,BRD-A87719232
2015,3311,Peptic ulcer,0.69,BRD-A87719232
2016,3311,Nephritis,0.68,BRD-A87719232
2017,3311,Dry skin,0.68,BRD-A87719232
2018,3311,Fluid retention,0.68,BRD-A87719232
2019,3311,Papilloedema,0.68,BRD-A87719232
2020,3311,Immune system disorder,0.68,BRD-A87719232
2021,3311,Hepatic failure,0.68,BRD-A87719232
2022,3311,Flatulence,0.68,BRD-A87719232
2023,3311,Aphthous stomatitis,0.68,BRD-A87719232
2024,3311,Hypercholesterolaemia,0.68,BRD-A87719232
2025,3311,Oesophageal ulcer,0.68,BRD-A87719232
2026,3311,Pyuria,0.68,BRD-A87719232
2027,3311,Lacrimal disorder,0.68,BRD-A87719232
2028,3311,Bone pain,0.68,BRD-A87719232
2029,3311,Pulmonary oedema,0.68,BRD-A87719232
2030,3311,Coronary artery disease,0.67,BRD-A87719232
2031,3311,Menstrual disorder,0.67,BRD-A87719232
2032,3311,Cellulitis,0.67,BRD-A87719232
2033,3311,Eyelid ptosis,0.67,BRD-A87719232
2034,3311,Bundle branch block,0.67,BRD-A87719232
2035,3311,Nocturia,0.67,BRD-A87719232
2036,3311,Otitis media,0.67,BRD-A87719232
2037,3311,Lung disorder,0.67,BRD-A87719232
2038,3311,Neoplasm skin,0.67,BRD-A87719232
2039,3311,Porphyria,0.67,BRD-A87719232
2040,3311,Aplastic anaemia,0.67,BRD-A87719232
2041,3311,Erythema nodosum,0.67,BRD-A87719232
2042,3311,Eczema,0.67,BRD-A87719232
2043,3311,Cognitive disorder,0.67,BRD-A87719232
2044,3311,Neuralgia,0.67,BRD-A87719232
2045,3311,Tubulointerstitial nephritis,0.67,BRD-A87719232
2046,3311,Electrocardiogram abnormal,0.67,BRD-A87719232
2047,3311,Respiratory distress,0.67,BRD-A87719232
2048,3311,Haematoma,0.67,BRD-A87719232
2049,3311,Herpes virus infection,0.67,BRD-A87719232
2050,3311,Pathological fracture,0.67,BRD-A87719232
2051,3311,Inflammatory bowel disease,0.67,BRD-A87719232
2052,3311,Blister,0.66,BRD-A87719232
2053,3311,Renal tubular disorder,0.66,BRD-A87719232
2054,3311,Glycosuria,0.66,BRD-A87719232
2055,3311,Skin ulcer,0.66,BRD-A87719232
2056,3311,Drug eruption,0.66,BRD-A87719232
2057,3311,Gastric disorder,0.66,BRD-A87719232
2058,3311,Gastric ulcer,0.66,BRD-A87719232
2059,3311,Conjunctivitis,0.66,BRD-A87719232
2060,3311,Cholelithiasis,0.66,BRD-A87719232
2061,3311,Ear disorder,0.66,BRD-A87719232
2062,3311,Drug interaction,0.66,BRD-A87719232
2063,3311,Bone disorder,0.66,BRD-A87719232
2064,3311,Breast cancer,0.66,BRD-A87719232
2065,3311,Hepatobiliary disease,0.66,BRD-A87719232
2066,3311,Enterocolitis,0.66,BRD-A87719232
2067,3311,Uterine haemorrhage,0.66,BRD-A87719232
2068,3311,Renal pain,0.65,BRD-A87719232
2069,3311,Coma,0.65,BRD-A87719232
2070,3311,Pulmonary hypertension,0.65,BRD-A87719232
2071,3311,Meningitis,0.65,BRD-A87719232
2072,3311,Hyperuricaemia,0.65,BRD-A87719232
2073,3311,Necrotising colitis,0.65,BRD-A87719232
2074,3311,Breast neoplasm,0.65,BRD-A87719232
2075,3311,Nodule,0.65,BRD-A87719232
2076,3311,Albuminuria,0.65,BRD-A87719232
2077,3311,Muscle rigidity,0.65,BRD-A87719232
2078,3311,Colitis ulcerative,0.65,BRD-A87719232
2079,3311,Alkalosis,0.65,BRD-A87719232
2080,3311,Paralysis,0.65,BRD-A87719232
2081,3311,Rash papular,0.65,BRD-A87719232
2082,3311,Neck pain,0.65,BRD-A87719232
2083,3311,Mediastinal disorder,0.65,BRD-A87719232
2084,3311,Teratogenicity,0.65,BRD-A87719232
2085,3311,Nephrotic syndrome,0.64,BRD-A87719232
2086,3311,Pelvic pain,0.64,BRD-A87719232
2087,3311,Meningitis aseptic,0.64,BRD-A87719232
2088,3311,Hepatosplenomegaly,0.64,BRD-A87719232
2089,3311,Urine abnormality,0.64,BRD-A87719232
2090,3311,Arterial disorder,0.64,BRD-A87719232
2091,3311,Renal tubular necrosis,0.64,BRD-A87719232
2092,3311,Haemorrhage intracranial,0.64,BRD-A87719232
2093,3311,Hearing impaired,0.64,BRD-A87719232
2094,3311,Corneal opacity,0.64,BRD-A87719232
2095,3311,Herpes zoster,0.64,BRD-A87719232
2096,3311,White blood cell disorder,0.64,BRD-A87719232
2097,3311,Skin necrosis,0.64,BRD-A87719232
2098,3311,Mucous membrane disorder,0.64,BRD-A87719232
2099,3311,Pulmonary eosinophilia,0.64,BRD-A87719232
2100,3311,Tendon disorder,0.63,BRD-A87719232
2101,3311,Oesophageal disorder,0.63,BRD-A87719232
2102,3311,Breast feeding,0.63,BRD-A87719232
2103,3311,Respiratory depression,0.63,BRD-A87719232
2104,3311,Subdural haematoma,0.63,BRD-A87719232
2105,3311,Scleritis,0.62,BRD-A87719232
2106,3311,Bleeding time prolonged,0.62,BRD-A87719232
2107,3311,Infertility,0.62,BRD-A87719232
2108,2733,Nausea,0.97,BRD-A88774919
2109,2733,Rash,0.96,BRD-A88774919
2110,2733,Headache,0.95,BRD-A88774919
2111,2733,Pain,0.94,BRD-A88774919
2112,2733,Diarrhoea,0.94,BRD-A88774919
2113,2733,Oedema,0.94,BRD-A88774919
2114,2733,Hypersensitivity,0.92,BRD-A88774919
2115,2733,Abdominal pain,0.89,BRD-A88774919
2116,2733,Thrombocytopenia,0.89,BRD-A88774919
2117,2733,Vomiting,0.88,BRD-A88774919
2118,2733,Urticaria,0.87,BRD-A88774919
2119,2733,Arthralgia,0.86,BRD-A88774919
2120,2733,Anaemia,0.86,BRD-A88774919
2121,2733,Malaise,0.86,BRD-A88774919
2122,2733,Insomnia,0.85,BRD-A88774919
2123,2733,Dyspepsia,0.85,BRD-A88774919
2124,2733,Angioedema,0.85,BRD-A88774919
2125,2733,Decreased appetite,0.84,BRD-A88774919
2126,2733,Neutropenia,0.84,BRD-A88774919
2127,2733,Muscle spasms,0.83,BRD-A88774919
2128,2733,Dermatitis,0.83,BRD-A88774919
2129,2733,Hypertension,0.82,BRD-A88774919
2130,2733,Dry mouth,0.81,BRD-A88774919
2131,2733,Purpura,0.8,BRD-A88774919
2132,2733,Eosinophilia,0.8,BRD-A88774919
2133,2733,Dysphagia,0.8,BRD-A88774919
2134,2733,Bronchitis,0.79,BRD-A88774919
2135,2733,Swelling,0.79,BRD-A88774919
2136,2733,Back pain,0.79,BRD-A88774919
2137,2733,Anxiety,0.79,BRD-A88774919
2138,2733,Leukopenia,0.78,BRD-A88774919
2139,2733,Ulcer,0.77,BRD-A88774919
2140,2733,Sinusitis,0.77,BRD-A88774919
2141,2733,Haemolytic anaemia,0.77,BRD-A88774919
2142,2733,Erythema multiforme,0.77,BRD-A88774919
2143,2733,Cough,0.76,BRD-A88774919
2144,2733,Myalgia,0.76,BRD-A88774919
2145,2733,Aspartate aminotransferase increased,0.76,BRD-A88774919
2146,2733,Toxic epidermal necrolysis,0.76,BRD-A88774919
2147,2733,Abdominal distension,0.75,BRD-A88774919
2148,2733,Influenza,0.75,BRD-A88774919
2149,2733,Oesophagitis,0.75,BRD-A88774919
2150,2733,Dermatitis exfoliative,0.74,BRD-A88774919
2151,2733,Stomatitis,0.73,BRD-A88774919
2152,2733,Photosensitivity reaction,0.73,BRD-A88774919
2153,2733,Anaphylactic shock,0.73,BRD-A88774919
2154,2733,Discomfort,0.72,BRD-A88774919
2155,2733,Gingivitis,0.72,BRD-A88774919
2156,2733,Menorrhagia,0.71,BRD-A88774919
2157,2733,Tooth disorder,0.71,BRD-A88774919
2158,2733,Neck pain,0.71,BRD-A88774919
2159,2733,Nephropathy toxic,0.71,BRD-A88774919
2160,2733,Ear infection,0.7,BRD-A88774919
2161,2733,Blood urea increased,0.7,BRD-A88774919
2162,2733,Abdominal pain upper,0.7,BRD-A88774919
2163,2733,Inflammation,0.7,BRD-A88774919
2164,2733,Intracranial pressure increased,0.69,BRD-A88774919
2165,2733,Glossitis,0.69,BRD-A88774919
2166,2733,Abdominal discomfort,0.69,BRD-A88774919
2167,2733,Tenderness,0.69,BRD-A88774919
2168,2733,Nasopharyngitis,0.69,BRD-A88774919
2169,2733,Systemic lupus erythematosus,0.69,BRD-A88774919
2170,2733,Drug interaction,0.69,BRD-A88774919
2171,2733,Blood pressure increased,0.69,BRD-A88774919
2172,2733,Enterocolitis,0.69,BRD-A88774919
2173,2733,Benign intracranial hypertension,0.68,BRD-A88774919
2174,2733,Gastric disorder,0.68,BRD-A88774919
2175,2733,Oesophageal disorder,0.68,BRD-A88774919
2176,2733,Pain in jaw,0.68,BRD-A88774919
2177,2733,Fungal infection,0.68,BRD-A88774919
2178,2733,Dysmenorrhoea,0.68,BRD-A88774919
2179,2733,Pericarditis,0.67,BRD-A88774919
2180,2733,Abscess,0.67,BRD-A88774919
2181,2733,Nasal congestion,0.67,BRD-A88774919
2182,2733,Candida infection,0.67,BRD-A88774919
2183,2733,Toothache,0.66,BRD-A88774919
2184,2733,Sinus headache,0.66,BRD-A88774919
2185,2733,Musculoskeletal pain,0.66,BRD-A88774919
2186,2733,Serum sickness,0.66,BRD-A88774919
2187,2733,Oropharyngeal pain,0.65,BRD-A88774919
2188,2733,Vulvovaginal candidiasis,0.65,BRD-A88774919
2189,2733,Tooth abscess,0.65,BRD-A88774919
2190,2733,Oesophageal ulcer,0.64,BRD-A88774919
2191,2733,Gingival pain,0.64,BRD-A88774919
2192,2733,Rhinorrhoea,0.63,BRD-A88774919
2193,2733,Oral pain,0.63,BRD-A88774919
2194,2733,Osteopenia,0.62,BRD-A88774919
2195,2733,Tension,0.62,BRD-A88774919
2196,2733,Gingival bleeding,0.62,BRD-A88774919
2197,2733,Proctitis,0.62,BRD-A88774919
2198,2733,Skin infection,0.62,BRD-A88774919
2199,2733,Sinus congestion,0.62,BRD-A88774919
2200,2733,Premenstrual syndrome,0.61,BRD-A88774919
2201,2733,Emotional distress,0.61,BRD-A88774919
2202,2733,Aphthous stomatitis,0.6,BRD-A88774919
2203,3635,Nausea,0.97,BRD-A91699651
2204,3635,Headache,0.96,BRD-A91699651
2205,3635,Pruritus,0.94,BRD-A91699651
2206,3635,Vomiting,0.94,BRD-A91699651
2207,3635,Rash,0.93,BRD-A91699651
2208,3635,Diarrhoea,0.92,BRD-A91699651
2209,3635,Anxiety,0.89,BRD-A91699651
2210,3635,Asthenia,0.87,BRD-A91699651
2211,3635,Confusional state,0.86,BRD-A91699651
2212,3635,Decreased appetite,0.86,BRD-A91699651
2213,3635,Insomnia,0.86,BRD-A91699651
2214,3635,Anaemia,0.85,BRD-A91699651
2215,3635,Dermatitis,0.84,BRD-A91699651
2216,3635,Convulsion,0.84,BRD-A91699651
2217,3635,Abdominal pain,0.83,BRD-A91699651
2218,3635,Tinnitus,0.83,BRD-A91699651
2219,3635,Urticaria,0.82,BRD-A91699651
2220,3635,Vision blurred,0.82,BRD-A91699651
2221,3635,Alopecia,0.81,BRD-A91699651
2222,3635,Visual impairment,0.81,BRD-A91699651
2223,3635,Angioedema,0.81,BRD-A91699651
2224,3635,Hallucination,0.81,BRD-A91699651
2225,3635,Hepatitis,0.8,BRD-A91699651
2226,3635,Erythema,0.8,BRD-A91699651
2227,3635,Thrombocytopenia,0.8,BRD-A91699651
2228,3635,Muscle spasms,0.79,BRD-A91699651
2229,3635,Photosensitivity reaction,0.79,BRD-A91699651
2230,3635,Agitation,0.78,BRD-A91699651
2231,3635,Toxic epidermal necrolysis,0.78,BRD-A91699651
2232,3635,Agranulocytosis,0.77,BRD-A91699651
2233,3635,Hypotension,0.77,BRD-A91699651
2234,3635,Deafness,0.76,BRD-A91699651
2235,3635,Gastrointestinal disorder,0.76,BRD-A91699651
2236,3635,Scotoma,0.75,BRD-A91699651
2237,3635,Anaphylactoid reaction,0.73,BRD-A91699651
2238,3635,Hepatic enzyme increased,0.72,BRD-A91699651
2239,3635,Erythema multiforme,0.72,BRD-A91699651
2240,3635,Neutropenia,0.71,BRD-A91699651
2241,3635,Skin exfoliation,0.7,BRD-A91699651
2242,3635,Dermatitis exfoliative,0.7,BRD-A91699651
2243,3635,Psychotic disorder,0.7,BRD-A91699651
2244,3635,Cardiomyopathy,0.69,BRD-A91699651
2245,3635,Myopathy,0.68,BRD-A91699651
2246,3635,Personality change,0.67,BRD-A91699651
2247,3635,Aplastic anaemia,0.67,BRD-A91699651
2248,3635,Atrophy,0.67,BRD-A91699651
2249,3635,Delirium,0.66,BRD-A91699651
2250,3635,Electrocardiogram change,0.66,BRD-A91699651
2251,3635,Polyneuropathy,0.66,BRD-A91699651
2252,3635,Corneal opacity,0.64,BRD-A91699651
2253,3635,Rash papular,0.64,BRD-A91699651
2254,2810,Nausea,0.93,BRD-A96407378
2255,2810,Rash,0.92,BRD-A96407378
2256,2810,Headache,0.86,BRD-A96407378
2257,2810,Pain,0.84,BRD-A96407378
2258,2810,Diarrhoea,0.76,BRD-A96407378
2259,2810,Vomiting,0.75,BRD-A96407378
2260,2810,Abdominal pain,0.72,BRD-A96407378
2261,2810,Asthenia,0.72,BRD-A96407378
2262,2810,Pruritus,0.71,BRD-A96407378
2263,2810,Anaemia,0.71,BRD-A96407378
2264,2810,Urticaria,0.66,BRD-A96407378
2265,2810,Dizziness,0.64,BRD-A96407378
2266,2810,Somnolence,0.64,BRD-A96407378
2267,2810,Constipation,0.62,BRD-A96407378
2268,2810,Erythema,0.61,BRD-A96407378
2269,2810,Leukopenia,0.57,BRD-A96407378
2270,2810,Oedema,0.55,BRD-A96407378
2271,2810,Confusional state,0.54,BRD-A96407378
2272,2810,Haemorrhage,0.54,BRD-A96407378
2273,2810,Body temperature increased,0.53,BRD-A96407378
2274,2810,Malaise,0.52,BRD-A96407378
2275,2735,Vomiting,0.95,BRD-A99633051
2276,2735,Nausea,0.95,BRD-A99633051
2277,2735,Rash,0.93,BRD-A99633051
2278,2735,Urticaria,0.91,BRD-A99633051
2279,2735,Dizziness,0.91,BRD-A99633051
2280,2735,Pain,0.89,BRD-A99633051
2281,2735,Headache,0.89,BRD-A99633051
2282,2735,Abdominal pain,0.88,BRD-A99633051
2283,2735,Somnolence,0.88,BRD-A99633051
2284,2735,Diarrhoea,0.86,BRD-A99633051
2285,2735,Haemorrhage,0.85,BRD-A99633051
2286,2735,Gastrointestinal disorder,0.83,BRD-A99633051
2287,2735,Muscle spasms,0.82,BRD-A99633051
2288,2735,Hypersensitivity,0.81,BRD-A99633051
2289,2735,Euphoric mood,0.8,BRD-A99633051
2290,2735,Decreased appetite,0.79,BRD-A99633051
2291,2735,Leukopenia,0.79,BRD-A99633051
2292,2735,Fatigue,0.78,BRD-A99633051
2293,2735,Ataxia,0.77,BRD-A99633051
2294,2735,Hypertrophy,0.75,BRD-A99633051
2295,2735,Hyperkinesia,0.75,BRD-A99633051
2296,2735,Eosinophilia,0.74,BRD-A99633051
2297,2735,Lethargy,0.74,BRD-A99633051
2298,2735,Libido increased,0.74,BRD-A99633051
2299,2735,Irritability,0.72,BRD-A99633051
2300,2735,Abdominal discomfort,0.71,BRD-A99633051
2301,2735,Swelling,0.7,BRD-A99633051
2302,2735,Paranoia,0.7,BRD-A99633051
2303,2735,Weight decreased,0.68,BRD-A99633051
2304,2735,Agranulocytosis,0.68,BRD-A99633051
2305,2735,Systemic lupus erythematosus,0.68,BRD-A99633051
2306,2735,Vaginal haemorrhage,0.68,BRD-A99633051
2307,2735,Haematuria,0.68,BRD-A99633051
2308,2735,Hirsutism,0.68,BRD-A99633051
2309,2735,Psychotic disorder,0.68,BRD-A99633051
2310,2735,Aggression,0.67,BRD-A99633051
2311,2735,Hiccups,0.66,BRD-A99633051
2312,2735,Drug eruption,0.66,BRD-A99633051
2313,2735,Swollen tongue,0.65,BRD-A99633051
2314,2735,Emotional distress,0.64,BRD-A99633051
2315,2735,Myopia,0.63,BRD-A99633051
2316,2794,Nausea,0.92,BRD-K01567962
2317,2794,Headache,0.86,BRD-K01567962
2318,2794,Rash,0.83,BRD-K01567962
2319,2794,Dizziness,0.76,BRD-K01567962
2320,2794,Asthenia,0.75,BRD-K01567962
2321,2794,Diarrhoea,0.75,BRD-K01567962
2322,2794,Pain,0.7,BRD-K01567962
2323,2794,Vomiting,0.67,BRD-K01567962
2324,2794,Vision blurred,0.65,BRD-K01567962
2325,2794,Constipation,0.64,BRD-K01567962
2326,2794,Fatigue,0.64,BRD-K01567962
2327,2794,Pruritus,0.63,BRD-K01567962
2328,2794,Abdominal pain,0.63,BRD-K01567962
2329,2794,Insomnia,0.63,BRD-K01567962
2330,2794,Oedema,0.62,BRD-K01567962
2331,2794,Malaise,0.62,BRD-K01567962
2332,2794,Urticaria,0.61,BRD-K01567962
2333,2794,Tachycardia,0.61,BRD-K01567962
2334,2794,Hypertension,0.61,BRD-K01567962
2335,2794,Dyspnoea,0.61,BRD-K01567962
2336,2794,Anaemia,0.6,BRD-K01567962
2337,2794,Hypotension,0.59,BRD-K01567962
2338,2794,Hypersensitivity,0.59,BRD-K01567962
2339,2794,Dry mouth,0.58,BRD-K01567962
